STATUS|SM_RECORD|CO_ITEM|LOC|SHIPDATE|SCHEDSHIPDATE|SCHEDARRIVDATE|CO_ORDERID|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|U_DMDGROUP_CODE|VL_ORDERID|LOADID|VLL_DEST|VLL_SOURCE|VLL_QTY|VLL_ITEM|ASSIGNED_PLANT|U_OVERALLSTS|P1|FIRMSW
2|6444|4055RUPLUS|4000099172|2016-02-19|2016-02-19|2016-02-19|3019573398000010|500|Z1AA|Z2|ISS|3019573398000010|3657063715000010|4000099172|USQ4|500|4055RUPLUS|USQ4|A|0|0
2|6579|4055RUPLUS|4000100253|2016-02-22|2016-02-22|2016-02-22|3019528290000020|570|Z1AA|Z2|ISS|3019528290000020|3657060740000010|4000100253|USMR|570|4055RUPLUS|USMR|A|0|0
2|6632|4055RUPLUS|4000100780|2016-02-18|2016-02-18|2016-02-18|3019295567000010|570|Z1AA|Z2|ISS|3019295567000010|3657051700000010|4000100780|USA6|570|4055RUPLUS|USA6|A|0|0
2|6689|4055RUPLUS|4000101030|2016-02-25|2016-02-25|2016-02-25|3019569164000110|570|Z1AA|Z1|CPU|3019569164000110|3657058875000010|4000101030|US8R|570|4055RUPLUS|US8R|A|0|0
2|6968|4055RUPLUS|4000107156|2016-02-19|2016-02-19|2016-02-19|3019533358000060|540|Z1AA|Z2|ISS|3019533358000060|3657061504000010|4000107156|USIR|540|4055RUPLUS|USIR|A|0|0
2|6987|4055RUPLUS|4000107495|2016-02-19|2016-02-18|2016-02-19|3019532767000010|540|Z1AA|Z2|ISS|3019532767000010|3657063248000010|4000107495|USB5|540|4055RUPLUS|USB5|A|0|0
2|8143|4055RUPLUS|4000116979|2016-02-17|2016-02-17|2016-02-17|3019551134000001|570|Z1AA|Z2|ISS|3019551134000001|3657041311000010|4000116979|USOR|570|4055RUPLUS|USOR|A|0|0
2|8145|4055RUPLUS|4000116979|2016-02-19|2016-02-19|2016-02-19|3019551134000003|570|Z1AA|Z2|ISS|3019551134000003|3657041314000010|4000116979|USOR|570|4055RUPLUS|USOR|A|0|0
2|8171|4055RUPLUS|4000117116|2016-02-19|2016-02-19|2016-02-19|3019557226000010|570|Z1AA|Z2|ISS|3019557226000010|3657063251000010|4000117116|USB5|570|4055RUPLUS|USB5|A|0|0
2|8176|4055RUPLUS|4000117187|2016-02-17|2016-02-17|2016-02-17|3019539149000010|570|Z1AA|Z2|ISS|3019539149000010|3657041729000010|4000117187|UT44|570|4055RUPLUS|UT44|A|0|0
2|8177|4055RUPLUS|4000117187|2016-02-18|2016-02-18|2016-02-18|3019539157000010|570|Z1AA|Z2|ISS|3019539157000010|3657056883000010|4000117187|UT44|570|4055RUPLUS|UT44|A|0|0
2|8178|4055RUPLUS|4000117187|2016-02-19|2016-02-19|2016-02-19|3019539159000010|570|Z1AA|Z2|ISS|3019539159000010|3657063080000010|4000117187|UT44|570|4055RUPLUS|UT44|A|0|0
2|8178|4055RUPLUS|4000117187|2016-02-19|2016-02-19|2016-02-19|3019539160000010|570|Z1AA|Z2|ISS|3019539160000010|3657063085000010|4000117187|UT44|570|4055RUPLUS|UT44|A|0|0
2|8238|4055RUPLUS|4000117533|2016-02-19|2016-02-19|2016-02-19|3019394603000010|570|Z1AA|Z2|ISS|3019394603000010|3657062287000010|4000117533|USFC|570|4055RUPLUS|USFC|A|0|0
0|0|4055RUPLUS|4000118601|2016-02-17|2016-02-17|2016-02-17|3019558061000010|570|Z1AA|Z1|CPU|3019558061000010|3657043143000010|4000118601|UT3E|570|4055RUPLUS||A|0|0
2|56720|4055RUPLUSPS|4000119294|2016-02-22|2016-02-21|2016-02-22|3019566636000001|570|Z1AA|Z2|ISS|3019566636000001|3657064517000010|4000119294|USGL|570|4055RUPLUSPS|USGL|A|0|0
2|56721|4055RUPLUSPS|4000119294|2016-02-26|2016-02-25|2016-02-26|3019566636000003|570|Z1AA|Z2|ISS|3019566636000003|3657064519000010|4000119294|USGL|570|4055RUPLUSPS|USGL|A|0|0
2|8443|4055RUPLUS|4000119360|2016-02-18|2016-02-18|2016-02-18|3019439775000010|384|Z1AA|Z1|CPU|3019439775000010|3656893245000010|4000119360|UT43|384|4055RUPLUS|UT43|A|0|0
0|0|4055RUCUST|4000119673|2016-02-18|2016-02-18|2016-02-18|3019546776000010|570|Z1AA|Z2|ISS|3019546776000010|3657061119000010|4000119673|US8T|570|4055RUCUST||A|0|0
0|0|4055RUNEW|4000120457|2016-02-17|2016-02-16|2016-02-17|3019555839000010|320|Z1AA|Z1|CPU|3019555839000010|3657040516000010|4000120457|USCE|320|4055RUNEW||A|0|0
2|164|4055RUNEW|4000120457|2016-02-18|2016-02-17|2016-02-18|3019555937000010|320|Z1AA|Z1|CPU|3019555937000010|3657040931000010|4000120457|USCE|320|4055RUNEW|USCE|A|0|0
2|143|4055RUNEW|4000114384|2016-02-22|2016-02-21|2016-02-22|3019527448000010|280|Z1AA|Z1|CPU|3019527448000010|3657005243000010|4000114384|USCE|280|4055RUNEW|USCE|A|0|0
2|143|4055RUNEW|4000114384|2016-02-22|2016-02-21|2016-02-22|3019527418000010|280|Z1AA|Z1|CPU|3019527418000010|3657005244000010|4000114384|USCE|280|4055RUNEW|USCE|A|0|0
2|144|4055RUNEW|4000114384|2016-02-29|2016-02-28|2016-02-29|3019552236000010|280|Z1AA|Z1|CPU|3019552236000010|3657038940000010|4000114384|USCE|280|4055RUNEW|USCE|A|0|0
2|144|4055RUNEW|4000114384|2016-02-29|2016-02-28|2016-02-29|3019552265000010|280|Z1AA|Z1|CPU|3019552265000010|3657038948000010|4000114384|USCE|280|4055RUNEW|USCE|A|0|0
2|144|4055RUNEW|4000114384|2016-02-29|2016-02-28|2016-02-29|3019552269000010|280|Z1AA|Z1|CPU|3019552269000010|3657038956000010|4000114384|USCE|280|4055RUNEW|USCE|A|0|0
0|0|4055RUNEW|4000114391|2016-02-17|2016-02-16|2016-02-17|3019560081000010|300|Z1AA|Z1|CPU|3019560081000010|3657045180000010|4000114391|USCE|300|4055RUNEW||A|0|0
0|0|4055RUNEW|4000114391|2016-02-17|2016-02-16|2016-02-17|3019560068000010|300|Z1AA|Z1|CPU|3019560068000010|3657045186000010|4000114391|USCE|300|4055RUNEW||A|0|0
0|0|4055RUNEW|4000114391|2016-02-17|2016-02-16|2016-02-17|3019560087000010|300|Z1AA|Z1|CPU|3019560087000010|3657045189000010|4000114391|USCE|300|4055RUNEW||A|0|0
2|7747|4055RUPLUS|4000114438|2016-02-17|2016-02-17|2016-02-17|3019557198000010|440|Z1AA|Z2|ISS|3019557198000010|3657047315000010|4000114438|UT2J|440|4055RUPLUS|UT2J|A|0|0
2|7814|4055RUPLUS|4000114894|2016-02-19|2016-02-19|2016-02-19|3019528385000080|570|Z1AA|Z2|ISS|3019528385000080|3657031711000010|4000114894|USKZ|570|4055RUPLUS|USKZ|A|0|0
0|0|4055RUPLUS|4000114894|2016-02-20|2016-02-20|2016-02-20|3019528385000040|570|Z1AA|Z2|ISS|3019528385000040|3657031712000010|4000114894|USKZ|570|4055RUPLUS||A|0|0
2|7845|4055RUPLUS|4000115035|2016-02-17|2016-02-17|2016-02-17|3019549743000010|570|Z1AA|Z2|ISS|3019549743000010|3657047326000010|4000115035|UT43|570|4055RUPLUS|UT43|A|0|0
2|7846|4055RUPLUS|4000115035|2016-02-18|2016-02-18|2016-02-18|3019549754000010|570|Z1AA|Z2|ISS|3019549754000010|3657056626000010|4000115035|UT43|570|4055RUPLUS|UT43|A|0|0
2|9086|4055RUPLUS|4000124570|2016-02-17|2016-02-17|2016-02-17|3019481834000010|570|Z1AA|Z1|CPU|3019481834000010|3656946387000010|4000124570|USYA|570|4055RUPLUS|USYA|A|0|0
2|9089|4055RUPLUS|4000124570|2016-02-22|2016-02-22|2016-02-22|3019524421000010|570|Z1AA|Z1|CPU|3019524421000010|3656999690000010|4000124570|USYA|570|4055RUPLUS|USYA|A|0|0
2|9092|4055RUPLUS|4000124570|2016-02-25|2016-02-25|2016-02-25|3019524425000010|570|Z1AA|Z1|CPU|3019524425000010|3656999692000010|4000124570|USYA|570|4055RUPLUS|USYA|A|0|0
0|0|4055RUPLUS|4000124570|2016-03-02|2016-03-02|2016-03-02|3019566559000010|570|Z1AA|Z1|CPU|3019566559000010|3657053359000010|4000124570|USYA|570|4055RUPLUS||A|0|0
2|9145|4055RUPLUS|4000124653|2016-02-18|2016-02-18|2016-02-18|3019527815000170|570|Z1AA|Z1|CPU|3019527815000170|3657005656000010|4000124653|USLN|570|4055RUPLUS|USLN|A|0|0
2|9145|4055RUPLUS|4000124653|2016-02-18|2016-02-18|2016-02-18|3019527815000230|570|Z1AA|Z1|CPU|3019527815000230|3657005662000010|4000124653|USLN|570|4055RUPLUS|USLN|A|0|0
2|9146|4055RUPLUS|4000124653|2016-02-19|2016-02-19|2016-02-19|3019527815000240|570|Z1AA|Z1|CPU|3019527815000240|3657005674000010|4000124653|USLN|570|4055RUPLUS|USLN|A|0|0
2|9150|4055RUPLUS|4000124653|2016-02-25|2016-02-25|2016-02-25|3019569497000070|570|Z1AA|Z1|CPU|3019569497000070|3657059219000010|4000124653|USLN|570|4055RUPLUS|USLN|A|0|0
2|9163|4055RUPLUS|4000124797|2016-02-18|2016-02-18|2016-02-18|3019526808000190|570|Z1AA|Z2|ISS|3019526808000190|3657051514000010|4000124797|USH3|570|4055RUPLUS|USH3|A|0|0
2|9288|4055RUPLUS|4000126302|2016-02-19|2016-02-19|2016-02-19|3019523639000010|570|Z1AA|Z2|ISS|3019523639000010|3657062300000010|4000126302|USFC|570|4055RUPLUS|USFC|A|0|0
2|9335|4055RUPLUS|4000129245|2016-02-19|2016-02-19|2016-02-19|3019526847000280|570|Z1AA|Z2|ISS|3019526847000280|3657062774000010|4000129245|USYH|570|4055RUPLUS|USYH|A|0|0
2|9373|4055RUPLUS|4000129459|2016-02-26|2016-02-26|2016-02-26|3019514568000010|300|Z1AA|Z1|CPU|3019514568000010|3656987901000010|4000129459|US8Z|300|4055RUPLUS|US8Z|A|0|0
2|9443|4055RUPLUS|4000129787|2016-02-17|2016-02-17|2016-02-17|3019527799000210|570|Z1AA|Z2|ISS|3019527799000210|3657039788000010|4000129787|USIK|570|4055RUPLUS|USIK|A|0|0
2|1235|4055RUPLUS|4000001524|2016-02-18|2016-02-18|2016-02-18|3019527456000350|570|Z1AA|Z1|CPU|3019527456000350|3657005440000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|1238|4055RUPLUS|4000001524|2016-02-21|2016-02-21|2016-02-21|3019569068000090|570|Z1AA|Z1|CPU|3019569068000090|3657058892000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|1238|4055RUPLUS|4000001524|2016-02-21|2016-02-21|2016-02-21|3019569068000250|570|Z1AA|Z1|CPU|3019569068000250|3657058906000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|1241|4055RUPLUS|4000001524|2016-02-24|2016-02-24|2016-02-24|3019569068000160|570|Z1AA|Z1|CPU|3019569068000160|3657059059000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|1241|4055RUPLUS|4000001524|2016-02-24|2016-02-24|2016-02-24|3019569068000330|570|Z1AA|Z1|CPU|3019569068000330|3657059079000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|1243|4055RUPLUS|4000001524|2016-02-26|2016-02-26|2016-02-26|3019569068000380|570|Z1AA|Z1|CPU|3019569068000380|3657059143000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|1244|4055RUPLUS|4000001524|2016-02-27|2016-02-27|2016-02-27|3019569068000230|570|Z1AA|Z1|CPU|3019569068000230|3657059157000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|1244|4055RUPLUS|4000001524|2016-02-27|2016-02-27|2016-02-27|3019569068000240|570|Z1AA|Z1|CPU|3019569068000240|3657059164000010|4000001524|USE1|570|4055RUPLUS|USE1|A|0|0
2|2065|4055RUPLUS|4000041327|2016-02-19|2016-02-19|2016-02-19|3019526547000300|570|Z1AA|Z2|ISS|3019526547000300|3657062266000010|4000041327|US1R|570|4055RUPLUS|US1R|A|0|0
2|51777|4055RUPLUS|6100635922|2016-02-26|2016-02-25|2016-02-26|3019567780000560|570|Z1AA|Z1|CPU|3019567780000560|3657054240000010|6100635922|UT44|570|4055RUPLUS|UT44|A|0|0
2|51778|4055RUPLUS|6100635922|2016-02-27|2016-02-26|2016-02-27|3019567780000470|570|Z1AA|Z1|CPU|3019567780000470|3657054246000010|6100635922|UT44|570|4055RUPLUS|UT44|A|0|0
2|51811|4055RUPLUS|6100640113|2016-02-19|2016-02-19|2016-02-19|3019528162000075|570|Z1AA|Z2|ISS|3019528162000075|3657041900000010|6100640113|USA4|570|4055RUPLUS|USA4|A|0|0
2|51819|4055RUPLUS|6100640122|2016-02-19|2016-02-19|2016-02-19|3019528450000112|570|Z1AA|Z2|ISS|3019528450000112|3657041042000010|6100640122|USA3|570|4055RUPLUS|USA3|A|0|0
2|51819|4055RUPLUS|6100640122|2016-02-19|2016-02-19|2016-02-19|3019528450000132|570|Z1AA|Z2|ISS|3019528450000132|3657041044000010|6100640122|USA3|570|4055RUPLUS|USA3|A|0|0
2|51826|4055RUPLUS|6100640131|2016-02-18|2016-02-18|2016-02-18|3019528456000170|570|Z1AA|Z2|ISS|3019528456000170|3657060803000010|6100640131|USK5|570|4055RUPLUS|USK5|A|0|0
2|51911|4055RUPLUS|6100675291|2016-02-19|2016-02-18|2016-02-19|3019528420000160|570|Z1AA|Z1|CPU|3019528420000160|3657006079000010|6100675291|US8R|570|4055RUPLUS|US8R|A|0|0
2|51911|4055RUPLUS|6100675291|2016-02-19|2016-02-18|2016-02-19|3019528420000170|570|Z1AA|Z1|CPU|3019528420000170|3657006084000010|6100675291|US8R|570|4055RUPLUS|US8R|A|0|0
2|51908|4055RUPLUS|6100675291|2016-02-18|2016-02-17|2016-02-18|3019528420000140|570|Z1AA|Z1|CPU|3019528420000140|3657006165000010|6100675291|US1Q|570|4055RUPLUS|US1Q|A|0|0
2|51913|4055RUPLUS|6100675291|2016-02-22|2016-02-21|2016-02-22|3019570221000010|570|Z1AA|Z1|CPU|3019570221000010|3657059696000010|6100675291|US8R|570|4055RUPLUS|US8R|A|0|0
2|51997|4055RUPLUS|6100687563|2016-02-17|2016-02-17|2016-02-17|3019526628000020|540|Z1AA|Z2|ISS|3019526628000020|3657051121000010|6100687563|US8Z|540|4055RUPLUS|US8Z|A|0|0
2|52008|4055RUPLUS|6100688385|2016-02-19|2016-02-18|2016-02-19|3019564454000010|570|Z1AA|Z2|ISS|3019564454000010|3657062932000010|6100688385|USA8|570|4055RUPLUS|USA8|A|0|0
2|52031|4055RUPLUS|6100691059|2016-02-17|2016-02-17|2016-02-17|3019522724000010|540|Z1AA|Z2|ISS|3019522724000010|3657041572000010|6100691059|UT1K|540|4055RUPLUS|UT1K|A|0|0
2|52115|4055RUPLUS|6100698105|2016-02-17|2016-02-17|2016-02-17|3019557030000010|570|Z1AA|Z2|ISS|3019557030000010|3657047018000010|6100698105|UT2J|570|4055RUPLUS|UT2J|A|0|0
2|53523|4055RUPLUS|6101007298|2016-02-18|2016-02-18|2016-02-18|3019368586000040|570|Z1AA|Z2|ISS|3019368586000040|3657052260000010|6101007298|USMR|570|4055RUPLUS|USMR|A|0|0
2|53524|4055RUPLUS|6101007298|2016-02-19|2016-02-19|2016-02-19|3019368586000170|570|Z1AA|Z2|ISS|3019368586000170|3657052266000010|6101007298|USMR|570|4055RUPLUS|USMR|A|0|0
2|53533|4055RUPLUS|6101007314|2016-02-23|2016-02-23|2016-02-23|3019358628000180|528|Z1AA|Z2|ISS|3019358628000180|3656892653000010|6101007314|UT1K|528|4055RUPLUS|UT1K|A|0|0
2|53700|4055RUPLUS|6101010569|2016-02-24|2016-02-24|2016-02-24|3019569259000270|570|Z1AA|Z1|CPU|3019569259000270|3657059018000010|6101010569|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|53701|4055RUPLUS|6101010569|2016-02-25|2016-02-25|2016-02-25|3019569259000120|570|Z1AA|Z1|CPU|3019569259000120|3657059031000010|6101010569|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|53702|4055RUPLUS|6101010569|2016-02-26|2016-02-26|2016-02-26|3019569259000290|570|Z1AA|Z1|CPU|3019569259000290|3657059057000010|6101010569|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|371|4055RUPLUS|3000002158|2016-02-17|2016-02-17|2016-02-17|3019515546000010|570|Z1AA|Z2|ISS|3019515546000010|3657041343000010|3000002158|USFC|570|4055RUPLUS|USFC|A|0|0
2|397|4055RUPLUS|3000004352|2016-02-19|2016-02-19|2016-02-19|3019565879000010|570|Z1AA|Z2|ISS|3019565879000010|3657062991000010|3000004352|USIE|570|4055RUPLUS|USIE|A|0|0
2|579|4055RUPLUS|3000042725|2016-02-18|2016-02-17|2016-02-18|3019527102000040|570|Z1AA|Z2|ISS|3019527102000040|3657052080000010|3000042725|UT3L|570|4055RUPLUS|UT3L|A|0|0
2|586|4055RUPLUS|3000045680|2016-02-17|2016-02-17|2016-02-17|3019526650000120|570|Z1AA|Z2|ISS|3019526650000120|3657050633000010|3000045680|USNZ|570|4055RUPLUS|USNZ|A|0|0
2|680|4055RUPLUS|3000077172|2016-02-18|2016-02-18|2016-02-18|3019565562000010|570|Z1AA|Z2|ISS|3019565562000010|3657060745000010|3000077172|USMR|570|4055RUPLUS|USMR|A|0|0
2|56301|4055RUPLUSPS|3000082358|2016-02-17|2016-02-17|2016-02-17|3019539396000010|570|Z1AA|Z2|ISS|3019539396000010|3657023990000010|3000082358|USG5|570|4055RUPLUSPS|USG5|A|0|0
2|780|4055RUPLUS|3000084776|2016-02-18|2016-02-18|2016-02-18|3019526976000180|570|Z1AA|Z2|ISS|3019526976000180|3657062338000010|3000084776|US8Y|570|4055RUPLUS|US8Y|A|0|0
2|805|4055RUPLUS|3000088815|2016-02-18|2016-02-18|2016-02-18|3019549010000010|570|Z1AA|Z2|ISS|3019549010000010|3657056711000010|3000088815|UT43|570|4055RUPLUS|UT43|A|0|0
2|56325|4055RUPLUSPS|3000138349|2016-02-18|2016-02-18|2016-02-18|3019549327000001|128|Z1AA|Z2|ISS|3019549327000001|3657032721000010|3000138349|US6T|128|4055RUPLUSPS|US6T|A|0|0
2|1072|4055RUPLUS|3000155783|2016-02-19|2016-02-19|2016-02-19|3019576696000010|200|Z1AA|Z1|CPU|3019576696000010|3657065563000010|3000155783|UT47|200|4055RUPLUS|UT47|A|0|0
2|1140|4055RUPLUS|3000158302|2016-02-18|2016-02-18|2016-02-18|3019526477000040|570|Z1AA|Z2|ISS|3019526477000040|3657019106000010|3000158302|USWT|570|4055RUPLUS|USWT|A|0|0
2|8145|4055RUPLUS|4000116979|2016-02-19|2016-02-19|2016-02-19|3019484196000090|570|Z1AA|Z2|ISS|3019484196000090|3657030422000010|4000116979|USOR|570|4055RUPLUS|USOR|A|0|0
2|8145|4055RUPLUS|4000116979|2016-02-19|2016-02-19|2016-02-19|3019484196000100|570|Z1AA|Z2|ISS|3019484196000100|3657030423000010|4000116979|USOR|570|4055RUPLUS|USOR|A|0|0
2|8170|4055RUPLUS|4000117116|2016-02-18|2016-02-18|2016-02-18|3019557202000010|570|Z1AA|Z2|ISS|3019557202000010|3657051679000010|4000117116|USB5|570|4055RUPLUS|USB5|A|0|0
0|0|4055RUCUST|4000117187|2016-02-17|2016-02-17|2016-02-17|3019547679000010|570|Z1AA|Z2|ISS|3019547679000010|3657041818000010|4000117187|UT44|570|4055RUCUST||A|0|0
0|0|4055RUPLUS|4000118601|2016-02-18|2016-02-18|2016-02-18|3019558067000010|570|Z1AA|Z1|CPU|3019558067000010|3657043142000010|4000118601|UT3E|570|4055RUPLUS||A|0|0
2|8364|4055RUPLUS|4000118605|2016-02-19|2016-02-19|2016-02-19|3019366425000010|540|Z1AA|Z1|CPU|3019366425000010|3656871630000010|4000118605|USFK|540|4055RUPLUS|USFK|A|0|0
2|8392|4055RUPLUS|4000118826|2016-02-17|2016-02-17|2016-02-17|3019527228000010|570|Z1AA|Z2|ISS|3019527228000010|3657018948000010|4000118826|USQ4|570|4055RUPLUS|USQ4|A|0|0
2|8431|4055RUPLUS|4000119294|2016-02-18|2016-02-18|2016-02-18|3019534004000010|570|Z1AA|Z2|ISS|3019534004000010|3657057004000010|4000119294|USXA|570|4055RUPLUS|USXA|A|0|0
2|8431|4055RUPLUS|4000119294|2016-02-18|2016-02-18|2016-02-18|3019534002000010|570|Z1AA|Z2|ISS|3019534002000010|3657057017000010|4000119294|USXA|570|4055RUPLUS|USXA|A|0|0
2|8430|4055RUPLUS|4000119294|2016-02-18|2016-02-17|2016-02-18|3019534003000010|570|Z1AA|Z2|ISS|3019534003000010|3657063084000010|4000119294|USWN|570|4055RUPLUS|USWN|A|0|0
2|8469|4055RUPLUS|4000119513|2016-02-17|2016-02-17|2016-02-17|3019528268000003|300|Z1AA|Z2|ISS|3019528268000003|3657050438000010|4000119513|USZA|300|4055RUPLUS|USZA|A|0|0
2|8566|4055RUPLUS|4000120309|2016-02-18|2016-02-18|2016-02-18|3019539206000010|570|Z1AA|Z2|ISS|3019539206000010|3657052229000010|4000120309|USG8|570|4055RUPLUS|USG8|A|0|0
2|8574|4055RUPLUS|4000120407|2016-02-18|2016-02-18|2016-02-18|3019541109000001|570|Z1AA|Z2|ISS|3019541109000001|3657052286000010|4000120407|US2N|570|4055RUPLUS|US2N|A|0|0
2|8596|4055RUPLUS|4000120462|2016-02-18|2016-02-18|2016-02-18|3019527369000370|570|Z1AA|Z2|ISS|3019527369000370|3657056386000010|4000120462|USA8|570|4055RUPLUS|USA8|A|0|0
2|8630|4055RUPLUS|4000120551|2016-02-17|2016-02-17|2016-02-17|3019541922000010|300|Z1AA|Z2|ISS|3019541922000010|3657046978000010|4000120551|USNT|300|4055RUPLUS|USNT|A|0|0
2|7623|4055RUPLUS|4000112833|2016-02-18|2016-02-18|2016-02-18|3019540772000010|570|Z1AA|Z2|ISS|3019540772000010|3657051907000010|4000112833|UT74|570|4055RUPLUS|UT74|A|0|0
2|7623|4055RUPLUS|4000112833|2016-02-18|2016-02-18|2016-02-18|3019540773000010|570|Z1AA|Z2|ISS|3019540773000010|3657051912000010|4000112833|UT74|570|4055RUPLUS|UT74|A|0|0
2|25996|4055RUPLUS|4000227020|2016-02-18|2016-02-18|2016-02-18|3019527882000040|570|Z1AA|Z2|ISS|3019527882000040|3657050029000010|4000227020|USA9|570|4055RUPLUS|USA9|A|0|0
0|0|4055RUPLUS|4000227866|2016-02-17|2016-02-16|2016-02-17|3019508673000002|570|Z1AA|Z2|ISS|3019508673000002|3657052103000010|4000227866|UT3L|570|4055RUPLUS||A|0|0
2|26224|4055RUPLUS|4000227995|2016-02-18|2016-02-18|2016-02-18|3019566154000010|570|Z1AA|Z2|ISS|3019566154000010|3657062907000010|4000227995|UT25|570|4055RUPLUS|UT25|A|0|0
2|26899|4055RUPLUS|4000230748|2016-02-19|2016-02-19|2016-02-19|3019527649000080|570|Z1AA|Z2|ISS|3019527649000080|3657051482000010|4000230748|UT1F|570|4055RUPLUS|UT1F|A|0|0
2|26956|4055RUPLUS|4000231077|2016-02-18|2016-02-18|2016-02-18|3019470629000010|570|Z1AA|Z2|ISS|3019470629000010|3657056775000010|4000231077|USXG|570|4055RUPLUS|USXG|A|0|0
0|0|4055RUPLUS|4000231978|2016-02-17|2016-02-17|2016-02-17|3019528270000042|570|Z1AA|Z1|CPU|3019528270000042|3657005991000010|4000231978|UT3E|570|4055RUPLUS||A|0|0
2|7674|4055RUPLUS|4000113959|2016-02-17|2016-02-17|2016-02-17|3019540307000010|570|Z1AA|Z2|ISS|3019540307000010|3657046696000010|4000113959|UT3A|570|4055RUPLUS|UT3A|A|0|0
0|0|4055RUPLUS|6101007270|2016-02-18|2016-02-18|2016-02-18|3018766335000840|570|Z1AA|Z2|ISS|3018766335000840|3656868774000010|6101007270|USE2|570|4055RUPLUS||A|0|0
2|51818|4055RUPLUS|6100640122|2016-02-18|2016-02-18|2016-02-18|3019528450000102|570|Z1AA|Z2|ISS|3019528450000102|3657041041000010|6100640122|USA3|570|4055RUPLUS|USA3|A|0|0
2|51909|4055RUPLUS|6100675291|2016-02-18|2016-02-17|2016-02-18|3019528420000120|570|Z1AA|Z1|CPU|3019528420000120|3657006070000010|6100675291|US8R|570|4055RUPLUS|US8R|A|0|0
2|51923|4055RUPLUS|6100675291|2016-02-26|2016-02-25|2016-02-26|3019570221000160|570|Z1AA|Z1|CPU|3019570221000160|3657059747000010|6100675291|US8R|570|4055RUPLUS|US8R|A|0|0
2|51956|4055RUPLUS|6100678895|2016-02-17|2016-02-17|2016-02-17|3019528253000020|570|Z1AA|Z2|ISS|3019528253000020|3657047318000010|6100678895|USG8|570|4055RUPLUS|USG8|A|0|0
2|51982|4055RUPLUS|6100682657|2016-02-19|2016-02-19|2016-02-19|3019479839000005|570|Z1AA|Z2|ISS|3019479839000005|3657060522000010|6100682657|USA9|570|4055RUPLUS|USA9|A|0|0
2|52032|4055RUPLUS|6100691059|2016-02-18|2016-02-18|2016-02-18|3019522730000010|540|Z1AA|Z2|ISS|3019522730000010|3657062800000010|6100691059|UT1K|540|4055RUPLUS|UT1K|A|0|0
2|52108|4055RUPLUS|6100696982|2016-02-18|2016-02-18|2016-02-18|3019550650000010|570|Z1AA|Z2|ISS|3019550650000010|3657056899000010|6100696982|UT32|570|4055RUPLUS|UT32|A|0|0
2|53523|4055RUPLUS|6101007298|2016-02-18|2016-02-18|2016-02-18|3019368586000140|570|Z1AA|Z2|ISS|3019368586000140|3657052261000010|6101007298|USMR|570|4055RUPLUS|USMR|A|0|0
0|0|4055RUPLUS|6101007298|2016-02-20|2016-02-20|2016-02-20|3019368586000190|570|Z1AA|Z2|ISS|3019368586000190|3657052268000010|6101007298|USMR|570|4055RUPLUS||A|0|0
2|53553|4055RUPLUS|6101007975|2016-02-19|2016-02-18|2016-02-19|3019523150000010|570|Z1AA|Z2|ISS|3019523150000010|3657056199000010|6101007975|USXG|570|4055RUPLUS|USXG|A|0|0
2|53643|4055RUPLUS|6101009152|2016-02-18|2016-02-18|2016-02-18|3019548530000010|570|Z1AA|Z1|CPU|3019548530000010|3657030305000010|6101009152|USFC|570|4055RUPLUS|USFC|A|0|0
2|53699|4055RUPLUS|6101010569|2016-02-23|2016-02-23|2016-02-23|3019569259000060|570|Z1AA|Z1|CPU|3019569259000060|3657058990000010|6101010569|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|500|4055RUPLUS|3000023950|2016-02-18|2016-02-18|2016-02-18|3019515474000010|540|Z1AA|Z2|ISS|3019515474000010|3657051521000010|3000023950|USH3|540|4055RUPLUS|USH3|A|0|0
2|649|4055RUPLUS|3000063424|2016-02-18|2016-02-18|2016-02-18|3019566650000001|570|Z1AA|Z2|ISS|3019566650000001|3657056308000010|3000063424|USZY|570|4055RUPLUS|USZY|A|0|0
2|45325|4055RUPLUS|6100100900|2016-02-19|2016-02-19|2016-02-19|3019525580000130|570|Z1AA|Z2|ISS|3019525580000130|3657019274000010|6100100900|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|10389|4055RUPLUS|4000134618|2016-02-18|2016-02-18|2016-02-18|3019551441000010|540|Z1AA|Z2|ISS|3019551441000010|3657060843000010|4000134618|UT90|540|4055RUPLUS|UT90|A|0|0
2|11838|4055RUPLUS|4000151823|2016-02-18|2016-02-18|2016-02-18|3019557913000010|504|Z1AA|Z2|ISS|3019557913000010|3657056384000010|4000151823|UT13|504|4055RUPLUS|UT13|A|0|0
