STATUS|SM_RECORD|CO_ITEM|LOC|SHIPDATE|SCHEDSHIPDATE|SCHEDARRIVDATE|CO_ORDERID|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|U_DMDGROUP_CODE|VL_ORDERID|LOADID|VLL_DEST|VLL_SOURCE|VLL_QTY|VLL_ITEM|ASSIGNED_PLANT|U_OVERALLSTS|P1|FIRMSW
2|45257|4055RUPLUS|5000384395|2016-02-18|2016-02-18|2016-02-18|3019527460000230|570|Z1AA|Z1|CPU|3019527460000230|3657005404000010|5000384395|UT13|570|4055RUPLUS|UT13|A|0|0
2|45258|4055RUPLUS|5000384395|2016-02-19|2016-02-19|2016-02-19|3019527460000240|570|Z1AA|Z1|CPU|3019527460000240|3657005441000010|5000384395|UT13|570|4055RUPLUS|UT13|A|0|0
2|49670|4055RUPLUS|6100373410|2016-02-23|2016-02-23|2016-02-23|3019570286000030|570|Z1AA|Z1|CPU|3019570286000030|3657059700000010|6100373410|US8X|570|4055RUPLUS|US8X|A|0|0
2|21281|4055RUPLUS|4000203198|2016-02-18|2016-02-18|2016-02-18|3019532547000010|570|Z1AA|Z2|ISS|3019532547000010|3657056270000010|4000203198|USE1|570|4055RUPLUS|USE1|A|0|0
2|21603|4055RUPLUS|4000204270|2016-02-19|2016-02-19|2016-02-19|3019527745000030|570|Z1AA|Z2|ISS|3019527745000030|3657062539000010|4000204270|USVZ|570|4055RUPLUS|USVZ|A|0|0
2|21883|4055RUPLUS|4000205954|2016-02-18|2016-02-18|2016-02-18|3019404710000003|570|Z1AA|Z2|ISS|3019404710000003|3657062938000010|4000205954|UT43|570|4055RUPLUS|UT43|A|0|0
2|19059|4055RUPLUS|4000197533|2016-02-18|2016-02-18|2016-02-18|3019564947000010|270|Z1AA|Z2|ISS|3019564947000010|3657056888000010|4000197533|US8Z|270|4055RUPLUS|US8Z|A|0|0
2|19333|4055RUPLUS|4000198731|2016-02-18|2016-02-18|2016-02-18|3019564883000010|570|Z1AA|Z2|ISS|3019564883000010|3657056906000010|4000198731|USKI|570|4055RUPLUS|USKI|A|0|0
2|19529|4055RUPLUS|4000199375|2016-02-24|2016-02-24|2016-02-24|3019482838000010|350|Z1AA|Z1|CPU|3019482838000010|3656947331000010|4000199375|USE1|350|4055RUPLUS|USE1|A|0|0
2|19536|4055RUPLUS|4000199398|2016-02-19|2016-02-19|2016-02-19|3019542756000010|570|Z1AA|Z2|ISS|3019542756000010|3657063063000010|4000199398|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|19596|4055RUPLUS|4000199681|2016-02-18|2016-02-18|2016-02-18|3019527857000090|570|Z1AA|Z1|CPU|3019527857000090|3657005675000010|4000199681|UT45|570|4055RUPLUS|UT45|A|0|0
2|19596|4055RUPLUS|4000199681|2016-02-18|2016-02-18|2016-02-18|3019527857000100|570|Z1AA|Z1|CPU|3019527857000100|3657005677000010|4000199681|UT45|570|4055RUPLUS|UT45|A|0|0
2|19597|4055RUPLUS|4000199681|2016-02-19|2016-02-19|2016-02-19|3019527857000130|570|Z1AA|Z1|CPU|3019527857000130|3657005689000010|4000199681|UT45|570|4055RUPLUS|UT45|A|0|0
2|19598|4055RUPLUS|4000199681|2016-02-20|2016-02-20|2016-02-20|3019527857000150|570|Z1AA|Z1|CPU|3019527857000150|3657005695000010|4000199681|UT45|570|4055RUPLUS|UT45|A|0|0
2|19603|4055RUPLUS|4000199681|2016-02-26|2016-02-26|2016-02-26|3019569635000120|570|Z1AA|Z1|CPU|3019569635000120|3657059285000010|4000199681|UT45|570|4055RUPLUS|UT45|A|0|0
2|33079|4055RUPLUS|4000262122|2016-02-19|2016-02-19|2016-02-19|3019573954000001|570|Z1AA|Z2|ISS|3019573954000001|3657062578000010|4000262122|USQD|570|4055RUPLUS|USQD|A|0|0
2|33225|4055RUPLUS|4000262851|2016-02-18|2016-02-17|2016-02-18|3019528034000040|570|Z1AA|Z2|ISS|3019528034000040|3657063144000010|4000262851|UT3R|570|4055RUPLUS|UT3R|A|0|0
2|33405|4055RUPLUS|4000263317|2016-02-18|2016-02-18|2016-02-18|3019541056000010|570|Z1AA|Z2|ISS|3019541056000010|3657056781000010|4000263317|UT08|570|4055RUPLUS|UT08|A|0|0
0|0|4055RUPLUS|4000263525|2016-02-18|2016-02-17|2016-02-18|3019564940000010|570|Z1AA|Z2|ISS|3019564940000010|3657052317000010|4000263525|CA76|570|4055RUPLUS||A|0|0
2|33529|4055RUPLUS|4000263681|2016-02-17|2016-02-17|2016-02-17|3019527970000060|570|Z1AA|Z2|ISS|3019527970000060|3657031441000010|4000263681|UT1F|570|4055RUPLUS|UT1F|A|0|0
2|33744|4055RUPLUS|4000264761|2016-02-19|2016-02-19|2016-02-19|3019522658000010|570|Z1AA|Z1|CPU|3019522658000010|3656998032000010|4000264761|USA6|570|4055RUPLUS|USA6|A|0|0
2|33743|4055RUPLUS|4000264761|2016-02-18|2016-02-18|2016-02-18|3019522650000010|570|Z1AA|Z1|CPU|3019522650000010|3656998038000010|4000264761|USA6|570|4055RUPLUS|USA6|A|0|0
2|6038|4055RUPLUS|4000095376|2016-02-17|2016-02-17|2016-02-17|3019532229000010|570|Z1AA|Z2|ISS|3019532229000010|3657046900000010|4000095376|UT76|570|4055RUPLUS|UT76|A|0|0
0|0|4055RUPLUS|4000090683|2016-02-20|2016-02-20|2016-02-20|3019526581000590|570|Z1AA|Z1|CPU|3019526581000590|3657001604000010|4000090683|USZX|570|4055RUPLUS||A|0|0
0|0|4055RUPLUS|4000090683|2016-02-20|2016-02-20|2016-02-20|3019526581000630|570|Z1AA|Z1|CPU|3019526581000630|3657001608000010|4000090683|USZX|570|4055RUPLUS||A|0|0
2|5512|4055RUPLUS|4000090683|2016-02-25|2016-02-25|2016-02-25|3019568113000420|570|Z1AA|Z1|CPU|3019568113000420|3657054256000010|4000090683|USZX|570|4055RUPLUS|USZX|A|0|0
0|0|4055RUPLUS|4000090683|2016-02-27|2016-02-27|2016-02-27|3019568113000590|570|Z1AA|Z1|CPU|3019568113000590|3657054274000010|4000090683|USZX|570|4055RUPLUS||A|0|0
2|5526|4055RUPLUS|4000090829|2016-02-17|2016-02-17|2016-02-17|3019293867000014|570|Z1AA|Z2|ISS|3019293867000014|3657051260000010|4000090829|US8Z|570|4055RUPLUS|US8Z|A|0|0
2|5808|4055RUPLUS|4000093159|2016-02-18|2016-02-18|2016-02-18|3019526677000190|570|Z1AA|Z2|ISS|3019526677000190|3657019093000010|4000093159|UT33|570|4055RUPLUS|UT33|A|0|0
2|5823|4055RUPLUS|4000093251|2016-02-17|2016-02-17|2016-02-17|3019533174000002|608|Z1AA|Z2|ISS|3019533174000002|3657046854000010|4000093251|UT3A|608|4055RUPLUS|UT3A|A|0|0
2|7204|4055RUPLUS|4000109092|2016-02-19|2016-02-19|2016-02-19|3019527596000030|570|Z1AA|Z2|ISS|3019527596000030|3657018885000010|4000109092|USQ4|570|4055RUPLUS|USQ4|A|0|0
2|7281|4055RUPLUS|4000109892|2016-02-18|2016-02-18|2016-02-18|3019527770000090|570|Z1AA|Z2|ISS|3019527770000090|3657056269000010|4000109892|UT2J|570|4055RUPLUS|UT2J|A|0|0
2|7361|4055RUPLUS|4000110494|2016-02-17|2016-02-17|2016-02-17|3019290251000011|570|Z1AA|Z2|ISS|3019290251000011|3657046618000010|4000110494|USGA|570|4055RUPLUS|USGA|A|0|0
2|7365|4055RUPLUS|4000110560|2016-02-17|2016-02-17|2016-02-17|3019527251000020|570|Z1AA|Z2|ISS|3019527251000020|3657051240000010|4000110560|USFD|570|4055RUPLUS|USFD|A|0|0
2|7603|4055RUPLUS|4000112690|2016-02-18|2016-02-18|2016-02-18|3019508430000010|570|Z1AA|Z2|ISS|3019508430000010|3657056890000010|4000112690|USKE|570|4055RUPLUS|USKE|A|0|0
2|6316|4055RUPLUS|4000098001|2016-02-19|2016-02-19|2016-02-19|3019528364000180|570|Z1AA|Z2|ISS|3019528364000180|3657029800000010|4000098001|USA3|570|4055RUPLUS|USA3|A|0|0
2|6631|4055RUPLUS|4000100780|2016-02-17|2016-02-17|2016-02-17|3019295560000010|570|Z1AA|Z2|ISS|3019295560000010|3657047234000010|4000100780|USA6|570|4055RUPLUS|USA6|A|0|0
2|6633|4055RUPLUS|4000100780|2016-02-19|2016-02-19|2016-02-19|3019295575000010|570|Z1AA|Z2|ISS|3019295575000010|3657063038000010|4000100780|USA6|570|4055RUPLUS|USA6|A|0|0
2|6684|4055RUPLUS|4000101030|2016-02-18|2016-02-18|2016-02-18|3019527591000110|570|Z1AA|Z1|CPU|3019527591000110|3657005460000010|4000101030|US8R|570|4055RUPLUS|US8R|A|0|0
2|8812|4055RUPLUS|4000123125|2016-02-19|2016-02-19|2016-02-19|3019527537000030|570|Z1AA|Z2|ISS|3019527537000030|3657032178000010|4000123125|USWC|570|4055RUPLUS|USWC|A|0|0
2|8891|4055RUPLUS|4000123456|2016-02-24|2016-02-24|2016-02-24|3019569493000030|570|Z1AA|Z1|CPU|3019569493000030|3657059203000010|4000123456|USQ8|570|4055RUPLUS|USQ8|A|0|0
2|49009|4055RUPLUS|6100336201|2016-02-18|2016-02-18|2016-02-18|3019541117000009|570|Z1AA|Z2|ISS|3019541117000009|3657050805000010|6100336201|UT44|570|4055RUPLUS|UT44|A|0|0
2|49012|4055RUPLUS|6100336201|2016-02-19|2016-02-19|2016-02-19|3019541117000013|570|Z1AA|Z2|ISS|3019541117000013|3657050807000010|6100336201|UT44|570|4055RUPLUS|UT44|A|0|0
0|0|4055RUPLUS|6100336201|2016-02-20|2016-02-20|2016-02-20|3019541117000016|570|Z1AA|Z2|ISS|3019541117000016|3657050811000010|6100336201|UT44|570|4055RUPLUS||A|0|0
2|45260|4055RUPLUS|5000384395|2016-02-23|2016-02-23|2016-02-23|3019569072000110|570|Z1AA|Z1|CPU|3019569072000110|3657058893000010|5000384395|UT13|570|4055RUPLUS|UT13|A|0|0
2|45260|4055RUPLUS|5000384395|2016-02-23|2016-02-23|2016-02-23|3019569072000200|570|Z1AA|Z1|CPU|3019569072000200|3657058904000010|5000384395|UT13|570|4055RUPLUS|UT13|A|0|0
2|45292|4055RUPLUS|5000692432|2016-02-19|2016-02-19|2016-02-19|3019542542000013|570|Z1AA|Z2|ISS|3019542542000013|3657029531000010|5000692432|US8X|570|4055RUPLUS|US8X|A|0|0
0|0|4055RUPLUS|6100117153|2016-02-19|2016-02-19|2016-02-19|3019527780000040|570|Z1AA|Z1|CPU|3019527780000040|3657005596000010|6100117153|UT3E|570|4055RUPLUS||A|0|0
0|0|4055RUPLUS|6100117153|2016-02-25|2016-02-25|2016-02-25|3019569460000050|570|Z1AA|Z1|CPU|3019569460000050|3657059153000010|6100117153|UT3E|570|4055RUPLUS||A|0|0
2|6717|4055RUPLUS|4000101338|2016-02-18|2016-02-18|2016-02-18|3019541808000010|536|Z1AA|Z2|ISS|3019541808000010|3657060963000010|4000101338|US85|536|4055RUPLUS|US85|A|0|0
2|6755|4055RUPLUS|4000105309|2016-02-19|2016-02-19|2016-02-19|3019542584000010|570|Z1AA|Z1|CPU|3019542584000010|3657022022000010|4000105309|USPF|570|4055RUPLUS|USPF|A|0|0
2|6754|4055RUPLUS|4000105309|2016-02-18|2016-02-18|2016-02-18|3019542580000010|570|Z1AA|Z1|CPU|3019542580000010|3657022027000010|4000105309|USPF|570|4055RUPLUS|USPF|A|0|0
2|80|4055RUCUST|6100101712|2016-02-23|2016-02-23|2016-02-23|3019569105000020|570|Z1AA|Z1|CPU|3019569105000020|3657058902000010|6100101712|USIV|570|4055RUCUST|USIV|A|0|0
2|80|4055RUCUST|6100101712|2016-02-23|2016-02-23|2016-02-23|3019569105000040|570|Z1AA|Z1|CPU|3019569105000040|3657058919000010|6100101712|USIV|570|4055RUCUST|USIV|A|0|0
2|80|4055RUCUST|6100101712|2016-02-23|2016-02-23|2016-02-23|3019569105000300|570|Z1AA|Z1|CPU|3019569105000300|3657058950000010|6100101712|USIV|570|4055RUCUST|USIV|A|0|0
0|0|4055RUCUST|6100101712|2016-02-25|2016-02-25|2016-02-25|3019569105000100|570|Z1AA|Z1|CPU|3019569105000100|3657059024000010|6100101712|USIV|570|4055RUCUST||A|0|0
2|82|4055RUCUST|6100101712|2016-02-25|2016-02-25|2016-02-25|3019569105000320|570|Z1AA|Z1|CPU|3019569105000320|3657059039000010|6100101712|USIV|570|4055RUCUST|USIV|A|0|0
2|83|4055RUCUST|6100101712|2016-02-26|2016-02-26|2016-02-26|3019569105000240|570|Z1AA|Z1|CPU|3019569105000240|3657059064000010|6100101712|USIV|570|4055RUCUST|USIV|A|0|0
2|45347|4055RUPLUS|6100101749|2016-02-18|2016-02-18|2016-02-18|3019526833000980|570|Z1AA|Z1|CPU|3019526833000980|3657001945000010|6100101749|USFD|570|4055RUPLUS|USFD|A|0|0
2|45348|4055RUPLUS|6100101749|2016-02-19|2016-02-19|2016-02-19|3019526833000320|570|Z1AA|Z1|CPU|3019526833000320|3657001947000010|6100101749|USFD|570|4055RUPLUS|USFD|A|0|0
2|46096|4055RUPLUS|6100146577|2016-02-18|2016-02-18|2016-02-18|3019528235000032|570|Z1AA|Z2|ISS|3019528235000032|3657061046000010|6100146577|US8Y|570|4055RUPLUS|US8Y|A|0|0
2|46097|4055RUPLUS|6100146577|2016-02-19|2016-02-19|2016-02-19|3019528235000038|570|Z1AA|Z2|ISS|3019528235000038|3657061052000010|6100146577|US8Y|570|4055RUPLUS|US8Y|A|0|0
2|46189|4055RUPLUS|6100151873|2016-02-17|2016-02-17|2016-02-17|3019528186000150|570|Z1AA|Z2|ISS|3019528186000150|3657035628000010|6100151873|USNT|570|4055RUPLUS|USNT|A|0|0
2|46189|4055RUPLUS|6100151873|2016-02-17|2016-02-17|2016-02-17|3019528186000310|570|Z1AA|Z2|ISS|3019528186000310|3657035647000010|6100151873|USNT|570|4055RUPLUS|USNT|A|0|0
2|46219|4055RUPLUS|6100153238|2016-02-18|2016-02-18|2016-02-18|3019530326000010|468|Z1AA|Z1|CPU|3019530326000010|3657007008000010|6100153238|USMH|468|4055RUPLUS|USMH|A|0|0
2|46229|4055RUPLUS|6100153292|2016-02-19|2016-02-19|2016-02-19|3019574361000010|240|Z1AA|Z1|CPU|3019574361000010|3657062851000010|6100153292|USFD|240|4055RUPLUS|USFD|A|0|0
2|44397|4055RUPLUS|4000308334|2016-02-18|2016-02-17|2016-02-18|3019457033000006|540|Z1AA|Z2|ISS|3019457033000006|3657064497000010|4000308334|UT42|540|4055RUPLUS|UT42|A|0|0
2|44512|4055RUPLUS|4000308601|2016-02-19|2016-02-18|2016-02-19|3019533034000063|570|Z1AA|Z2|ISS|3019533034000063|3657063478000010|4000308601|USNJ|570|4055RUPLUS|USNJ|A|0|0
2|44841|4055RUPLUS|4000309420|2016-02-19|2016-02-19|2016-02-19|3019317861000260|570|Z1AA|Z2|ISS|3019317861000260|3657050481000010|4000309420|USK5|570|4055RUPLUS|USK5|A|0|0
2|44844|4055RUPLUS|4000309420|2016-02-23|2016-02-23|2016-02-23|3019317861000300|570|Z1AA|Z2|ISS|3019317861000300|3657050485000010|4000309420|USK5|570|4055RUPLUS|USK5|A|0|0
0|0|4055RUPLUS|4000311146|2016-02-17|2016-02-17|2016-02-17|3019575759000001|570|Z1AA|Z2|ISS|3019575759000001|3657064775000010|4000311146|USNE|570|4055RUPLUS||A|0|0
2|45258|4055RUPLUS|5000384395|2016-02-19|2016-02-19|2016-02-19|3019527460000070|570|Z1AA|Z1|CPU|3019527460000070|3657005411000010|5000384395|UT13|570|4055RUPLUS|UT13|A|0|0
2|45259|4055RUPLUS|5000384395|2016-02-22|2016-02-22|2016-02-22|3019569072000030|570|Z1AA|Z1|CPU|3019569072000030|3657058817000010|5000384395|UT13|570|4055RUPLUS|UT13|A|0|0
2|49676|4055RUPLUS|6100373410|2016-02-26|2016-02-26|2016-02-26|3019570286000090|570|Z1AA|Z1|CPU|3019570286000090|3657059724000010|6100373410|US8X|570|4055RUPLUS|US8X|A|0|0
2|49676|4055RUPLUS|6100373410|2016-02-26|2016-02-26|2016-02-26|3019570286000100|570|Z1AA|Z1|CPU|3019570286000100|3657059728000010|6100373410|US8X|570|4055RUPLUS|US8X|A|0|0
0|0|4055RUPLUS|6100373713|2016-02-20|2016-02-20|2016-02-20|3019473180000018|570|Z1AA|Z2|ISS|3019473180000018|3656964864000010|6100373713|USKZ|570|4055RUPLUS||A|0|0
2|49708|4055RUPLUS|6100373713|2016-02-27|2016-02-27|2016-02-27|3019473180000025|570|Z1AA|Z2|ISS|3019473180000025|3656964873000010|6100373713|USKZ|570|4055RUPLUS|USKZ|A|0|0
2|49695|4055RUPLUS|6100373713|2016-02-18|2016-02-18|2016-02-18|3019528092000250|570|Z1AA|Z2|ISS|3019528092000250|3657031634000010|6100373713|USKZ|570|4055RUPLUS|USKZ|A|0|0
2|49695|4055RUPLUS|6100373713|2016-02-18|2016-02-18|2016-02-18|3019528092000270|570|Z1AA|Z2|ISS|3019528092000270|3657031636000010|6100373713|USKZ|570|4055RUPLUS|USKZ|A|0|0
2|8144|4055RUPLUS|4000116979|2016-02-18|2016-02-18|2016-02-18|3019551134000002|570|Z1AA|Z2|ISS|3019551134000002|3657041312000010|4000116979|USOR|570|4055RUPLUS|USOR|A|0|0
0|0|4055RUPLUS|4000116979|2016-02-20|2016-02-20|2016-02-20|3019551134000004|570|Z1AA|Z2|ISS|3019551134000004|3657041316000010|4000116979|USOR|570|4055RUPLUS||A|0|0
2|8206|4055RUPLUS|4000117447|2016-02-17|2016-02-17|2016-02-17|3019540840000010|570|Z1AA|Z2|ISS|3019540840000010|3657041325000010|4000117447|USFC|570|4055RUPLUS|USFC|A|0|0
2|8214|4055RUPLUS|4000117451|2016-02-22|2016-02-22|2016-02-22|3019404449000010|570|Z1AA|Z2|ISS|3019404449000010|3656935393000010|4000117451|USFK|570|4055RUPLUS|USFK|A|0|0
0|0|4055RUPLUS|4000117533|2016-02-17|2016-02-17|2016-02-17|3019394602000010|570|Z1AA|Z2|ISS|3019394602000010|3657041345000010|4000117533|USFC|570|4055RUPLUS||A|0|0
2|8317|4055RUPLUS|4000118134|2016-02-18|2016-02-18|2016-02-18|3019420533000010|570|Z1AA|Z2|ISS|3019420533000010|3657062756000010|4000118134|USNT|570|4055RUPLUS|USNT|A|0|0
0|0|4055RUPLUS|4000118601|2016-02-18|2016-02-18|2016-02-18|3019557948000010|570|Z1AA|Z1|CPU|3019557948000010|3657043019000010|4000118601|UT3E|570|4055RUPLUS||A|0|0
2|8367|4055RUPLUS|4000118605|2016-02-29|2016-02-29|2016-02-29|3019366431000010|540|Z1AA|Z1|CPU|3019366431000010|3656938348000010|4000118605|USFK|540|4055RUPLUS|USFK|A|0|0
2|47509|4055RUPLUS|6100225009|2016-02-22|2016-02-22|2016-02-22|3019567553000030|570|Z1AA|Z1|CPU|3019567553000030|3657053940000010|6100225009|USFC|570|4055RUPLUS|USFC|A|0|0
2|47510|4055RUPLUS|6100225009|2016-02-24|2016-02-24|2016-02-24|3019567553000040|570|Z1AA|Z1|CPU|3019567553000040|3657053945000010|6100225009|USFC|570|4055RUPLUS|USFC|A|0|0
2|47549|4055RUPLUS|6100226712|2016-02-17|2016-02-17|2016-02-17|3019525931000110|570|Z1AA|Z2|ISS|3019525931000110|3657047233000010|6100226712|USI7|570|4055RUPLUS|USI7|A|0|0
2|50724|4055RUPLUS|6100500899|2016-02-18|2016-02-18|2016-02-18|3019526549000130|570|Z1AA|Z2|ISS|3019526549000130|3657050041000010|6100500899|USA9|570|4055RUPLUS|USA9|A|0|0
2|50783|4055RUPLUS|6100503182|2016-02-18|2016-02-18|2016-02-18|3019557984000010|540|Z1AA|Z2|ISS|3019557984000010|3657060716000010|6100503182|USG8|540|4055RUPLUS|USG8|A|0|0
2|50863|4055RUPLUS|6100527530|2016-02-18|2016-02-18|2016-02-18|3019526120000040|570|Z1AA|Z2|ISS|3019526120000040|3657031057000010|6100527530|USRE|570|4055RUPLUS|USRE|A|0|0
2|50988|4055RUPLUS|6100537985|2016-02-18|2016-02-18|2016-02-18|3019527835000060|570|Z1AA|Z2|ISS|3019527835000060|3657056849000010|6100537985|US8R|570|4055RUPLUS|US8R|A|0|0
2|51010|4055RUPLUS|6100544138|2016-02-18|2016-02-18|2016-02-18|3019497017000010|540|Z1AA|Z1|CPU|3019497017000010|3656963880000010|6100544138|UT2W|540|4055RUPLUS|UT2W|A|0|0
2|51014|4055RUPLUS|6100544138|2016-02-24|2016-02-24|2016-02-24|3019530996000010|540|Z1AA|Z1|CPU|3019530996000010|3657008044000010|6100544138|UT2W|540|4055RUPLUS|UT2W|A|0|0
2|47626|4055RUPLUS|6100229274|2016-02-17|2016-02-17|2016-02-17|3019525949000140|570|Z1AA|Z1|CPU|3019525949000140|3657001347000010|6100229274|USA7|570|4055RUPLUS|USA7|A|0|0
2|47628|4055RUPLUS|6100229274|2016-02-19|2016-02-19|2016-02-19|3019525949000080|570|Z1AA|Z1|CPU|3019525949000080|3657001359000010|6100229274|USA7|570|4055RUPLUS|USA7|A|0|0
2|47634|4055RUPLUS|6100229274|2016-02-26|2016-02-26|2016-02-26|3019567575000160|570|Z1AA|Z1|CPU|3019567575000160|3657053987000010|6100229274|USA7|570|4055RUPLUS|USA7|A|0|0
2|13489|4055RUPLUS|4000162846|2016-02-19|2016-02-19|2016-02-19|3019528439000030|570|Z1AA|Z2|ISS|3019528439000030|3657062383000010|4000162846|USQD|570|4055RUPLUS|USQD|A|0|0
2|13526|4055RUPLUS|4000162850|2016-02-18|2016-02-18|2016-02-18|3019500028000010|570|Z1AA|Z2|ISS|3019500028000010|3657051707000010|4000162850|USJS|570|4055RUPLUS|USJS|A|0|0
2|13580|4055RUPLUS|4000162954|2016-02-18|2016-02-18|2016-02-18|3019564183000010|540|Z1AA|Z2|ISS|3019564183000010|3657056672000010|4000162954|USK5|540|4055RUPLUS|USK5|A|0|0
2|51236|4055RUPLUS|6100574382|2016-02-19|2016-02-19|2016-02-19|3019516078000010|570|Z1AA|Z2|ISS|3019516078000010|3657063328000010|6100574382|USE1|570|4055RUPLUS|USE1|A|0|0
2|51315|4055RUPLUS|6100594280|2016-02-17|2016-02-17|2016-02-17|3019555685000010|504|Z1AA|Z2|ISS|3019555685000010|3657046891000010|6100594280|USHD|504|4055RUPLUS|USHD|A|0|0
2|51329|4055RUPLUS|6100596590|2016-02-17|2016-02-17|2016-02-17|3019555965000002|570|Z1AA|Z2|ISS|3019555965000002|3657041181000010|6100596590|USYX|570|4055RUPLUS|USYX|A|0|0
2|51347|4055RUPLUS|6100600255|2016-02-20|2016-02-20|2016-02-20|3019526137000340|570|Z1AA|Z2|ISS|3019526137000340|3657020625000010|6100600255|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|51348|4055RUPLUS|6100600255|2016-02-22|2016-02-22|2016-02-22|3019526137000240|570|Z1AA|Z2|ISS|3019526137000240|3657020628000010|6100600255|UT1K|570|4055RUPLUS|UT1K|A|0|0
2|53055|4055RUPLUS|6100788687|2016-02-25|2016-02-25|2016-02-25|3019403140000019|570|Z1AA|Z2|ISS|3019403140000019|3656911510000010|6100788687|US8R|570|4055RUPLUS|US8R|A|0|0
2|53080|4055RUPLUS|6100790111|2016-02-22|2016-02-22|2016-02-22|3019568065000010|570|Z1AA|Z1|CPU|3019568065000010|3657054171000010|6100790111|UT32|570|4055RUPLUS|UT32|A|0|0
2|53085|4055RUPLUS|6100790969|2016-02-18|2016-02-17|2016-02-18|3019528171000060|570|Z1AA|Z2|ISS|3019528171000060|3657031015000010|6100790969|UT74|570|4055RUPLUS|UT74|A|0|0
2|53137|4055RUPLUS|6100793074|2016-02-18|2016-02-18|2016-02-18|3019527559001980|570|Z1AA|Z2|ISS|3019527559001980|3657019131000010|6100793074|US1M|570|4055RUPLUS|US1M|A|0|0
2|53139|4055RUPLUS|6100793074|2016-02-19|2016-02-19|2016-02-19|3019527559002140|570|Z1AA|Z2|ISS|3019527559002140|3657019135000010|6100793074|US1M|570|4055RUPLUS|US1M|A|0|0
2|199|4055RUNEW|4000142938|2016-02-19|2016-02-18|2016-02-19|3019527392000490|570|Z1AA|Z2|ISS|3019527392000490|3657004005000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|200|4055RUNEW|4000142938|2016-02-20|2016-02-19|2016-02-20|3019527392000770|570|Z1AA|Z2|ISS|3019527392000770|3657004059000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|200|4055RUNEW|4000142938|2016-02-20|2016-02-19|2016-02-20|3019527392000780|570|Z1AA|Z2|ISS|3019527392000780|3657004060000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|199|4055RUNEW|4000142938|2016-02-19|2016-02-18|2016-02-19|3019527392001250|570|Z1AA|Z2|ISS|3019527392001250|3657004073000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|37|4055RUCUST|4000142938|2016-02-17|2016-02-17|2016-02-17|3019527392000320|570|Z1AA|Z2|ISS|3019527392000320|3657031942000010|4000142938|US8Y|570|4055RUCUST|US8Y|A|0|0
2|204|4055RUNEW|4000142938|2016-02-24|2016-02-23|2016-02-24|3019569002000320|570|Z1AA|Z2|ISS|3019569002000320|3657057056000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|206|4055RUNEW|4000142938|2016-02-26|2016-02-25|2016-02-26|3019569002000540|570|Z1AA|Z2|ISS|3019569002000540|3657057114000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|207|4055RUNEW|4000142938|2016-02-27|2016-02-26|2016-02-27|3019569002000590|570|Z1AA|Z2|ISS|3019569002000590|3657057123000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|204|4055RUNEW|4000142938|2016-02-24|2016-02-23|2016-02-24|3019569002001050|570|Z1AA|Z2|ISS|3019569002001050|3657057152000010|4000142938|USQW|570|4055RUNEW|USQW|A|0|0
2|49305|4055RUPLUS|6100356607|2016-02-17|2016-02-17|2016-02-17|3019526075000070|570|Z1AA|Z2|ISS|3019526075000070|3657047265000010|6100356607|USXK|570|4055RUPLUS|USXK|A|0|0
2|49346|4055RUPLUS|6100358044|2016-02-18|2016-02-17|2016-02-18|3019547769000010|570|Z1AA|Z1|CPU|3019547769000010|3657029599000010|6100358044|UT33|570|4055RUPLUS|UT33|A|0|0
2|49347|4055RUPLUS|6100358044|2016-02-19|2016-02-18|2016-02-19|3019547774000010|570|Z1AA|Z1|CPU|3019547774000010|3657029605000010|6100358044|UT33|570|4055RUPLUS|UT33|A|0|0
2|49366|4055RUPLUS|6100358268|2016-02-25|2016-02-25|2016-02-25|3019567676000040|570|Z1AA|Z1|CPU|3019567676000040|3657053956000010|6100358268|USMH|570|4055RUPLUS|USMH|A|0|0
2|45851|4055RUPLUS|6100134580|2016-02-17|2016-02-17|2016-02-17|3019550513000010|570|Z1AA|Z2|ISS|3019550513000010|3657061088000010|6100134580|USOQ|570|4055RUPLUS|USOQ|A|0|0
2|42915|4055RUPLUS|4000303959|2016-02-18|2016-02-17|2016-02-18|3019566085000004|570|Z1AA|Z2|ISS|3019566085000004|3657062921000010|4000303959|USG8|570|4055RUPLUS|USG8|A|0|0
0|0|4055RUPLUS|4000303959|2016-02-17|2016-02-16|2016-02-17|3019528389000250|570|Z1AA|Z2|ISS|3019528389000250|3657064898000010|4000303959|USG8|570|4055RUPLUS||A|0|0
2|42931|4055RUPLUS|4000303963|2016-02-23|2016-02-23|2016-02-23|3019570184000040|570|Z1AA|Z1|CPU|3019570184000040|3657059662000010|4000303963|USUA|570|4055RUPLUS|USUA|A|0|0
