RECNUM|ITEM|DEST|SOURCE|SCHEDARRIVDATE|SM_TOTQTY|REMAINDER|VL_QTY_USED|CO_QTY_USED|P1
766|4055RUPLUS|3000083527|USYZ|2016-02-24|7.2|7.2|0|0|0
767|4055RUPLUS|3000083527|USYZ|2016-02-25|7.2|7.2|0|0|0
768|4055RUPLUS|3000083527|USYZ|2016-02-26|14.4|14.4|0|0|0
769|4055RUPLUS|3000083527|USH3|2016-02-29|7.2|7.2|0|0|1
770|4055RUPLUS|3000083527|USH3|2016-03-01|7.2|7.2|0|0|1
771|4055RUPLUS|3000084699|US8X|2016-02-25|18.4|18.4|0|0|1
772|4055RUPLUS|3000084699|US8X|2016-02-26|18.4|18.4|0|0|1
773|4055RUPLUS|3000084699|US8X|2016-02-29|18.4|18.4|0|0|1
774|4055RUPLUS|3000084699|US8X|2016-03-01|18.4|18.4|0|0|1
775|4055RUPLUS|3000084750|USH3|2016-02-25|6.2|6.2|0|0|1
776|4055RUPLUS|3000084750|USH3|2016-02-26|6.2|6.2|0|0|1
777|4055RUPLUS|3000084750|USH3|2016-02-29|6.2|6.2|0|0|1
778|4055RUPLUS|3000084750|USH3|2016-03-01|6.2|6.2|0|0|1
779|4055RUPLUS|3000084776|US8Y|2016-02-17|1140|0|1140|0|1
780|4055RUPLUS|3000084776|US8Y|2016-02-18|1710|0|1710|0|1
781|4055RUPLUS|3000084776|US8Y|2016-02-19|1710|0|1710|0|1
782|4055RUPLUS|3000084776|USIT|2016-02-19|1722|1722|0|0|0
783|4055RUPLUS|3000084776|USIT|2016-02-22|1710|0|0|1710|0
784|4055RUPLUS|3000084776|USIT|2016-02-23|1793.6|83.6|0|1710|0
785|4055RUPLUS|3000084776|USIT|2016-02-24|1223.6|83.6|0|1140|0
786|4055RUPLUS|3000084776|USIT|2016-02-25|1793.6|83.6|0|1710|0
787|4055RUPLUS|3000084776|USIT|2016-02-26|3100.8|1390.8|0|1710|0
788|4055RUPLUS|3000084776|US8Y|2016-02-29|83.6|83.6|0|0|1
789|4055RUPLUS|3000084776|US8Y|2016-03-01|83.6|83.6|0|0|1
790|4055RUPLUS|3000085371|UT79|2016-02-26|46.4|46.4|0|0|0
791|4055RUPLUS|3000085371|UT1K|2016-02-29|46.4|46.4|0|0|1
792|4055RUPLUS|3000085371|UT79|2016-03-01|46.4|46.4|0|0|0
793|4055RUPLUS|3000086225|USKR|2016-02-23|1.1|1.1|0|0|0
794|4055RUPLUS|3000086225|USKR|2016-02-24|1.1|1.1|0|0|0
795|4055RUPLUS|3000086225|USKR|2016-02-25|1.1|1.1|0|0|0
796|4055RUPLUS|3000086225|USKR|2016-02-26|3.3|3.3|0|0|0
797|4055RUPLUS|3000086225|USKR|2016-02-29|1.1|1.1|0|0|0
798|4055RUPLUS|3000086225|USMX|2016-03-01|1.1|1.1|0|0|0
799|4055RUPLUS|3000088783|USCN|2016-02-23|0.1|0.1|0|0|1
800|4055RUPLUS|3000088783|USCN|2016-02-24|0.1|0.1|0|0|1
801|4055RUPLUS|3000088783|USCN|2016-02-25|0.1|0.1|0|0|1
802|4055RUPLUS|3000088783|USCN|2016-02-26|0.1|0.1|0|0|1
803|4055RUPLUS|3000088783|USCN|2016-02-29|0.1|0.1|0|0|1
804|4055RUPLUS|3000088783|USG5|2016-03-01|0.1|0.1|0|0|0
805|4055RUPLUS|3000088815|UT43|2016-02-18|570|0|570|0|1
806|4055RUPLUS|3000088815|UT43|2016-02-23|103.7|103.7|0|0|1
807|4055RUPLUS|3000088815|UT43|2016-02-24|103.7|103.7|0|0|1
808|4055RUPLUS|3000088815|UT43|2016-02-25|103.7|103.7|0|0|1
809|4055RUPLUS|3000088815|UT43|2016-02-26|103.7|103.7|0|0|1
810|4055RUPLUS|3000088815|UT43|2016-02-29|103.7|103.7|0|0|1
811|4055RUPLUS|3000088815|UT43|2016-03-01|103.7|103.7|0|0|1
812|4055RUPLUS|3000089362|USOB|2016-02-23|1.3|1.3|0|0|0
813|4055RUPLUS|3000089362|USKM|2016-02-24|1.3|1.3|0|0|1
814|4055RUPLUS|3000089362|USKM|2016-02-25|1.3|1.3|0|0|1
815|4055RUPLUS|3000089362|USOB|2016-02-26|1.3|1.3|0|0|0
816|4055RUPLUS|3000089362|USKM|2016-02-29|1.3|1.3|0|0|1
817|4055RUPLUS|3000089362|USKM|2016-03-01|1.3|1.3|0|0|1
818|4055RUPLUS|3000089647|USA7|2016-02-25|9.4|9.4|0|0|1
819|4055RUPLUS|3000089647|USJS|2016-02-26|9.4|9.4|0|0|0
820|4055RUPLUS|3000089647|USJS|2016-02-29|9.4|9.4|0|0|0
821|4055RUPLUS|3000089647|USA7|2016-03-01|9.4|9.4|0|0|1
822|4055RUPLUS|3000089840|USFK|2016-02-26|5.4|5.4|0|0|1
823|4055RUPLUS|3000089840|USFK|2016-02-29|5.4|5.4|0|0|1
824|4055RUPLUS|3000089840|USFK|2016-03-01|5.4|5.4|0|0|1
825|4055RUPLUS|3000090261|UT44|2016-02-25|26.5|26.5|0|0|1
826|4055RUPLUS|3000090261|UT44|2016-02-26|26.5|26.5|0|0|1
827|4055RUPLUS|3000090261|UT44|2016-02-29|26.5|26.5|0|0|1
828|4055RUPLUS|3000090261|UT44|2016-03-01|26.5|26.5|0|0|1
829|4055RUPLUS|3000091081|USA3|2016-02-29|42.1|42.1|0|0|0
830|4055RUPLUS|3000091081|USA3|2016-03-01|42.1|42.1|0|0|0
831|4055RUPLUS|3000091130|UT76|2016-02-23|3.8|3.8|0|0|0
832|4055RUPLUS|3000091130|UT76|2016-02-24|3.8|3.8|0|0|0
833|4055RUPLUS|3000091130|UT76|2016-02-25|3.8|3.8|0|0|0
834|4055RUPLUS|3000091130|UT76|2016-02-26|3.8|3.8|0|0|0
835|4055RUPLUS|3000091130|UT76|2016-02-29|3.8|3.8|0|0|0
836|4055RUPLUS|3000091130|UT76|2016-03-01|3.8|3.8|0|0|0
837|4055RUPLUS|3000091233|US2U|2016-02-22|570|0|570|0|1
838|4055RUPLUS|3000091233|US2U|2016-02-23|570|0|570|0|1
839|4055RUPLUS|3000091233|US2U|2016-02-29|58.7|58.7|0|0|1
840|4055RUPLUS|3000091233|US2U|2016-03-01|58.7|58.7|0|0|1
841|4055RUPLUS|3000091381|UT1E|2016-02-23|33.4|33.4|0|0|1
842|4055RUPLUS|3000091381|USVI|2016-02-24|33.4|33.4|0|0|0
843|4055RUPLUS|3000091381|UT1E|2016-02-25|33.4|33.4|0|0|1
844|4055RUPLUS|3000091381|UT1E|2016-02-26|33.4|33.4|0|0|1
845|4055RUPLUS|3000091381|US8Y|2016-02-27|33.4|33.4|0|0|0
846|4055RUPLUS|3000091381|UT1E|2016-02-29|33.4|33.4|0|0|1
847|4055RUPLUS|3000091381|US8Y|2016-03-01|33.4|33.4|0|0|0
848|4055RUPLUS|3000137206|USIF|2016-02-29|0.1|0.1|0|0|0
849|4055RUPLUS|3000137206|USIF|2016-03-01|0.1|0.1|0|0|0
850|4055RUPLUS|3000137707|USWL|2016-02-23|476|0|476|0|1
851|4055RUPLUS|3000137707|USWL|2016-03-01|476|0|0|476|1
852|4055RUPLUS|3000137818|UT76|2016-02-17|570|0|570|0|0
853|4055RUPLUS|3000137818|UT76|2016-02-18|570|0|570|0|0
854|4055RUPLUS|3000137818|UT76|2016-02-19|570|0|570|0|0
855|4055RUPLUS|3000137818|UT76|2016-02-22|1140|0|1140|0|0
856|4055RUPLUS|3000137818|UT76|2016-02-23|570|0|570|0|0
857|4055RUPLUS|3000137818|UT76|2016-02-24|1140|0|1140|0|0
858|4055RUPLUS|3000137818|UT76|2016-02-25|570|0|570|0|0
859|4055RUPLUS|3000137818|UT76|2016-02-26|570|0|570|0|0
860|4055RUPLUS|3000137982|UT1K|2016-02-29|0.8|0.8|0|0|0
861|4055RUPLUS|3000137982|USA3|2016-03-01|0.8|0.8|0|0|1
862|4055RUPLUS|3000137992|UT74|2016-02-18|570|0|570|0|0
863|4055RUPLUS|3000137992|USQG|2016-02-25|158|158|0|0|0
864|4055RUPLUS|3000137992|USQG|2016-02-26|158|158|0|0|0
865|4055RUPLUS|3000137992|USQG|2016-02-29|158|158|0|0|0
866|4055RUPLUS|3000137992|UT13|2016-03-01|158|158|0|0|0
867|4055RUPLUS|3000137997|USKR|2016-02-23|0.3|0.3|0|0|0
868|4055RUPLUS|3000137997|USKR|2016-02-24|0.3|0.3|0|0|0
869|4055RUPLUS|3000137997|USKR|2016-02-25|0.3|0.3|0|0|0
870|4055RUPLUS|3000137997|USKR|2016-02-26|0.9|0.9|0|0|0
871|4055RUPLUS|3000137997|UT2W|2016-02-29|0.3|0.3|0|0|1
872|4055RUPLUS|3000137997|UT2W|2016-03-01|0.3|0.3|0|0|1
873|4055RUPLUS|3000138338|USI7|2016-02-25|44.2|44.2|0|0|1
874|4055RUPLUS|3000138338|USI7|2016-02-26|44.2|44.2|0|0|1
875|4055RUPLUS|3000138338|USI7|2016-02-29|44.2|44.2|0|0|1
876|4055RUPLUS|3000138338|USI7|2016-03-01|44.2|44.2|0|0|1
877|4055RUPLUS|3000138349|USE1|2016-02-23|56|56|0|0|0
878|4055RUPLUS|3000138349|USE1|2016-02-24|56|56|0|0|0
879|4055RUPLUS|3000138349|USE1|2016-02-25|56|56|0|0|0
880|4055RUPLUS|3000138349|USE1|2016-02-26|56|56|0|0|0
881|4055RUPLUS|3000138349|USE1|2016-02-27|56|56|0|0|0
882|4055RUPLUS|3000138349|USE1|2016-02-28|56|56|0|0|0
883|4055RUPLUS|3000138349|UT2J|2016-02-29|56|56|0|0|1
884|4055RUPLUS|3000138349|UT2J|2016-03-01|56|56|0|0|1
885|4055RUPLUS|3000138351|USQ4|2016-02-23|0.7|0.7|0|0|0
886|4055RUPLUS|3000138351|USQ4|2016-02-24|0.7|0.7|0|0|0
887|4055RUPLUS|3000138351|USQ4|2016-02-25|0.7|0.7|0|0|0
888|4055RUPLUS|3000138351|USQ4|2016-02-26|2.1|2.1|0|0|0
889|4055RUPLUS|3000138351|USQ4|2016-02-29|0.7|0.7|0|0|0
890|4055RUPLUS|3000138351|USQ4|2016-03-01|0.7|0.7|0|0|0
891|4055RUPLUS|3000138696|USK5|2016-02-18|570|0|570|0|1
892|4055RUPLUS|3000138696|USK5|2016-02-23|570|0|0|570|1
893|4055RUPLUS|3000138696|USK5|2016-02-25|570|0|0|570|1
894|4055RUPLUS|3000139505|USXM|2016-02-23|17.9|17.9|0|0|0
895|4055RUPLUS|3000139505|USXM|2016-02-24|17.9|17.9|0|0|0
896|4055RUPLUS|3000139505|USXM|2016-02-25|17.9|17.9|0|0|0
897|4055RUPLUS|3000139505|USWN|2016-02-26|17.9|17.9|0|0|0
898|4055RUPLUS|3000139505|USWN|2016-02-27|35.8|35.8|0|0|0
899|4055RUPLUS|3000139505|UT45|2016-02-29|17.9|17.9|0|0|1
900|4055RUPLUS|3000139505|UT45|2016-03-01|17.9|17.9|0|0|1
901|4055RUPLUS|3000139834|USK5|2016-02-17|510|0|510|0|1
902|4055RUPLUS|3000139834|USJT|2016-02-25|171.48|171.48|0|0|0
903|4055RUPLUS|3000139834|USRE|2016-02-25|338.52|338.52|0|0|0
904|4055RUPLUS|3000140333|USYZ|2016-02-23|570|0|0|570|0
905|4055RUPLUS|3000140459|USPF|2016-02-23|1.1|1.1|0|0|0
906|4055RUPLUS|3000140459|USPF|2016-02-24|1.1|1.1|0|0|0
907|4055RUPLUS|3000140459|USPF|2016-02-25|1.1|1.1|0|0|0
908|4055RUPLUS|3000140459|USPF|2016-02-26|3.3|3.3|0|0|0
909|4055RUPLUS|3000140459|USVM|2016-02-29|1.1|1.1|0|0|1
910|4055RUPLUS|3000140459|USVM|2016-03-01|1.1|1.1|0|0|1
911|4055RUPLUS|3000141078|USZA|2016-02-24|41.3|41.3|0|0|1
912|4055RUPLUS|3000141078|USAD|2016-02-25|36.68|36.68|0|0|0
913|4055RUPLUS|3000141078|USZA|2016-02-25|4.62|4.62|0|0|1
914|4055RUPLUS|3000141078|USZA|2016-02-26|41.3|41.3|0|0|1
915|4055RUPLUS|3000141078|USZA|2016-02-27|41.3|41.3|0|0|1
916|4055RUPLUS|3000141078|USYM|2016-02-29|41.3|41.3|0|0|0
917|4055RUPLUS|3000141078|USZA|2016-03-01|41.3|41.3|0|0|1
918|4055RUPLUS|3000141226|UT76|2016-02-23|12.4|12.4|0|0|0
919|4055RUPLUS|3000141226|UT76|2016-02-24|12.4|12.4|0|0|0
920|4055RUPLUS|3000141226|UT76|2016-02-25|12.4|12.4|0|0|0
921|4055RUPLUS|3000141226|UT76|2016-02-26|12.4|12.4|0|0|0
922|4055RUPLUS|3000141226|UT76|2016-02-29|12.4|12.4|0|0|0
923|4055RUPLUS|3000141226|UT76|2016-03-01|12.4|12.4|0|0|0
924|4055RUPLUS|3000141504|US1Q|2016-02-18|570|0|570|0|0
925|4055RUPLUS|3000141504|US1Q|2016-02-19|570|0|570|0|0
926|4055RUPLUS|3000141504|USIM|2016-02-22|1140|0|0|1140|0
927|4055RUPLUS|3000141504|USIM|2016-02-23|586.7|16.7|0|570|0
928|4055RUPLUS|3000141504|USIM|2016-02-24|525.75|-44.25|0|570|0
929|4055RUPLUS|3000141504|USYN|2016-02-24|60.95|60.95|0|0|1
930|4055RUPLUS|3000141504|USIM|2016-02-25|586.7|16.7|0|570|0
931|4055RUPLUS|3000141504|USIM|2016-02-26|586.7|16.7|0|570|0
932|4055RUPLUS|3000141504|USYN|2016-02-27|16.7|16.7|0|0|1
933|4055RUPLUS|3000141504|USIM|2016-02-29|16.7|16.7|0|0|0
934|4055RUPLUS|3000141504|USYN|2016-03-01|16.7|16.7|0|0|1
935|4055RUPLUS|3000142298|USMX|2016-02-24|7.4|7.4|0|0|1
936|4055RUPLUS|3000142298|USMX|2016-02-25|7.4|7.4|0|0|1
937|4055RUPLUS|3000142298|USMX|2016-02-26|7.4|7.4|0|0|1
938|4055RUPLUS|3000142298|USMX|2016-02-29|7.4|7.4|0|0|1
939|4055RUPLUS|3000142298|USMX|2016-03-01|7.4|7.4|0|0|1
940|4055RUPLUS|3000143094|USA8|2016-02-23|4.8|4.8|0|0|1
941|4055RUPLUS|3000143094|USA8|2016-02-24|4.8|4.8|0|0|1
942|4055RUPLUS|3000143094|USA8|2016-02-25|4.8|4.8|0|0|1
943|4055RUPLUS|3000143094|USA8|2016-02-26|4.8|4.8|0|0|1
944|4055RUPLUS|3000143094|USA8|2016-02-29|4.8|4.8|0|0|1
945|4055RUPLUS|3000143094|USA8|2016-03-01|4.8|4.8|0|0|1
946|4055RUPLUS|3000143815|USIQ|2016-02-18|1140|0|1140|0|0
947|4055RUPLUS|3000143815|USNT|2016-02-19|570|0|570|0|1
948|4055RUPLUS|3000143815|USNT|2016-02-22|570|0|0|570|1
949|4055RUPLUS|3000143815|USNT|2016-02-23|570|0|0|570|1
950|4055RUPLUS|3000143815|USNT|2016-02-24|570|0|0|570|1
951|4055RUPLUS|3000143815|USNT|2016-02-25|1140|0|0|1140|1
952|4055RUPLUS|3000143815|USNT|2016-02-26|570|0|0|570|1
953|4055RUPLUS|3000144671|USXP|2016-02-23|0.7|0.7|0|0|1
954|4055RUPLUS|3000144671|USZN|2016-02-24|0.7|0.7|0|0|0
955|4055RUPLUS|3000144671|USZA|2016-02-25|0.7|0.7|0|0|0
956|4055RUPLUS|3000144671|USXP|2016-02-26|0.7|0.7|0|0|1
957|4055RUPLUS|3000144671|UT29|2016-02-27|0.7|0.7|0|0|0
958|4055RUPLUS|3000144671|USXP|2016-02-29|0.7|0.7|0|0|1
959|4055RUPLUS|3000144671|USXP|2016-03-01|0.7|0.7|0|0|1
960|4055RUPLUS|3000144677|USMR|2016-02-18|450|0|450|0|1
961|4055RUPLUS|3000144677|USMR|2016-02-19|450|0|450|0|1
962|4055RUPLUS|3000144677|UT1K|2016-02-22|450|0|0|450|0
963|4055RUPLUS|3000144677|US2Z|2016-02-23|273.42|273.42|0|0|0
964|4055RUPLUS|3000144677|UT1K|2016-02-23|176.58|176.58|0|0|0
965|4055RUPLUS|3000144677|US2Z|2016-02-24|247.74|247.74|0|0|0
966|4055RUPLUS|3000144677|USA3|2016-02-24|202.26|202.26|0|0|0
967|4055RUPLUS|3000144677|USA3|2016-02-26|450|0|0|450|0
968|4055RUPLUS|3000144677|UT1K|2016-02-29|450|0|0|450|0
969|4055RUPLUS|3000145752|USKL|2016-02-25|0.4|0.4|0|0|0
970|4055RUPLUS|3000145752|US8S|2016-02-26|0.4|0.4|0|0|0
971|4055RUPLUS|3000145752|US8S|2016-02-29|0.4|0.4|0|0|0
972|4055RUPLUS|3000145752|USKL|2016-03-01|0.4|0.4|0|0|0
973|4055RUPLUS|3000145838|UT74|2016-02-23|0.2|0.2|0|0|0
974|4055RUPLUS|3000145838|UT74|2016-02-24|0.2|0.2|0|0|0
975|4055RUPLUS|3000145838|UT74|2016-02-25|0.2|0.2|0|0|0
976|4055RUPLUS|3000145838|UT74|2016-02-26|0.2|0.2|0|0|0
977|4055RUPLUS|3000145838|UT40|2016-02-29|0.2|0.2|0|0|0
978|4055RUPLUS|3000145838|USIA|2016-03-01|0.2|0.2|0|0|0
979|4055RUPLUS|3000146831|USNT|2016-02-17|570|0|570|0|1
980|4055RUPLUS|3000146831|USNT|2016-02-18|1140|0|1140|0|1
981|4055RUPLUS|3000146831|USNT|2016-02-19|1140|0|0|1140|1
982|4055RUPLUS|3000146831|USNT|2016-02-24|374.7|374.7|0|0|1
983|4055RUPLUS|3000146831|USNT|2016-02-25|374.7|374.7|0|0|1
984|4055RUPLUS|3000146831|USNT|2016-02-26|374.7|374.7|0|0|1
985|4055RUPLUS|3000146831|USNT|2016-02-29|374.7|374.7|0|0|1
986|4055RUPLUS|3000146831|USNT|2016-03-01|374.7|374.7|0|0|1
987|4055RUPLUS|3000146840|US6P|2016-02-23|7.2|7.2|0|0|0
988|4055RUPLUS|3000146840|US6P|2016-02-24|7.2|7.2|0|0|0
989|4055RUPLUS|3000146840|US6P|2016-02-25|7.2|7.2|0|0|0
990|4055RUPLUS|3000146840|US6P|2016-02-26|21.6|21.6|0|0|0
991|4055RUPLUS|3000146840|UT2J|2016-02-29|7.2|7.2|0|0|1
992|4055RUPLUS|3000146840|UT2J|2016-03-01|7.2|7.2|0|0|1
993|4055RUPLUS|3000147122|US1M|2016-02-23|0.1|0.1|0|0|0
994|4055RUPLUS|3000147122|US1M|2016-02-24|0.1|0.1|0|0|0
995|4055RUPLUS|3000147122|US1M|2016-02-25|0.1|0.1|0|0|0
996|4055RUPLUS|3000147122|US1M|2016-02-26|0.1|0.1|0|0|0
997|4055RUPLUS|3000147122|USWT|2016-02-29|0.1|0.1|0|0|1
998|4055RUPLUS|3000147122|USWT|2016-03-01|0.1|0.1|0|0|1
999|4055RUPLUS|3000147412|UT68|2016-02-23|1.5|1.5|0|0|0
1000|4055RUPLUS|3000147412|UT68|2016-02-24|1.5|1.5|0|0|0
1001|4055RUPLUS|3000147412|UT68|2016-02-25|1.5|1.5|0|0|0
1002|4055RUPLUS|3000147412|UT68|2016-02-26|1.5|1.5|0|0|0
1003|4055RUPLUS|3000147412|USMX|2016-02-29|1.5|1.5|0|0|1
1004|4055RUPLUS|3000147412|USMX|2016-03-01|1.5|1.5|0|0|1
1005|4055RUPLUS|3000147629|USVI|2016-02-19|570|0|0|570|1
1006|4055RUPLUS|3000147629|USVI|2016-02-22|570|0|0|570|1
1007|4055RUPLUS|3000147629|USVI|2016-02-24|570|0|0|570|1
1008|4055RUPLUS|3000147629|USVI|2016-02-26|570|0|0|570|1
1009|4055RUPLUS|3000147693|USIT|2016-02-23|0.1|0.1|0|0|0
1010|4055RUPLUS|3000147693|USIT|2016-02-24|0.1|0.1|0|0|0
1011|4055RUPLUS|3000147693|USIT|2016-02-25|0.1|0.1|0|0|0
1012|4055RUPLUS|3000147693|USIT|2016-02-26|0.3|0.3|0|0|0
1013|4055RUPLUS|3000147693|UT30|2016-02-29|0.1|0.1|0|0|1
1014|4055RUPLUS|3000147693|UT30|2016-03-01|0.1|0.1|0|0|1
1015|4055RUPLUS|3000147835|USM6|2016-02-19|570|0|0|570|1
1016|4055RUPLUS|3000147835|USM6|2016-02-23|239.7|239.7|0|0|1
1017|4055RUPLUS|3000147835|USM6|2016-02-24|239.7|239.7|0|0|1
1018|4055RUPLUS|3000147835|USM6|2016-02-25|239.7|239.7|0|0|1
1019|4055RUPLUS|3000147835|USM6|2016-02-26|239.7|239.7|0|0|1
1020|4055RUPLUS|3000147835|USM6|2016-02-29|239.7|239.7|0|0|1
1021|4055RUPLUS|3000147835|USM6|2016-03-01|239.7|239.7|0|0|1
1022|4055RUPLUS|3000148247|US1M|2016-02-19|570|570|0|0|1
1023|4055RUPLUS|3000148247|US1M|2016-02-23|107.7|107.7|0|0|1
1024|4055RUPLUS|3000148247|US1M|2016-02-24|107.7|107.7|0|0|1
1025|4055RUPLUS|3000148247|US1M|2016-02-25|107.7|107.7|0|0|1
1026|4055RUPLUS|3000148247|US1M|2016-02-26|107.7|107.7|0|0|1
1027|4055RUPLUS|3000148247|US1M|2016-02-29|107.7|107.7|0|0|1
1028|4055RUPLUS|3000148247|US1M|2016-03-01|107.7|107.7|0|0|1
1029|4055RUPLUS|3000148590|US8Z|2016-02-23|0.6|0.6|0|0|0
1030|4055RUPLUS|3000148590|US8Z|2016-02-24|0.6|0.6|0|0|0
1031|4055RUPLUS|3000148590|US8Z|2016-02-25|0.6|0.6|0|0|0
1032|4055RUPLUS|3000148590|US8Z|2016-02-26|1.8|1.8|0|0|0
1033|4055RUPLUS|3000148590|USFD|2016-02-29|0.6|0.6|0|0|1
1034|4055RUPLUS|3000148590|USFD|2016-03-01|0.6|0.6|0|0|1
1035|4055RUPLUS|3000149694|USNT|2016-02-24|0.1|0.1|0|0|1
1036|4055RUPLUS|3000149694|USNT|2016-02-25|0.1|0.1|0|0|1
1037|4055RUPLUS|3000149694|USNT|2016-02-26|0.1|0.1|0|0|1
1038|4055RUPLUS|3000149694|US1R|2016-02-29|0.1|0.1|0|0|0
1039|4055RUPLUS|3000149694|USNT|2016-03-01|0.1|0.1|0|0|1
1040|4055RUPLUS|3000149720|UT11|2016-02-24|2.7|2.7|0|0|0
1041|4055RUPLUS|3000149720|UT11|2016-02-25|2.7|2.7|0|0|0
1042|4055RUPLUS|3000149720|UT11|2016-02-26|2.7|2.7|0|0|0
1043|4055RUPLUS|3000149720|UT11|2016-02-29|2.7|2.7|0|0|0
1044|4055RUPLUS|3000149720|USA7|2016-03-01|2.7|2.7|0|0|0
1045|4055RUPLUS|3000151129|UT84|2016-02-17|570|570|0|0|0
1046|4055RUPLUS|3000151129|USQG|2016-02-18|570|0|570|0|1
1047|4055RUPLUS|3000151129|USQG|2016-02-19|1140|0|0|1140|1
1048|4055RUPLUS|3000151129|USQG|2016-02-22|570|0|0|570|1
1049|4055RUPLUS|3000151129|USQG|2016-02-23|570|0|0|570|1
1050|4055RUPLUS|3000151129|USQG|2016-02-24|570|0|0|570|1
1051|4055RUPLUS|3000151129|USQG|2016-02-25|570|0|0|570|1
1052|4055RUPLUS|3000153363|USMR|2016-02-29|57.6|57.6|0|0|1
1053|4055RUPLUS|3000153363|USMR|2016-03-01|57.6|57.6|0|0|1
1054|4055RUPLUS|3000153590|UT74|2016-02-23|0.2|0.2|0|0|0
1055|4055RUPLUS|3000153590|UT74|2016-02-24|0.2|0.2|0|0|0
1056|4055RUPLUS|3000153590|UT74|2016-02-25|0.2|0.2|0|0|0
1057|4055RUPLUS|3000153590|UT74|2016-02-26|0.2|0.2|0|0|0
1058|4055RUPLUS|3000153590|USZA|2016-02-27|0.2|0.2|0|0|0
1059|4055RUPLUS|3000153590|USZR|2016-02-29|0.2|0.2|0|0|0
1060|4055RUPLUS|3000153590|UT13|2016-03-01|0.2|0.2|0|0|1
1061|4055RUPLUS|3000154024|US8R|2016-02-24|9.3|9.3|0|0|1
1062|4055RUPLUS|3000154024|US8R|2016-02-25|9.3|9.3|0|0|1
1063|4055RUPLUS|3000154024|US8R|2016-02-26|9.3|9.3|0|0|1
1064|4055RUPLUS|3000154024|US8R|2016-02-29|9.3|9.3|0|0|1
1065|4055RUPLUS|3000154024|US8R|2016-03-01|9.3|9.3|0|0|1
1066|4055RUPLUS|3000154143|USXA|2016-02-23|11.2|11.2|0|0|1
1067|4055RUPLUS|3000154143|USXA|2016-02-24|11.2|11.2|0|0|1
1068|4055RUPLUS|3000154143|USXA|2016-02-25|11.2|11.2|0|0|1
1069|4055RUPLUS|3000154143|USXA|2016-02-26|22.4|22.4|0|0|1
1070|4055RUPLUS|3000154143|USXA|2016-02-29|11.2|11.2|0|0|1
1071|4055RUPLUS|3000154143|USXA|2016-03-01|11.2|11.2|0|0|1
1072|4055RUPLUS|3000155783|UT47|2016-02-19|200|0|200|0|1
1073|4055RUPLUS|3000155783|UT47|2016-02-23|25.4|25.4|0|0|1
1074|4055RUPLUS|3000155783|UT47|2016-02-24|25.4|25.4|0|0|1
1075|4055RUPLUS|3000155783|UT47|2016-02-25|25.4|25.4|0|0|1
1076|4055RUPLUS|3000155783|UT47|2016-02-26|76.2|76.2|0|0|1
1077|4055RUPLUS|3000155783|UT47|2016-02-29|25.4|25.4|0|0|1
1078|4055RUPLUS|3000155783|UT47|2016-03-01|25.4|25.4|0|0|1
1079|4055RUPLUS|3000157147|UT76|2016-02-23|5.7|5.7|0|0|0
1080|4055RUPLUS|3000157147|UT76|2016-02-24|5.7|5.7|0|0|0
1081|4055RUPLUS|3000157147|UT76|2016-02-25|5.7|5.7|0|0|0
1082|4055RUPLUS|3000157147|UT76|2016-02-26|5.7|5.7|0|0|0
1083|4055RUPLUS|3000157147|UT76|2016-02-29|5.7|5.7|0|0|0
1084|4055RUPLUS|3000157147|UT76|2016-03-01|5.7|5.7|0|0|0
1085|4055RUPLUS|3000157635|USQG|2016-02-25|22.8|22.8|0|0|0
1086|4055RUPLUS|3000157635|USQG|2016-02-26|22.8|22.8|0|0|0
1087|4055RUPLUS|3000157635|USQG|2016-02-29|22.8|22.8|0|0|0
1088|4055RUPLUS|3000157635|USA7|2016-03-01|22.8|22.8|0|0|0
1089|4055RUPLUS|3000157669|USKI|2016-02-23|1.3|1.3|0|0|0
1090|4055RUPLUS|3000157669|USRN|2016-02-24|1.3|1.3|0|0|0
1091|4055RUPLUS|3000157669|USKI|2016-02-25|1.3|1.3|0|0|0
1092|4055RUPLUS|3000157669|USKI|2016-02-26|1.3|1.3|0|0|0
1093|4055RUPLUS|3000157669|USRN|2016-02-27|1.3|1.3|0|0|0
1094|4055RUPLUS|3000157669|USE1|2016-02-28|1.3|1.3|0|0|0
1095|4055RUPLUS|3000157669|UT2J|2016-02-29|1.3|1.3|0|0|1
1096|4055RUPLUS|3000157669|UT2J|2016-03-01|1.3|1.3|0|0|1
1097|4055RUPLUS|3000157701|UT43|2016-02-23|2|2|0|0|1
1098|4055RUPLUS|3000157701|UT43|2016-02-24|2|2|0|0|1
1099|4055RUPLUS|3000157701|UT43|2016-02-25|2|2|0|0|1
1100|4055RUPLUS|3000157701|UT43|2016-02-26|2|2|0|0|1
1101|4055RUPLUS|3000157701|UT43|2016-02-29|2|2|0|0|1
1102|4055RUPLUS|3000157701|UT43|2016-03-01|2|2|0|0|1
1103|4055RUPLUS|3000157707|USJS|2016-02-23|1.3|1.3|0|0|1
1104|4055RUPLUS|3000157707|USIR|2016-02-25|1.3|1.3|0|0|0
1105|4055RUPLUS|3000157707|USJS|2016-02-26|1.3|1.3|0|0|1
1106|4055RUPLUS|3000157707|USJS|2016-02-29|1.3|1.3|0|0|1
1107|4055RUPLUS|3000157707|USIR|2016-03-01|1.3|1.3|0|0|0
