RECNUM|ITEM|DEST|SOURCE|SCHEDARRIVDATE|SM_TOTQTY|REMAINDER|VL_QTY_USED|CO_QTY_USED|P1
15207|4055RUPLUS|4000171957|USRN|2016-02-24|0.4|0.4|0|0|0
15208|4055RUPLUS|4000171957|USKI|2016-02-25|0.4|0.4|0|0|0
15209|4055RUPLUS|4000171957|USKI|2016-02-26|0.4|0.4|0|0|0
15210|4055RUPLUS|4000171957|USRN|2016-02-27|0.4|0.4|0|0|0
15211|4055RUPLUS|4000171957|USE1|2016-02-28|0.4|0.4|0|0|0
15212|4055RUPLUS|4000171957|UT2J|2016-02-29|0.4|0.4|0|0|1
15213|4055RUPLUS|4000171957|UT2J|2016-03-01|0.4|0.4|0|0|1
15214|4055RUPLUS|4000171958|UT52|2016-02-23|8.3|8.3|0|0|1
15215|4055RUPLUS|4000171958|UT52|2016-02-24|8.3|8.3|0|0|1
15216|4055RUPLUS|4000171958|UT52|2016-02-25|8.3|8.3|0|0|1
15217|4055RUPLUS|4000171958|UT52|2016-02-26|24.9|24.9|0|0|1
15218|4055RUPLUS|4000171958|UT52|2016-02-29|8.3|8.3|0|0|1
15219|4055RUPLUS|4000171958|UT52|2016-03-01|8.3|8.3|0|0|1
15220|4055RUPLUS|4000171985|UT45|2016-02-23|24.5|24.5|0|0|1
15221|4055RUPLUS|4000171985|UT45|2016-02-24|24.5|24.5|0|0|1
15222|4055RUPLUS|4000171985|UT45|2016-02-25|24.5|24.5|0|0|1
15223|4055RUPLUS|4000171985|UT45|2016-02-26|24.5|24.5|0|0|1
15224|4055RUPLUS|4000171985|US6T|2016-02-27|24.5|24.5|0|0|0
15225|4055RUPLUS|4000171985|UT45|2016-02-29|24.5|24.5|0|0|1
15226|4055RUPLUS|4000171985|UT45|2016-03-01|24.5|24.5|0|0|1
15227|4055RUPLUS|4000171987|UT45|2016-02-23|1.3|1.3|0|0|1
15228|4055RUPLUS|4000171987|UT45|2016-02-24|1.3|1.3|0|0|1
15229|4055RUPLUS|4000171987|UT45|2016-02-25|1.3|1.3|0|0|1
15230|4055RUPLUS|4000171987|UT45|2016-02-26|1.3|1.3|0|0|1
15231|4055RUPLUS|4000171987|UT45|2016-02-29|1.3|1.3|0|0|1
15232|4055RUPLUS|4000171987|UT45|2016-03-01|1.3|1.3|0|0|1
15233|4055RUPLUS|4000172188|UT76|2016-02-23|15.8|15.8|0|0|0
15234|4055RUPLUS|4000172188|UT76|2016-02-24|15.8|15.8|0|0|0
15235|4055RUPLUS|4000172188|UT76|2016-02-25|15.8|15.8|0|0|0
15236|4055RUPLUS|4000172188|UT76|2016-02-26|15.8|15.8|0|0|0
15237|4055RUPLUS|4000172188|USDQ|2016-02-27|15.8|15.8|0|0|0
15238|4055RUPLUS|4000172188|UT76|2016-02-29|15.8|15.8|0|0|0
15239|4055RUPLUS|4000172188|UT76|2016-03-01|15.8|15.8|0|0|0
15240|4055RUPLUS|4000172189|US8Z|2016-02-23|8.6|8.6|0|0|0
15241|4055RUPLUS|4000172189|US8Z|2016-02-24|8.6|8.6|0|0|0
15242|4055RUPLUS|4000172189|US8Z|2016-02-25|8.6|8.6|0|0|0
15243|4055RUPLUS|4000172189|US8Z|2016-02-26|25.8|25.8|0|0|0
15244|4055RUPLUS|4000172189|USHN|2016-02-29|8.6|8.6|0|0|0
15245|4055RUPLUS|4000172189|US8Z|2016-03-01|8.6|8.6|0|0|0
15246|4055RUPLUS|4000172190|USHP|2016-02-23|7.3|7.3|0|0|0
15247|4055RUPLUS|4000172190|USVI|2016-02-24|7.3|7.3|0|0|0
15248|4055RUPLUS|4000172190|USHP|2016-02-25|7.3|7.3|0|0|0
15249|4055RUPLUS|4000172190|USVI|2016-02-26|7.3|7.3|0|0|0
15250|4055RUPLUS|4000172190|UT76|2016-02-29|7.3|7.3|0|0|0
15251|4055RUPLUS|4000172190|UT76|2016-03-01|7.3|7.3|0|0|0
15252|4055RUPLUS|4000172263|USM6|2016-02-23|0.5|0.5|0|0|1
15253|4055RUPLUS|4000172263|USM6|2016-02-24|0.5|0.5|0|0|1
15254|4055RUPLUS|4000172263|USM6|2016-02-25|0.5|0.5|0|0|1
15255|4055RUPLUS|4000172263|USM6|2016-02-26|0.5|0.5|0|0|1
15256|4055RUPLUS|4000172263|USZN|2016-02-27|0.5|0.5|0|0|0
15257|4055RUPLUS|4000172263|USM6|2016-02-29|0.5|0.5|0|0|1
15258|4055RUPLUS|4000172263|USM6|2016-03-01|0.5|0.5|0|0|1
15259|4055RUPLUS|4000172280|USPX|2016-02-25|27.5|27.5|0|0|1
15260|4055RUPLUS|4000172280|UT20|2016-02-26|27.5|27.5|0|0|0
15261|4055RUPLUS|4000172280|USPX|2016-02-27|27.5|27.5|0|0|1
15262|4055RUPLUS|4000172280|USXK|2016-02-29|27.5|27.5|0|0|0
15263|4055RUPLUS|4000172280|USIR|2016-03-01|27.5|27.5|0|0|0
15264|4055RUPLUS|4000172282|USMX|2016-02-29|570|0|0|570|0
15265|4055RUPLUS|4000172282|USMX|2016-03-01|570|0|0|570|0
15266|4055RUPLUS|4000172385|UT2J|2016-02-18|570|0|570|0|1
15267|4055RUPLUS|4000172385|UT2Q|2016-02-23|31.7|31.7|0|0|0
15268|4055RUPLUS|4000172385|UT2Q|2016-02-24|31.7|31.7|0|0|0
15269|4055RUPLUS|4000172385|UT2Q|2016-02-25|31.7|31.7|0|0|0
15270|4055RUPLUS|4000172385|UT2Q|2016-02-26|31.7|31.7|0|0|0
15271|4055RUPLUS|4000172385|UT45|2016-02-27|31.7|31.7|0|0|0
15272|4055RUPLUS|4000172385|UT2J|2016-02-29|31.7|31.7|0|0|1
15273|4055RUPLUS|4000172385|UT2J|2016-03-01|31.7|31.7|0|0|1
15274|4055RUPLUS|4000172386|US6P|2016-02-23|1.7|1.7|0|0|1
15275|4055RUPLUS|4000172386|US6P|2016-02-24|1.7|1.7|0|0|1
15276|4055RUPLUS|4000172386|US6P|2016-02-25|1.7|1.7|0|0|1
15277|4055RUPLUS|4000172386|US6P|2016-02-26|5.1|5.1|0|0|1
15278|4055RUPLUS|4000172386|US6P|2016-02-29|1.7|1.7|0|0|1
15279|4055RUPLUS|4000172386|US6P|2016-03-01|1.7|1.7|0|0|1
15280|4055RUPLUS|4000172819|UT43|2016-02-18|570|0|570|0|0
15281|4055RUPLUS|4000172819|USYR|2016-02-21|570|0|0|570|0
15282|4055RUPLUS|4000172819|USKR|2016-02-22|570|0|0|570|0
15283|4055RUPLUS|4000172819|USKR|2016-02-25|570|0|0|570|0
15284|4055RUPLUS|4000172823|USIT|2016-02-23|3|3|0|0|0
15285|4055RUPLUS|4000172823|USIT|2016-02-24|3|3|0|0|0
15286|4055RUPLUS|4000172823|USIT|2016-02-25|3|3|0|0|0
15287|4055RUPLUS|4000172823|USIT|2016-02-26|9|9|0|0|0
15288|4055RUPLUS|4000172823|USIN|2016-02-29|3|3|0|0|0
15289|4055RUPLUS|4000172823|UT30|2016-03-01|3|3|0|0|1
15290|4055RUPLUS|4000172873|UT52|2016-02-23|8.1|8.1|0|0|0
15291|4055RUPLUS|4000172873|UT52|2016-02-24|8.1|8.1|0|0|0
15292|4055RUPLUS|4000172873|UT52|2016-02-25|8.1|8.1|0|0|0
15293|4055RUPLUS|4000172873|UT52|2016-02-26|24.3|24.3|0|0|0
15294|4055RUPLUS|4000172873|US8Z|2016-02-29|8.1|8.1|0|0|1
15295|4055RUPLUS|4000172873|US8Z|2016-03-01|8.1|8.1|0|0|1
15296|4055RUPLUS|4000172874|UT52|2016-02-23|10.4|10.4|0|0|0
15297|4055RUPLUS|4000172874|UT52|2016-02-24|10.4|10.4|0|0|0
15298|4055RUPLUS|4000172874|UT52|2016-02-25|10.4|10.4|0|0|0
15299|4055RUPLUS|4000172874|UT52|2016-02-26|31.2|31.2|0|0|0
15300|4055RUPLUS|4000172874|US8Z|2016-02-29|10.4|10.4|0|0|1
15301|4055RUPLUS|4000172874|US8Z|2016-03-01|10.4|10.4|0|0|1
15302|4055RUPLUS|4000172976|USKE|2016-02-23|0.6|0.6|0|0|0
15303|4055RUPLUS|4000172976|USKE|2016-02-24|0.6|0.6|0|0|0
15304|4055RUPLUS|4000172976|USKE|2016-02-25|0.6|0.6|0|0|0
15305|4055RUPLUS|4000172976|USKE|2016-02-26|1.2|1.2|0|0|0
15306|4055RUPLUS|4000172976|USKE|2016-02-29|0.6|0.6|0|0|0
15307|4055RUPLUS|4000172976|USKE|2016-03-01|0.6|0.6|0|0|0
15308|4055RUPLUS|4000173105|USG8|2016-02-22|360|0|360|0|1
15309|4055RUPLUS|4000173105|USG8|2016-02-26|64.4|64.4|0|0|1
15310|4055RUPLUS|4000173105|USG8|2016-02-29|64.4|64.4|0|0|1
15311|4055RUPLUS|4000173105|USG8|2016-03-01|64.4|64.4|0|0|1
15312|4055RUPLUS|4000173142|USII|2016-02-17|450.38|450.38|0|0|0
15313|4055RUPLUS|4000173142|USQM|2016-02-19|1140|0|0|1140|1
15314|4055RUPLUS|4000173142|USQM|2016-02-22|570|0|0|570|1
15315|4055RUPLUS|4000173142|USQM|2016-02-24|570|0|0|570|1
15316|4055RUPLUS|4000173142|USQM|2016-02-26|570|0|0|570|1
15317|4055RUPLUS|4000173142|USQM|2016-02-29|570|0|0|570|1
15318|4055RUPLUS|4000173148|UST1|2016-02-23|0.1|0.1|0|0|1
15319|4055RUPLUS|4000173148|UT29|2016-02-24|0.1|0.1|0|0|0
15320|4055RUPLUS|4000173148|UT29|2016-02-25|0.1|0.1|0|0|0
15321|4055RUPLUS|4000173148|UST1|2016-02-26|0.1|0.1|0|0|1
15322|4055RUPLUS|4000173148|UST1|2016-02-29|0.1|0.1|0|0|1
15323|4055RUPLUS|4000173148|UST1|2016-03-01|0.1|0.1|0|0|1
15324|4055RUPLUS|4000173213|USYZ|2016-02-23|0.4|0.4|0|0|0
15325|4055RUPLUS|4000173213|USYZ|2016-02-24|0.4|0.4|0|0|0
15326|4055RUPLUS|4000173213|USYZ|2016-02-25|0.4|0.4|0|0|0
15327|4055RUPLUS|4000173213|USYZ|2016-02-26|0.8|0.8|0|0|0
15328|4055RUPLUS|4000173213|US8Y|2016-02-29|0.4|0.4|0|0|1
15329|4055RUPLUS|4000173213|US8Y|2016-03-01|0.4|0.4|0|0|1
15330|4055RUPLUS|4000173339|UT43|2016-02-23|0.6|0.6|0|0|1
15331|4055RUPLUS|4000173339|UT43|2016-02-24|0.6|0.6|0|0|1
15332|4055RUPLUS|4000173339|UT43|2016-02-25|0.6|0.6|0|0|1
15333|4055RUPLUS|4000173339|UT43|2016-02-26|0.6|0.6|0|0|1
15334|4055RUPLUS|4000173339|UT43|2016-02-29|0.6|0.6|0|0|1
15335|4055RUPLUS|4000173339|UT43|2016-03-01|0.6|0.6|0|0|1
15336|4055RUPLUS|4000173435|USZR|2016-02-24|0.2|0.2|0|0|0
15337|4055RUPLUS|4000173435|USZR|2016-02-25|0.2|0.2|0|0|0
15338|4055RUPLUS|4000173435|USZR|2016-02-26|0.2|0.2|0|0|0
15339|4055RUPLUS|4000173435|UT11|2016-02-29|0.2|0.2|0|0|0
15340|4055RUPLUS|4000173435|UT11|2016-03-01|0.2|0.2|0|0|0
15341|4055RUPLUS|4000173444|USB5|2016-02-25|1.1|1.1|0|0|0
15342|4055RUPLUS|4000173444|USB5|2016-02-26|1.1|1.1|0|0|0
15343|4055RUPLUS|4000173444|USP9|2016-02-29|1.1|1.1|0|0|0
15344|4055RUPLUS|4000173444|USB5|2016-03-01|1.1|1.1|0|0|0
15345|4055RUPLUS|4000173469|UT52|2016-02-23|4.7|4.7|0|0|1
15346|4055RUPLUS|4000173469|UT52|2016-02-24|4.7|4.7|0|0|1
15347|4055RUPLUS|4000173469|UT52|2016-02-25|4.7|4.7|0|0|1
15348|4055RUPLUS|4000173469|UT52|2016-02-26|14.1|14.1|0|0|1
15349|4055RUPLUS|4000173469|UT52|2016-02-29|4.7|4.7|0|0|1
15350|4055RUPLUS|4000173469|UT52|2016-03-01|4.7|4.7|0|0|1
15351|4055RUPLUS|4000173575|US8J|2016-02-29|0.1|0.1|0|0|0
15352|4055RUPLUS|4000173575|US8J|2016-03-01|0.1|0.1|0|0|0
15353|4055RUPLUS|4000173596|UT2J|2016-02-23|0.1|0.1|0|0|1
15354|4055RUPLUS|4000173596|UT2J|2016-02-24|0.1|0.1|0|0|1
15355|4055RUPLUS|4000173596|UT2J|2016-02-25|0.1|0.1|0|0|1
19105|4055RUPLUS|4000197879|US1Q|2016-02-24|9.8|9.8|0|0|0
19106|4055RUPLUS|4000197879|USG5|2016-02-25|9.8|9.8|0|0|0
19107|4055RUPLUS|4000197879|USG5|2016-02-26|9.8|9.8|0|0|0
19108|4055RUPLUS|4000197879|USYN|2016-02-27|9.8|9.8|0|0|1
19109|4055RUPLUS|4000197879|US1Q|2016-02-29|9.8|9.8|0|0|0
19110|4055RUPLUS|4000197879|USYN|2016-03-01|9.8|9.8|0|0|1
19111|4055RUPLUS|4000197886|USG5|2016-02-18|400|0|400|0|1
19112|4055RUPLUS|4000197886|USG5|2016-02-23|400|0|0|400|1
19113|4055RUPLUS|4000197886|USG5|2016-02-25|400|0|0|400|1
19114|4055RUPLUS|4000197974|USYC|2016-02-17|570|0|570|0|0
19115|4055RUPLUS|4000197974|USA7|2016-02-18|570|0|570|0|1
19116|4055RUPLUS|4000197974|USYC|2016-02-19|570|0|0|570|0
19117|4055RUPLUS|4000197974|USYC|2016-02-22|570|0|0|570|0
19118|4055RUPLUS|4000197974|USYC|2016-02-23|570|0|0|570|0
19119|4055RUPLUS|4000197974|USZA|2016-02-24|1140|0|0|1140|0
19120|4055RUPLUS|4000197974|USI7|2016-02-25|571.6|1.6|0|570|0
19121|4055RUPLUS|4000197974|USI7|2016-02-26|314.63|314.63|0|0|0
19122|4055RUPLUS|4000197974|USYC|2016-02-26|256.97|256.97|0|0|0
19123|4055RUPLUS|4000197974|USZA|2016-02-27|1.6|1.6|0|0|0
19124|4055RUPLUS|4000197974|USI7|2016-02-29|1.6|1.6|0|0|0
19125|4055RUPLUS|4000197974|USA7|2016-03-01|1.6|1.6|0|0|1
19126|4055RUPLUS|4000197979|USE1|2016-02-23|0.8|0.8|0|0|1
19127|4055RUPLUS|4000197979|USE1|2016-02-24|0.8|0.8|0|0|1
19128|4055RUPLUS|4000197979|USE1|2016-02-25|0.8|0.8|0|0|1
19129|4055RUPLUS|4000197979|USE1|2016-02-26|0.8|0.8|0|0|1
19130|4055RUPLUS|4000197979|USE1|2016-02-27|0.8|0.8|0|0|1
19131|4055RUPLUS|4000197979|USE1|2016-02-28|0.8|0.8|0|0|1
19132|4055RUPLUS|4000197979|USZX|2016-02-29|0.8|0.8|0|0|0
19133|4055RUPLUS|4000197979|USZX|2016-03-01|0.8|0.8|0|0|0
19134|4055RUPLUS|4000197980|USQ8|2016-02-24|0.5|0.5|0|0|0
19135|4055RUPLUS|4000197980|USQ8|2016-02-25|0.5|0.5|0|0|0
19136|4055RUPLUS|4000197980|USH3|2016-02-26|0.5|0.5|0|0|0
19137|4055RUPLUS|4000197980|USQ8|2016-02-27|0.5|0.5|0|0|0
19138|4055RUPLUS|4000197980|USH3|2016-02-29|0.5|0.5|0|0|0
19139|4055RUPLUS|4000197980|USFK|2016-03-01|0.5|0.5|0|0|1
19140|4055RUPLUS|4000197996|USIF|2016-02-25|8.8|8.8|0|0|1
19141|4055RUPLUS|4000197996|UT44|2016-02-26|8.8|8.8|0|0|0
19142|4055RUPLUS|4000197996|USIF|2016-02-29|8.8|8.8|0|0|1
19143|4055RUPLUS|4000197996|USIF|2016-03-01|8.8|8.8|0|0|1
19144|4055RUPLUS|4000198001|UT74|2016-02-23|2.9|2.9|0|0|0
19145|4055RUPLUS|4000198001|UT74|2016-02-24|2.9|2.9|0|0|0
19146|4055RUPLUS|4000198001|UT74|2016-02-25|2.9|2.9|0|0|0
19147|4055RUPLUS|4000198001|UT74|2016-02-26|2.9|2.9|0|0|0
19148|4055RUPLUS|4000198001|UT40|2016-02-29|2.9|2.9|0|0|0
19149|4055RUPLUS|4000198001|USIA|2016-03-01|2.9|2.9|0|0|0
19150|4055RUPLUS|4000198020|USIK|2016-02-22|570|0|0|570|0
19151|4055RUPLUS|4000198020|USXK|2016-02-24|8.5|8.5|0|0|1
19152|4055RUPLUS|4000198020|USXK|2016-02-25|8.5|8.5|0|0|1
19153|4055RUPLUS|4000198020|USXK|2016-02-26|8.5|8.5|0|0|1
19154|4055RUPLUS|4000198020|USXK|2016-02-29|8.5|8.5|0|0|1
19155|4055RUPLUS|4000198020|USXK|2016-03-01|8.5|8.5|0|0|1
19156|4055RUPLUS|4000198024|USKI|2016-02-23|10.3|10.3|0|0|0
19157|4055RUPLUS|4000198024|USRN|2016-02-24|10.3|10.3|0|0|0
19158|4055RUPLUS|4000198024|USKI|2016-02-25|10.3|10.3|0|0|0
19159|4055RUPLUS|4000198024|USKI|2016-02-26|10.3|10.3|0|0|0
19160|4055RUPLUS|4000198024|USRN|2016-02-27|10.3|10.3|0|0|0
19161|4055RUPLUS|4000198024|USE1|2016-02-28|10.3|10.3|0|0|0
19162|4055RUPLUS|4000198024|UT2J|2016-02-29|10.3|10.3|0|0|1
19163|4055RUPLUS|4000198024|UT2J|2016-03-01|10.3|10.3|0|0|1
19164|4055RUPLUS|4000198036|USHD|2016-02-23|17.6|17.6|0|0|0
19165|4055RUPLUS|4000198036|USHD|2016-02-24|17.6|17.6|0|0|0
19166|4055RUPLUS|4000198036|USHD|2016-02-25|17.6|17.6|0|0|0
19167|4055RUPLUS|4000198036|USHD|2016-02-26|35.2|35.2|0|0|0
19168|4055RUPLUS|4000198036|USMX|2016-02-29|17.6|17.6|0|0|1
19169|4055RUPLUS|4000198036|USMX|2016-03-01|17.6|17.6|0|0|1
19170|4055RUPLUS|4000198046|US8X|2016-02-25|10.9|10.9|0|0|1
19171|4055RUPLUS|4000198046|US8X|2016-02-26|10.9|10.9|0|0|1
19172|4055RUPLUS|4000198046|US8X|2016-02-29|10.9|10.9|0|0|1
19173|4055RUPLUS|4000198046|US8X|2016-03-01|10.9|10.9|0|0|1
19174|4055RUPLUS|4000198085|USIX|2016-02-23|0.1|0.1|0|0|0
19175|4055RUPLUS|4000198085|USIX|2016-02-24|0.1|0.1|0|0|0
19176|4055RUPLUS|4000198085|USZQ|2016-02-25|0.1|0.1|0|0|0
19177|4055RUPLUS|4000198085|USZQ|2016-02-26|0.1|0.1|0|0|0
19178|4055RUPLUS|4000198085|USIX|2016-02-27|0.1|0.1|0|0|0
19179|4055RUPLUS|4000198085|USJA|2016-02-29|0.1|0.1|0|0|0
19180|4055RUPLUS|4000198085|USIX|2016-03-01|0.1|0.1|0|0|0
19181|4055RUPLUS|4000198110|UT73|2016-02-23|8.3|8.3|0|0|1
19182|4055RUPLUS|4000198110|UT73|2016-02-24|8.3|8.3|0|0|1
19183|4055RUPLUS|4000198110|UT73|2016-02-25|8.3|8.3|0|0|1
19184|4055RUPLUS|4000198110|UT73|2016-02-26|8.3|8.3|0|0|1
19185|4055RUPLUS|4000198110|UT73|2016-02-29|8.3|8.3|0|0|1
19186|4055RUPLUS|4000198110|UT73|2016-03-01|8.3|8.3|0|0|1
19187|4055RUPLUS|4000198112|USE3|2016-02-29|68.3|68.3|0|0|1
19188|4055RUPLUS|4000198112|USE3|2016-03-01|68.3|68.3|0|0|1
19189|4055RUPLUS|4000198113|US8Y|2016-02-17|2280|0|2280|0|1
19190|4055RUPLUS|4000198113|US8Y|2016-02-18|2280|0|2280|0|1
19191|4055RUPLUS|4000198113|USYZ|2016-02-19|6840|4560|0|2280|0
19192|4055RUPLUS|4000198113|USYZ|2016-02-22|2280|0|0|2280|0
19193|4055RUPLUS|4000198113|USYZ|2016-02-23|2280|0|0|2280|0
19194|4055RUPLUS|4000198113|USYZ|2016-02-24|2280|0|0|2280|0
19195|4055RUPLUS|4000198113|USYZ|2016-02-25|2280|0|0|2280|0
19196|4055RUPLUS|4000198113|USYZ|2016-02-26|2280|0|0|2280|0
19197|4055RUPLUS|4000198125|USXY|2016-02-23|13.7|13.7|0|0|0
19198|4055RUPLUS|4000198125|USXY|2016-02-24|13.7|13.7|0|0|0
19199|4055RUPLUS|4000198125|USXY|2016-02-25|13.7|13.7|0|0|0
19200|4055RUPLUS|4000198125|USXY|2016-02-26|27.4|27.4|0|0|0
19201|4055RUPLUS|4000198125|USMX|2016-02-29|13.7|13.7|0|0|0
19202|4055RUPLUS|4000198125|USMX|2016-03-01|13.7|13.7|0|0|0
19203|4055RUPLUS|4000198129|USE1|2016-02-23|24.5|24.5|0|0|1
19204|4055RUPLUS|4000198129|USE1|2016-02-24|24.5|24.5|0|0|1
19205|4055RUPLUS|4000198129|USE1|2016-02-25|24.5|24.5|0|0|1
19206|4055RUPLUS|4000198129|USE1|2016-02-26|24.5|24.5|0|0|1
19207|4055RUPLUS|4000198129|USE1|2016-02-27|24.5|24.5|0|0|1
19208|4055RUPLUS|4000198129|USE1|2016-02-28|24.5|24.5|0|0|1
19209|4055RUPLUS|4000198129|USWH|2016-02-29|24.5|24.5|0|0|0
19210|4055RUPLUS|4000198129|USE1|2016-03-01|24.5|24.5|0|0|1
19211|4055RUPLUS|4000198164|USE1|2016-02-23|1.5|1.5|0|0|1
19212|4055RUPLUS|4000198164|USE1|2016-02-24|1.5|1.5|0|0|1
19213|4055RUPLUS|4000198164|USE1|2016-02-25|1.5|1.5|0|0|1
19214|4055RUPLUS|4000198164|USE1|2016-02-26|1.5|1.5|0|0|1
19215|4055RUPLUS|4000198164|USE1|2016-02-27|1.5|1.5|0|0|1
19216|4055RUPLUS|4000198164|USE1|2016-02-28|1.5|1.5|0|0|1
19217|4055RUPLUS|4000198164|USRN|2016-02-29|1.5|1.5|0|0|0
19218|4055RUPLUS|4000198164|USE1|2016-03-01|1.5|1.5|0|0|1
19219|4055RUPLUS|4000198173|USRN|2016-02-23|12.5|12.5|0|0|1
19220|4055RUPLUS|4000198173|USRN|2016-02-24|12.5|12.5|0|0|1
19221|4055RUPLUS|4000198173|USRN|2016-02-25|12.5|12.5|0|0|1
19222|4055RUPLUS|4000198173|USRN|2016-02-26|12.5|12.5|0|0|1
19223|4055RUPLUS|4000198173|USRN|2016-02-27|25|25|0|0|1
19224|4055RUPLUS|4000198173|USRN|2016-02-29|12.5|12.5|0|0|1
19225|4055RUPLUS|4000198173|USRN|2016-03-01|12.5|12.5|0|0|1
19226|4055RUPLUS|4000198193|USKM|2016-02-23|1.9|1.9|0|0|1
19227|4055RUPLUS|4000198193|USKM|2016-02-24|1.9|1.9|0|0|1
19228|4055RUPLUS|4000198193|USKM|2016-02-25|1.9|1.9|0|0|1
19229|4055RUPLUS|4000198193|USOB|2016-02-26|1.9|1.9|0|0|0
19230|4055RUPLUS|4000198193|USKM|2016-02-29|1.9|1.9|0|0|1
19231|4055RUPLUS|4000198193|USKM|2016-03-01|1.9|1.9|0|0|1
19232|4055RUPLUS|4000198271|USX1|2016-02-25|5|5|0|0|1
19233|4055RUPLUS|4000198271|USX1|2016-02-26|5|5|0|0|1
19234|4055RUPLUS|4000198271|USX1|2016-02-29|5|5|0|0|1
19235|4055RUPLUS|4000198271|USX1|2016-03-01|5|5|0|0|1
19236|4055RUPLUS|4000198279|UT35|2016-02-25|46.3|46.3|0|0|1
19237|4055RUPLUS|4000198279|UT35|2016-02-26|46.3|46.3|0|0|1
19238|4055RUPLUS|4000198279|UT35|2016-02-29|46.3|46.3|0|0|1
19239|4055RUPLUS|4000198279|UT35|2016-03-01|46.3|46.3|0|0|1
19240|4055RUPLUS|4000198302|USYZ|2016-02-23|1.3|1.3|0|0|0
19241|4055RUPLUS|4000198302|USYZ|2016-02-24|1.3|1.3|0|0|0
19242|4055RUPLUS|4000198302|USYZ|2016-02-25|1.3|1.3|0|0|0
19243|4055RUPLUS|4000198302|USYZ|2016-02-26|2.6|2.6|0|0|0
19244|4055RUPLUS|4000198302|UT02|2016-02-29|1.3|1.3|0|0|0
19245|4055RUPLUS|4000198302|UT02|2016-03-01|1.3|1.3|0|0|0
19246|4055RUPLUS|4000198318|UT38|2016-02-23|0.4|0.4|0|0|0
19247|4055RUPLUS|4000198318|USQ8|2016-02-24|0.4|0.4|0|0|0
19248|4055RUPLUS|4000198318|US1M|2016-02-25|0.4|0.4|0|0|0
19249|4055RUPLUS|4000198318|USQ8|2016-02-26|0.4|0.4|0|0|0
19250|4055RUPLUS|4000198318|USJO|2016-02-29|0.4|0.4|0|0|0
19251|4055RUPLUS|4000198318|USXJ|2016-03-01|0.4|0.4|0|0|0
19252|4055RUPLUS|4000198368|UT68|2016-02-23|0.1|0.1|0|0|0
19253|4055RUPLUS|4000198368|UT68|2016-02-24|0.1|0.1|0|0|0
19254|4055RUPLUS|4000198368|USMX|2016-02-25|0.1|0.1|0|0|1
19255|4055RUPLUS|4000198368|USMX|2016-02-26|0.1|0.1|0|0|1
19256|4055RUPLUS|4000198368|USMX|2016-02-29|0.1|0.1|0|0|1
19257|4055RUPLUS|4000198368|USMX|2016-03-01|0.1|0.1|0|0|1
19258|4055RUPLUS|4000198373|USI7|2016-02-25|0.2|0.2|0|0|1
19259|4055RUPLUS|4000198373|USI7|2016-02-26|0.2|0.2|0|0|1
19260|4055RUPLUS|4000198373|USYL|2016-02-27|0.2|0.2|0|0|0
19261|4055RUPLUS|4000198373|USI7|2016-02-29|0.2|0.2|0|0|1
19262|4055RUPLUS|4000198373|USI7|2016-03-01|0.2|0.2|0|0|1
19263|4055RUPLUS|4000198417|USHD|2016-02-22|540|0|0|540|0
19264|4055RUPLUS|4000198417|USHD|2016-02-23|37.6|37.6|0|0|0
19265|4055RUPLUS|4000198417|USHD|2016-02-24|37.6|37.6|0|0|0
19266|4055RUPLUS|4000198417|USHD|2016-02-25|37.6|37.6|0|0|0
19267|4055RUPLUS|4000198417|USHD|2016-02-26|75.2|75.2|0|0|0
19268|4055RUPLUS|4000198417|USMX|2016-02-29|37.6|37.6|0|0|1
19269|4055RUPLUS|4000198417|USMX|2016-03-01|37.6|37.6|0|0|1
19270|4055RUPLUS|4000198441|USHD|2016-02-23|0.1|0.1|0|0|1
19271|4055RUPLUS|4000198441|USHD|2016-02-24|0.1|0.1|0|0|1
19272|4055RUPLUS|4000198441|USHD|2016-02-25|0.1|0.1|0|0|1
19273|4055RUPLUS|4000198441|USHD|2016-02-26|0.2|0.2|0|0|1
19274|4055RUPLUS|4000198441|USHD|2016-02-29|0.1|0.1|0|0|1
19275|4055RUPLUS|4000198441|USHD|2016-03-01|0.1|0.1|0|0|1
19276|4055RUPLUS|4000198444|USHD|2016-02-17|570|0|570|0|1
19277|4055RUPLUS|4000198444|USHD|2016-02-18|570|0|570|0|1
19278|4055RUPLUS|4000198444|USHD|2016-02-23|570|0|0|570|1
19279|4055RUPLUS|4000198444|USHD|2016-02-24|570|0|0|570|1
19280|4055RUPLUS|4000198444|USHD|2016-02-25|570|0|0|570|1
19281|4055RUPLUS|4000198445|USKI|2016-02-23|1.5|1.5|0|0|0
19282|4055RUPLUS|4000198445|USKI|2016-02-24|1.5|1.5|0|0|0
19283|4055RUPLUS|4000198445|USKI|2016-02-25|1.5|1.5|0|0|0
19284|4055RUPLUS|4000198445|USKI|2016-02-26|1.5|1.5|0|0|0
19285|4055RUPLUS|4000198445|USE1|2016-02-27|1.5|1.5|0|0|0
19286|4055RUPLUS|4000198445|USE1|2016-02-28|1.5|1.5|0|0|0
19287|4055RUPLUS|4000198445|USWH|2016-02-29|1.5|1.5|0|0|0
19288|4055RUPLUS|4000198445|USWC|2016-03-01|1.5|1.5|0|0|0
19289|4055RUPLUS|4000198450|US6P|2016-02-23|1.3|1.3|0|0|0
