STATUS|CO_ORDERID|LOADID|CO_ITEM|SOURCE|S_CITY|S_STATE|DEST|D_CITY|D_STATE|SOURCE_PC|DEST_PC|SOURCE_GEO|DEST_GEO|NEEDARRIVDATE|SCHEDARRIVDATE|NEEDSHIPDATE|SCHEDSHIPDATE|QTY|SOURCING|RUN_DATE|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|PC_SOURCE|PC_DEST|DISTANCE|COST|VALUE|INITIAL_COST
2|3019568113000690|3657054259000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000420|3657054256000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000290|3657054255000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000130|3657054254000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000430|3657054257000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000040|3657054253000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000510|3657054258000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000650|3657054267000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000580|3657054263000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000710|3657054270000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000600|3657054265000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000560|3657054261000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000540|3657054260000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
2|3019568113000570|3657054262000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z1|91761|91761|0|||766
0|3019568113000620|3657054279000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-27|2016-02-27|2016-02-27|2016-02-27|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019568113000640|3657054283000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-27|2016-02-27|2016-02-27|2016-02-27|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019568113000590|3657054274000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-27|2016-02-27|2016-02-27|2016-02-27|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019568113000630|3657054281000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-27|2016-02-27|2016-02-27|2016-02-27|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019568113000610|3657054276000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-27|2016-02-27|2016-02-27|2016-02-27|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019568113000700|3657054285000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-27|2016-02-27|2016-02-27|2016-02-27|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019568113000550|3657054272000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-27|2016-02-27|2016-02-27|2016-02-27|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000350|3657109969000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000480|3657109975000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000140|3657109965000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000360|3657109971000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000370|3657109973000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000190|3657109967000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000660|3657109978000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000380|3657109989000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000490|3657109991000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000670|3657109993000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000200|3657109984000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000120|3657109982000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000300|3657109986000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000020|3657109980000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000150|3657109996000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000210|3657109998000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000680|3657110003000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000410|3657110001000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000400|3657110000000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000390|3657109999000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000500|3657110002000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000510|3657110009000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000690|3657110010000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000130|3657110005000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000430|3657110008000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000290|3657110006000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000040|3657110004000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000420|3657110007000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000560|3657110013000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000580|3657110017000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000650|3657110021000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000600|3657110019000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000570|3657110015000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000710|3657110023000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000540|3657110011000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000620|3657110031000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-05|2016-03-05|2016-03-05|2016-03-05|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000550|3657110025000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-05|2016-03-05|2016-03-05|2016-03-05|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000640|3657110035000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-05|2016-03-05|2016-03-05|2016-03-05|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000610|3657110029000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-05|2016-03-05|2016-03-05|2016-03-05|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000700|3657110037000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-05|2016-03-05|2016-03-05|2016-03-05|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000630|3657110033000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-05|2016-03-05|2016-03-05|2016-03-05|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
0|3019612735000590|3657110027000010|4055RUPLUS|USZX|ONTARIO|CA|4000090683|ONTARIO|CA|91761|91761|917|917|2016-03-05|2016-03-05|2016-03-05|2016-03-05|570| |2016-02-24|570|Z1AA|Z1|91761|91761|100|||100
2|3019600196000010|3657102106000010|4055RUPLUS|USA8|BIRMINGHAM|AL|4000090713|GUNTERSVILLE|AL|35204|35976|352|359|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|35204|35976|74|||629
2|3019592848000002|3657097671000010|4055RUPLUS|US8Z|CUDAHY|WI|4000090829|OAK CREEK|WI|53110|53154|531|531|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|53110|53154|6|||267
2|3019592848000003|3657097672000010|4055RUPLUS|US8Z|CUDAHY|WI|4000090829|OAK CREEK|WI|53110|53154|531|531|2016-02-29|2016-02-29|2016-02-29|2016-02-29|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|53110|53154|6|||267
2|3019592848000004|3657097673000010|4055RUPLUS|US8Z|CUDAHY|WI|4000090829|OAK CREEK|WI|53110|53154|531|531|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|53110|53154|6|||267
2|3019569025000020|3657095909000010|4055RUPLUS|USNY|MAUMELLE|AR|4000090907|DARDANELLE|AR|72113|72834|721|728|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|72113|72834|68|||398
0|3019569025000030||4055RUPLUS|US9X|ORLANDO|FL|4000090907|DARDANELLE|AR|32819|72834|328|728|2016-02-26||2016-02-26||570| |2016-02-24|570|Z1AA|Z2|32819|72834|100|||100
0|3019597008000030||4055RUPLUS|US9X|ORLANDO|FL|4000090907|DARDANELLE|AR|32819|72834|328|728|2016-03-04||2016-03-04||570| |2016-02-24|570|Z1AA|Z2|32819|72834|100|||100
0|3019597008000010||4055RUPLUS|US9X|ORLANDO|FL|4000090907|DARDANELLE|AR|32819|72834|328|728|2016-02-29||2016-02-29||570| |2016-02-24|570|Z1AA|Z2|32819|72834|100|||100
0|3019597008000020||4055RUPLUS|US9X|ORLANDO|FL|4000090907|DARDANELLE|AR|32819|72834|328|728|2016-03-02||2016-03-02||570| |2016-02-24|570|Z1AA|Z2|32819|72834|100|||100
0|3019597011000010||4055RUPLUS|US9X|ORLANDO|FL|4000090907|DARDANELLE|AR|32819|72834|328|728|2016-03-07||2016-03-07||570| |2016-02-24|570|Z1AA|Z2|32819|72834|100|||100
9|3019568130000020|3657089703000010|4055RUPLUS|USZY|JACKSON|MS|4000091005|FOREST|MS|39209|39074|392|390|2016-02-23|2016-02-23|2016-02-23|2016-02-23|450|INTRANSIT|2016-02-24|450|Z1AA|Z2|39209|39074|100|||100
9|3019568130000060|3657089850000010|4055RUPLUS|USZY|JACKSON|MS|4000091005|FOREST|MS|39209|39074|392|390|2016-02-23|2016-02-23|2016-02-23|2016-02-23|450|INTRANSIT|2016-02-24|450|Z1AA|Z2|39209|39074|100|||100
2|3019568130000040|3657097013000010|4055RUPLUS|USZY|JACKSON|MS|4000091005|FOREST|MS|39209|39074|392|390|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|39209|39074|51|||275
2|3019568130000070|3657107130000010|4055RUPLUS|USZY|JACKSON|MS|4000091005|FOREST|MS|39209|39074|392|390|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|39209|39074|51|||275
2|3019568130000010|3657107128000010|4055RUPLUS|USZY|JACKSON|MS|4000091005|FOREST|MS|39209|39074|392|390|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|39209|39074|51|||275
0|3019596095000020||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-01||2016-03-01||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596095000010||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-03||2016-03-03||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596097000030||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-07||2016-03-07||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596097000060||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-08||2016-03-08||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596095000040||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-02||2016-03-02||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596095000050||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-04||2016-03-04||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596095000060||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-01||2016-03-01||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596097000020||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-08||2016-03-08||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019568130000050||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-02-26||2016-02-26||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596095000070||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-03-03||2016-03-03||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
0|3019596095000030||4055RUPLUS|US9X|ORLANDO|FL|4000091005|FOREST|MS|32819|39074|328|390|2016-02-29||2016-02-29||570| |2016-02-24|570|Z1AA|Z2|32819|39074|100|||100
2|3019611042000010|3657109105000010|4055RUPLUS|US8Z|CUDAHY|WI|4000091016|FORT ATKINSON|WI|53110|53538|531|535|2016-02-24|2016-02-24|2016-02-24|2016-02-24|416|ISS9DEL|2016-02-24|416|Z1AA|Z1|53110|53538|65|||630
2|3019599686000010|3657097515000010|4055RUPLUS|USGL|EL PASO|TX|4000091204|EL PASO|TX|79928|79912|799|799|2016-02-23|2016-02-23|2016-02-23|2016-02-23|400|ISS9DEL|2016-02-24|400|Z1AA|Z2|79928|79912|38|||150
9|3019472974000005|3657095122000010|4055RUPLUS|US1Q|SAN ANTONIO|TX|4000091432|VAN BUREN|AR|78218|72956|782|729|2016-02-23|2016-02-23|2016-02-23|2016-02-22|540|INTRANSIT|2016-02-24|540|Z1AA|Z2|78218|72956|100|||100
2|3019472974000006|3657095123000010|4055RUPLUS|US1Q|SAN ANTONIO|TX|4000091432|VAN BUREN|AR|78218|72956|782|729|2016-02-25|2016-02-25|2016-02-25|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|78218|72956|549|||950
9|3019568911000020|3657073614000010|4055RUPLUS|USB5|NORTH HAVEN|CT|4000091629|NEWINGTON|CT|06473|06111|064|061|2016-02-23|2016-02-23|2016-02-23|2016-02-23|448|INTRANSIT|2016-02-24|448|Z1AA|Z2|06473|06111|100|||100
2|3019568911000060|3657073615000010|4055RUPLUS|USB5|NORTH HAVEN|CT|4000091629|NEWINGTON|CT|06473|06111|064|061|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|06473|06111|24|||250
0|3019613593000060||4055RUPLUS|US9X|ORLANDO|FL|4000091629|NEWINGTON|CT|32819|06111|328|061|2016-03-03||2016-03-03||570| |2016-02-24|570|Z1AA|Z2|32819|06111|100|||100
0|3019613593000010||4055RUPLUS|US9X|ORLANDO|FL|4000091629|NEWINGTON|CT|32819|06111|328|061|2016-02-29||2016-02-29||570| |2016-02-24|570|Z1AA|Z2|32819|06111|100|||100
0|3019613593000020||4055RUPLUS|US9X|ORLANDO|FL|4000091629|NEWINGTON|CT|32819|06111|328|061|2016-03-01||2016-03-01||570| |2016-02-24|570|Z1AA|Z2|32819|06111|100|||100
9|3019378628000010|3657089930000010|4055RUPLUS|USK5|NEW HOPE|MN|4000091630|WHITE BEAR LAKE|MN|55428|55110|554|551|2016-02-23|2016-02-23|2016-02-23|2016-02-23|540|INTRANSIT|2016-02-24|540|Z1AA|Z2|55428|55110|100|||100
0|3019565603000010||4055RUPLUS|US9X|ORLANDO|FL|4000091630|WHITE BEAR LAKE|MN|32819|55110|328|551|2016-03-08||2016-03-08||570| |2016-02-24|570|Z1AA|Z2|32819|55110|100|||100
0|3019378633000010||4055RUPLUS|US9X|ORLANDO|FL|4000091630|WHITE BEAR LAKE|MN|32819|55110|328|551|2016-02-26||2016-02-26||570| |2016-02-24|570|Z1AA|Z2|32819|55110|100|||100
0|3019565588000010||4055RUPLUS|US9X|ORLANDO|FL|4000091630|WHITE BEAR LAKE|MN|32819|55110|328|551|2016-03-02||2016-03-02||570| |2016-02-24|570|Z1AA|Z2|32819|55110|100|||100
0|3019599031000001|3657106717000010|4055RUPLUS|US4J|TRACY|CA|4000091860|WOODLAND|CA|95376|95776|953|957|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570| |2016-02-24|570|Z1AA|Z2|95376|95776|100|||100
10|3019396982000110|3657102035000010|4055RUPLUS|USG8|HAMILTON|OH|4000091889|DAYTON|OH|45011|45414|450|454|2016-02-22|2016-02-22|2016-02-22|2016-02-22|570| |2016-02-24|570|Z1AA|Z2|45011|45414|100|||100
2|3019396982000090|3657102029000010|4055RUPLUS|USG8|HAMILTON|OH|4000091889|DAYTON|OH|45011|45414|450|454|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|45011|45414|43|||249
2|3019396982000100|3657107328000010|4055RUPLUS|USIN|TIPP CITY|OH|4000091889|DAYTON|OH|45371|45414|453|454|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|45371|45414|12|||502
0|3019583879000010|3657096606000010|4055RUPLUS|UT3T|KUTZTOWN|PA|4000091891|SWEDESBORO|NJ|19530|08085|195|080|2016-02-23|2016-02-23|2016-02-23|2016-02-22|570| |2016-02-24|570|Z1AA|Z2|19530|08085|100|||100
0|3019528038000010||4055RUPLUS|US9X|ORLANDO|FL|4000091897|CHATTANOOGA|TN|32819|37402|328|374|2016-03-01||2016-03-01||570| |2016-02-24|570|Z1AA|Z2|32819|37402|100|||100
9|3019601209000010|3657102084000010|4055RUPLUS|USOA|LANSING|MI|4000091998|KALAMAZOO|MI|48917|49007|489|490|2016-02-23|2016-02-23|2016-02-23|2016-02-23|480|INTRANSIT|2016-02-24|480|Z1AA|Z2|48917|49007|100|||100
1|3019609023000010||4055RUPLUS|USHP|COLDWATER|MI|4000091998|KALAMAZOO|MI|49036|49007|490|490|2016-02-25||2016-02-25||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|49036|49007|59|ISS2MAXDISTSRC-3ZIP_USHP->4000091998-202|1.333|640
2|3019591280000010|3657096086000010|4055RUPLUS|USIK|ALBURTIS|PA|4000091999|BETHLEHEM|PA|18011|18015|180|180|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|18011|18015|18|||631
