STATUS|CO_ORDERID|LOADID|CO_ITEM|SOURCE|S_CITY|S_STATE|DEST|D_CITY|D_STATE|SOURCE_PC|DEST_PC|SOURCE_GEO|DEST_GEO|NEEDARRIVDATE|SCHEDARRIVDATE|NEEDSHIPDATE|SCHEDSHIPDATE|QTY|SOURCING|RUN_DATE|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|PC_SOURCE|PC_DEST|DISTANCE|COST|VALUE|INITIAL_COST|P1|FIRMSW
1|3019658795000020||4055RUPLUS|USNT|HOUSTON|TX|4000167554|BAYTOWN|TX|77029|77523|770|775|2016-03-08|2016-03-08|2016-03-08|2016-03-08|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|77029|77523|27|ISS2MAXDISTSRC-5ZIP_USNT->4000167554-202|0.0567|272|1|0
4|3019658795000030||4055RUPLUS|USNT|HOUSTON|TX|4000167554|BAYTOWN|TX|77029|77523|770|775|2016-03-09|2016-03-09|2016-03-09|2016-03-09|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|77029|77523|27|ISS2MAXDISTSRC-5ZIP_USNT->4000167554-202|0.0567|272|1|0
1|3019658795000040||4055RUPLUS|USNT|HOUSTON|TX|4000167554|BAYTOWN|TX|77029|77523|770|775|2016-03-10|2016-03-10|2016-03-10|2016-03-10|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|77029|77523|27|ISS2MAXDISTSRC-5ZIP_USNT->4000167554-202|0.0567|272|1|0
1|3019658795000140||4055RUPLUS|USNT|HOUSTON|TX|4000167554|BAYTOWN|TX|77029|77523|770|775|2016-03-11|2016-03-11|2016-03-11|2016-03-11|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|77029|77523|27|ISS2MAXDISTSRC-5ZIP_USNT->4000167554-202|0.0567|272|1|0
1|3019658795000050||4055RUPLUS|USNT|HOUSTON|TX|4000167554|BAYTOWN|TX|77029|77523|770|775|2016-03-11|2016-03-11|2016-03-11|2016-03-11|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|77029|77523|27|ISS2MAXDISTSRC-5ZIP_USNT->4000167554-202|0.0567|272|1|0
0|3019614413000040||4055RUPLUS|US9X|ORLANDO|FL|4000167554|BAYTOWN|TX|32819|77523|328|775|2016-03-03||2016-03-03||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|77523|100|||100|0|0
0|3019614413000050||4055RUPLUS|US9X|ORLANDO|FL|4000167554|BAYTOWN|TX|32819|77523|328|775|2016-03-04||2016-03-04||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|77523|100|||100|0|0
0|3019658795000010||4055RUPLUS|US9X|ORLANDO|FL|4000167554|BAYTOWN|TX|32819|77523|328|775|2016-03-07||2016-03-07||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|77523|100|||100|0|0
1|3019613571000020||4055RUPLUS|USOZ|MODESTO|CA|4000167646|MODESTO|CA|95358|95357|953|953|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570|ISS1EXCL|2016-03-01|570|Z1AA|Z2|95358|95357|0|ISS1EXCL_USOZ->4000167646-202|0.365|175|1|1
1|3019658220000010||4055RUPLUS|USOZ|MODESTO|CA|4000167646|MODESTO|CA|95358|95357|953|953|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISS1EXCL|2016-03-01|570|Z1AA|Z2|95358|95357|0|ISS1EXCL_USOZ->4000167646-202|0.365|175|1|0
1|3019658220000020||4055RUPLUS|USOZ|MODESTO|CA|4000167646|MODESTO|CA|95358|95357|953|953|2016-03-10|2016-03-10|2016-03-10|2016-03-10|570|ISS1EXCL|2016-03-01|570|Z1AA|Z2|95358|95357|0|ISS1EXCL_USOZ->4000167646-202|0.365|175|1|0
2|3019614884000040|3657115362000010|4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z1|08882|19526|101|||500|1|0
2|3019614884000090|3657115371000010|4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS9DEL|2016-03-01|570|Z1AA|Z1|08882|19526|101|||500|1|0
1|3019659137000100||4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISS1EXCL|2016-03-01|570|Z1AA|Z1|08882|19526|101|ISS1EXCL_US8X->4000167727-202|0.1042|500|1|0
1|3019659137000030||4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISS1EXCL|2016-03-01|570|Z1AA|Z1|08882|19526|101|ISS1EXCL_US8X->4000167727-202|0.1042|500|1|0
1|3019659137000050||4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-08|2016-03-08|2016-03-08|2016-03-08|570|ISS1EXCL|2016-03-01|570|Z1AA|Z1|08882|19526|101|ISS1EXCL_US8X->4000167727-202|0.1042|500|1|0
1|3019659137000040||4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-09|2016-03-09|2016-03-09|2016-03-09|570|ISS1EXCL|2016-03-01|570|Z1AA|Z1|08882|19526|101|ISS1EXCL_US8X->4000167727-202|0.1042|500|1|0
1|3019659137000060||4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-10|2016-03-10|2016-03-10|2016-03-10|570|ISS1EXCL|2016-03-01|570|Z1AA|Z1|08882|19526|101|ISS1EXCL_US8X->4000167727-202|0.1042|500|1|0
1|3019659137000090||4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-11|2016-03-11|2016-03-11|2016-03-11|570|ISS1EXCL|2016-03-01|570|Z1AA|Z1|08882|19526|101|ISS1EXCL_US8X->4000167727-202|0.1042|500|1|0
1|3019659137000020||4055RUPLUS|US8X|SOUTH RIVER|NJ|4000167727|HAMBURG|PA|08882|19526|088|195|2016-03-11|2016-03-11|2016-03-11|2016-03-11|570|ISS1EXCL|2016-03-01|570|Z1AA|Z1|08882|19526|101|ISS1EXCL_US8X->4000167727-202|0.1042|500|1|0
2|3019637514000010|3657150912000010|4055RUPLUS|USQ4|MELROSE PARK|IL|4000167728|ELK GROVE VILLAGE|IL|60163|60007|601|600|2016-03-01|2016-03-01|2016-03-01|2016-03-01|540|ISS9DEL|2016-03-01|540|Z1AA|Z2|60163|60007|9|||285|1|0
2|3019637519000010|3657163571000010|4055RUPLUS|USQ4|MELROSE PARK|IL|4000167728|ELK GROVE VILLAGE|IL|60163|60007|601|600|2016-03-03|2016-03-03|2016-03-03|2016-03-03|540|ISS9DEL|2016-03-01|540|Z1AA|Z2|60163|60007|9|||285|1|0
1|3019619882000010||4055RUPLUS|US8Z|CUDAHY|WI|4000168093|MILWAUKEE|WI|53110|53221|531|532|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISS1EXCL|2016-03-01|570|Z1AA|Z2|53110|53221|8|ISS1EXCL_US8Z->4000168093-202|1.092|524|1|0
1|3019619884000010||4055RUPLUS|US8Z|CUDAHY|WI|4000168093|MILWAUKEE|WI|53110|53221|531|532|2016-03-09|2016-03-09|2016-03-09|2016-03-09|570|ISS1EXCL|2016-03-01|570|Z1AA|Z2|53110|53221|8|ISS1EXCL_US8Z->4000168093-202|1.092|524|1|0
1|3019619886000010||4055RUPLUS|US8Z|CUDAHY|WI|4000168093|MILWAUKEE|WI|53110|53221|531|532|2016-03-14|2016-03-14|2016-03-14|2016-03-14|570|ISS1EXCL|2016-03-01|570|Z1AA|Z2|53110|53221|8|ISS1EXCL_US8Z->4000168093-202|1.092|524|1|0
2|3019646441000010|3657158510000010|4055RUPLUS|USB5|NORTH HAVEN|CT|4000168192|YOUNGSTOWN|OH|06473|44509|064|445|2016-03-04|2016-03-04|2016-03-04|2016-03-03|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|06473|44509|477|||983|1|0
1|3019646446000010||4055RUPLUS|USB5|NORTH HAVEN|CT|4000168192|YOUNGSTOWN|OH|06473|44509|064|445|2016-03-08|2016-03-08|2016-03-08|2016-03-07|570|ISSP1LANES-5ZIP|2016-03-01|570|Z1AA|Z2|06473|44509|477|ISSP1LANES-5ZIP_USB5->4000168192-202|0.2048|983|1|0
2|3019614865000010|3657115349000010|4055RUPLUS|USWN|ALBUQUERQUE|NM|4000168300|FARWELL|TX|87121|79325|871|793|2016-03-04|2016-03-04|2016-03-04|2016-03-04|360|ISS9DEL|2016-03-01|360|Z1AA|Z1|87121|79325|242|||550|0|0
1|3019659121000010||4055RUPLUS|USXA|LUBBOCK|TX|4000168300|FARWELL|TX|79404|79325|794|793|2016-03-11|2016-03-11|2016-03-11|2016-03-11|360|ISS2MAXDISTSRC-5ZIP|2016-03-01|360|Z1AA|Z1|79404|79325|96|ISS2MAXDISTSRC-5ZIP_USXA->4000168300-202|0.698|335|1|0
2|3019614392000020|3657162565000010|4055RUPLUS|USIK|ALBURTIS|PA|4000169067|BREINIGSVILLE|PA|18011|18031|180|180|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|18011|18031|7|||350|1|0
1|3019614392000010||4055RUPLUS|USIK|ALBURTIS|PA|4000169067|BREINIGSVILLE|PA|18011|18031|180|180|2016-03-08|2016-03-08|2016-03-08|2016-03-08|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|18011|18031|7|ISS2MAXDISTSRC-5ZIP_USIK->4000169067-202|0.0729|350|1|0
1|3019658782000020||4055RUPLUS|USIK|ALBURTIS|PA|4000169067|BREINIGSVILLE|PA|18011|18031|180|180|2016-03-10|2016-03-10|2016-03-10|2016-03-10|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|18011|18031|7|ISS2MAXDISTSRC-5ZIP_USIK->4000169067-202|0.0729|350|1|0
4|3019658782000010||4055RUPLUS|USIK|ALBURTIS|PA|4000169067|BREINIGSVILLE|PA|18011|18031|180|180|2016-03-15|2016-03-15|2016-03-15|2016-03-15|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|18011|18031|7|ISS2MAXDISTSRC-5ZIP_USIK->4000169067-202|0.0729|350|1|0
1|3019610345000010||4055RUPLUS|USYX|PENDERGRASS|GA|4000169198|CUMMING|GA|30567|30040|305|300|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|30567|30040|39|ISS2MAXDISTSRC-3ZIP_USYX->4000169198-202|0.1017|488|1|1
1|3019655102000010||4055RUPLUS|USYX|PENDERGRASS|GA|4000169198|CUMMING|GA|30567|30040|305|300|2016-03-10|2016-03-10|2016-03-10|2016-03-10|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|30567|30040|39|ISS2MAXDISTSRC-3ZIP_USYX->4000169198-202|0.1017|488|1|0
1|3019655924000010||4055RUPLUS|USA3|WEST DES MOINES|IA|4000169449|SIOUX CITY|IA|50265|51106|502|511|2016-03-08|2016-03-08|2016-03-08|2016-03-08|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|50265|51106|192|ISS2MAXDISTSRC-5ZIP_USA3->4000169449-202|0.871|418|0|0
1|3019655926000010||4055RUPLUS|USA3|WEST DES MOINES|IA|4000169449|SIOUX CITY|IA|50265|51106|502|511|2016-03-11|2016-03-11|2016-03-11|2016-03-11|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|50265|51106|192|ISS2MAXDISTSRC-5ZIP_USA3->4000169449-202|0.871|418|0|0
4|3019655928000010||4055RUPLUS|USA3|WEST DES MOINES|IA|4000169449|SIOUX CITY|IA|50265|51106|502|511|2016-03-15|2016-03-15|2016-03-15|2016-03-15|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|50265|51106|192|ISS2MAXDISTSRC-5ZIP_USA3->4000169449-202|0.871|418|0|0
0|3019655923000010||4055RUPLUS|US9X|ORLANDO|FL|4000169449|SIOUX CITY|IA|32819|51106|328|511|2016-03-04||2016-03-04||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|51106|100|||100|0|0
0|3019655915000010||4055RUPLUS|US9X|ORLANDO|FL|4000169449|SIOUX CITY|IA|32819|51106|328|511|2016-03-04||2016-03-04||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|51106|100|||100|0|0
2|3019645411000001|3657157994000010|4055RUPLUS|USK5|NEW HOPE|MN|4000169507|BROWERVILLE|MN|55428|56438|554|564|2016-03-02|2016-03-02|2016-03-02|2016-03-02|270|ISS9DEL|2016-03-01|270|Z1AA|Z2|55428|56438|123|||383|1|0
2|3019645814000010|3657154068000010|4055RUPLUS|USX1|BELLPORT|NY|4000169545|BOHEMIA|NY|11713|11716|117|117|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z1|11713|11716|12|||225|1|0
9|3019645440000010|3657153878000010|4055RUPLUS|UST1|ORLANDO|FL|4000169746|MOORESVILLE|NC|32819|28115|328|281|2016-03-01|2016-03-01|2016-03-01|2016-02-29|504|UNPLANNED|2016-03-01|504|Z1AA|Z2|32819|28115|564|||961|0|0
2|3019645442000010|3657158239000010|4055RUPLUS|UT13|CHARLOTTE|NC|4000169746|MOORESVILLE|NC|28269|28115|282|281|2016-03-02|2016-03-02|2016-03-02|2016-03-02|504|ISS9DEL|2016-03-01|504|Z1AA|Z2|28269|28115|26|||587|1|0
1|3019645443000010||4055RUPLUS|UT84|CHARLOTTE|NC|4000169746|MOORESVILLE|NC|28273|28115|282|281|2016-03-03|2016-03-03|2016-03-03|2016-03-03|504|ISS2MAXDISTSRC-3ZIP|2016-03-01|504|Z1AA|Z2|28273|28115|100|ISS2MAXDISTSRC-3ZIP_UT84->4000169746-202|10|100|0|1
1|3019645445000010||4055RUPLUS|UT13|CHARLOTTE|NC|4000169746|MOORESVILLE|NC|28269|28115|282|281|2016-03-04|2016-03-04|2016-03-04|2016-03-04|504|ISS2MAXDISTSRC-3ZIP|2016-03-01|504|Z1AA|Z2|28269|28115|26|ISS2MAXDISTSRC-3ZIP_UT13->4000169746-202|0.1223|587|1|1
1|3019645446000010||4055RUPLUS|UT13|CHARLOTTE|NC|4000169746|MOORESVILLE|NC|28269|28115|282|281|2016-03-07|2016-03-07|2016-03-07|2016-03-07|504|ISS2MAXDISTSRC-3ZIP|2016-03-01|504|Z1AA|Z2|28269|28115|26|ISS2MAXDISTSRC-3ZIP_UT13->4000169746-202|0.1223|587|1|0
1|3019645502000010||4055RUPLUS|UT13|CHARLOTTE|NC|4000169746|MOORESVILLE|NC|28269|28115|282|281|2016-03-09|2016-03-09|2016-03-09|2016-03-09|504|ISS2MAXDISTSRC-3ZIP|2016-03-01|504|Z1AA|Z2|28269|28115|26|ISS2MAXDISTSRC-3ZIP_UT13->4000169746-202|0.1223|587|1|0
1|3019645503000010||4055RUPLUS|UT13|CHARLOTTE|NC|4000169746|MOORESVILLE|NC|28269|28115|282|281|2016-03-10|2016-03-10|2016-03-10|2016-03-10|504|ISS2MAXDISTSRC-3ZIP|2016-03-01|504|Z1AA|Z2|28269|28115|26|ISS2MAXDISTSRC-3ZIP_UT13->4000169746-202|0.1223|587|1|0
1|3019645504000010||4055RUPLUS|UT13|CHARLOTTE|NC|4000169746|MOORESVILLE|NC|28269|28115|282|281|2016-03-11|2016-03-11|2016-03-11|2016-03-11|504|ISS2MAXDISTSRC-3ZIP|2016-03-01|504|Z1AA|Z2|28269|28115|26|ISS2MAXDISTSRC-3ZIP_UT13->4000169746-202|0.1223|587|1|0
2|3019645905000001|3657163606000010|4055RUPLUS|USOF|EDWARDSVILLE|IL|4000169775|EDWARDSVILLE|IL|62025|62025|620|620|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|62025|62025|0|||392|0|0
2|3019645905000002|3657163609000010|4055RUPLUS|USOF|EDWARDSVILLE|IL|4000169775|EDWARDSVILLE|IL|62025|62025|620|620|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|62025|62025|0|||392|0|0
0|3019645905000003||4055RUPLUS|US9X|ORLANDO|FL|4000169775|EDWARDSVILLE|IL|32819|62025|328|620|2016-03-08||2016-03-08||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|62025|100|||100|0|0
0|3019645905000005||4055RUPLUS|US9X|ORLANDO|FL|4000169775|EDWARDSVILLE|IL|32819|62025|328|620|2016-03-15||2016-03-15||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|62025|100|||100|0|0
0|3019645905000004||4055RUPLUS|US9X|ORLANDO|FL|4000169775|EDWARDSVILLE|IL|32819|62025|328|620|2016-03-10||2016-03-10||570|UNMET|2016-03-01|570|Z1AA|Z2|32819|62025|100|||100|0|0
2|3019630239000010|3657152004000010|4055RUPLUS|USRE|TOMAH|WI|4000169778|GREENWOOD|WI|54660|54437|546|544|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|54660|54437|76|||352|1|0
1|3019630241000010||4055RUPLUS|USFD|DE PERE|WI|4000169778|GREENWOOD|WI|54115|54437|541|544|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|54115|54437|155|ISS2MAXDISTSRC-3ZIP_USFD->4000169778-202|0.754|362|0|1
9|3019613925000010|3657129264000010|4055RUPLUS|UT52|BOLINGBROOK|IL|4000169892|HENNING|IL|60440|61848|604|618|2016-03-01|2016-03-01|2016-03-01|2016-03-01|540|UNPLANNED|2016-03-01|540|Z1AA|Z2|60440|61848|150|||564|0|0
2|3019613925000080|3657129268000010|4055RUPLUS|UT52|BOLINGBROOK|IL|4000169892|HENNING|IL|60440|61848|604|618|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|60440|61848|150|||564|0|0
2|3019613925000020|3657129266000010|4055RUPLUS|UT52|BOLINGBROOK|IL|4000169892|HENNING|IL|60440|61848|604|618|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|60440|61848|150|||564|0|0
1|3019658501000060||4055RUPLUS|UT25|JOLIET|IL|4000169892|HENNING|IL|60436|61848|604|618|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISSP1LANES-5ZIP|2016-03-01|570|Z1AA|Z2|60436|61848|129|ISSP1LANES-5ZIP_UT25->4000169892-202|0.1673|803|1|0
1|3019658501000010||4055RUPLUS|UT25|JOLIET|IL|4000169892|HENNING|IL|60436|61848|604|618|2016-03-08|2016-03-08|2016-03-08|2016-03-08|570|ISSP1LANES-5ZIP|2016-03-01|570|Z1AA|Z2|60436|61848|129|ISSP1LANES-5ZIP_UT25->4000169892-202|0.1673|803|1|0
1|3019658501000080||4055RUPLUS|UT25|JOLIET|IL|4000169892|HENNING|IL|60436|61848|604|618|2016-03-09|2016-03-09|2016-03-09|2016-03-09|570|ISSP1LANES-5ZIP|2016-03-01|570|Z1AA|Z2|60436|61848|129|ISSP1LANES-5ZIP_UT25->4000169892-202|0.1673|803|1|0
1|3019658501000020||4055RUPLUS|UT25|JOLIET|IL|4000169892|HENNING|IL|60436|61848|604|618|2016-03-10|2016-03-10|2016-03-10|2016-03-10|570|ISSP1LANES-5ZIP|2016-03-01|570|Z1AA|Z2|60436|61848|129|ISSP1LANES-5ZIP_UT25->4000169892-202|0.1673|803|1|0
2|3019613964000030|3657151990000010|4055RUPLUS|USQ4|MELROSE PARK|IL|4000170003|ELK GROVE VILLAGE|IL|60163|60007|601|600|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|60163|60007|9|||285|1|0
1|3019658528000030||4055RUPLUS|USQ4|MELROSE PARK|IL|4000170003|ELK GROVE VILLAGE|IL|60163|60007|601|600|2016-03-09|2016-03-09|2016-03-09|2016-03-09|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|60163|60007|9|ISS2MAXDISTSRC-5ZIP_USQ4->4000170003-202|0.0594|285|1|0
2|3019652963000010|3657162456000010|4055RUPLUS|US8S|OKLAHOMA CITY|OK|4000170077|OKLAHOMA CITY|OK|73131|73127|731|731|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z1|73131|73127|22|||332|1|0
9|3019613624000030|3657163297000010|4055RUPLUS|US26|CULLMAN|AL|4000170115|OLIVE BRANCH|MS|35055|38654|350|386|2016-03-02|2016-03-02|2016-03-02|2016-03-02|540|UNPLANNED|2016-03-01|540|Z1AA|Z2|35055|38654|202|||415|0|0
1|3019613624000060||4055RUPLUS|USWL|SOUTHAVEN|MS|4000170115|OLIVE BRANCH|MS|38671|38654|386|386|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|38671|38654|13|ISS2MAXDISTSRC-3ZIP_USWL->4000170115-202|1.081|519|0|1
1|3019613624000040||4055RUPLUS|USWL|SOUTHAVEN|MS|4000170115|OLIVE BRANCH|MS|38671|38654|386|386|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|38671|38654|13|ISS2MAXDISTSRC-3ZIP_USWL->4000170115-202|1.081|519|0|1
1|3019658251000010||4055RUPLUS|USWL|SOUTHAVEN|MS|4000170115|OLIVE BRANCH|MS|38671|38654|386|386|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|38671|38654|13|ISS2MAXDISTSRC-3ZIP_USWL->4000170115-202|1.081|519|0|0
1|3019658251000030||4055RUPLUS|USWL|SOUTHAVEN|MS|4000170115|OLIVE BRANCH|MS|38671|38654|386|386|2016-03-09|2016-03-09|2016-03-09|2016-03-09|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|38671|38654|13|ISS2MAXDISTSRC-3ZIP_USWL->4000170115-202|1.081|519|0|0
1|3019658251000040||4055RUPLUS|USWL|SOUTHAVEN|MS|4000170115|OLIVE BRANCH|MS|38671|38654|386|386|2016-03-11|2016-03-11|2016-03-11|2016-03-11|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|38671|38654|13|ISS2MAXDISTSRC-3ZIP_USWL->4000170115-202|1.081|519|0|0
1|3019658251000060||4055RUPLUS|USWL|SOUTHAVEN|MS|4000170115|OLIVE BRANCH|MS|38671|38654|386|386|2016-03-11|2016-03-11|2016-03-11|2016-03-11|570|ISS2MAXDISTSRC-3ZIP|2016-03-01|570|Z1AA|Z2|38671|38654|13|ISS2MAXDISTSRC-3ZIP_USWL->4000170115-202|1.081|519|0|0
2|3019647008000010|3657161613000010|4055RUPLUS|UT3V|SIMPSONVILLE|SC|4000170152|MILLS RIVER|NC|29680|28759|296|287|2016-03-03|2016-03-03|2016-03-03|2016-03-03|540|ISS9DEL|2016-03-01|540|Z1AA|Z2|29680|28759|59|||396|0|0
2|3019613592000080|3657139727000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-01|2016-03-01|2016-03-01|2016-03-01|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
9|3019613592000340|3657150948000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-01|2016-03-01|2016-03-01|2016-03-01|540|UNPLANNED|2016-03-01|540|Z1AA|Z2|43110|43125|10|||260|0|0
2|3019613592000350|3657150949000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
2|3019613592000360|3657150950000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-02|2016-03-02|2016-03-02|2016-03-02|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
2|3019613592000030|3657163300000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
2|3019613592000370|3657150951000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-03|2016-03-03|2016-03-03|2016-03-03|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
2|3019613592000390|3657150955000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
2|3019613592000380|3657150954000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
2|3019613592000280|3657150952000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
2|3019613592000290|3657150953000010|4055RUPLUS|UT55|CANAL WINCHESTER|OH|4000170197|GROVEPORT|OH|43110|43125|431|431|2016-03-04|2016-03-04|2016-03-04|2016-03-04|570|ISS9DEL|2016-03-01|570|Z1AA|Z2|43110|43125|10|||260|1|0
1|3019658236000200||4055RUPLUS|USYZ|COLUMBUS|OH|4000170197|GROVEPORT|OH|43228|43125|432|431|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|43228|43125|21|ISS2MAXDISTSRC-5ZIP_USYZ->4000170197-202|0.708|340|0|0
1|3019658236000210||4055RUPLUS|USYZ|COLUMBUS|OH|4000170197|GROVEPORT|OH|43228|43125|432|431|2016-03-07|2016-03-07|2016-03-07|2016-03-07|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|43228|43125|21|ISS2MAXDISTSRC-5ZIP_USYZ->4000170197-202|0.708|340|0|0
1|3019658236000080||4055RUPLUS|USYZ|COLUMBUS|OH|4000170197|GROVEPORT|OH|43228|43125|432|431|2016-03-08|2016-03-08|2016-03-08|2016-03-08|570|ISS2MAXDISTSRC-5ZIP|2016-03-01|570|Z1AA|Z2|43228|43125|21|ISS2MAXDISTSRC-5ZIP_USYZ->4000170197-202|0.708|340|0|0
