STATUS|CO_ORDERID|LOADID|CO_ITEM|SOURCE|S_CITY|S_STATE|DEST|D_CITY|D_STATE|SOURCE_PC|DEST_PC|SOURCE_GEO|DEST_GEO|NEEDARRIVDATE|SCHEDARRIVDATE|NEEDSHIPDATE|SCHEDSHIPDATE|QTY|SOURCING|RUN_DATE|CO_QTY|U_SALES_DOCUMENT|U_SHIP_CONDITION|PC_SOURCE|PC_DEST|DISTANCE|COST|VALUE|INITIAL_COST|P1
1|3019613540000050||4055RUPLUS|UT13|CHARLOTTE|NC|4000066783|CLINTON|NC|28269|28328|282|283|2016-03-02||2016-03-02||480|ISS2MAXDISTSRC-5ZIP|2016-02-24|480|Z1AA|Z2|28269|28328|192|ISS2MAXDISTSRC-5ZIP_UT13->4000066783-202|1.094|525|0
1|3019565812000010||4055RUPLUS|US77|FORT PIERCE|FL|4000066784|PLANT CITY|FL|34981|33566|349|335|2016-02-26||2016-02-26||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|34981|33566|131|ISS2MAXDISTSRC-5ZIP_US77->4000066784-202|0.573|275|0
2|3019569940000020|3657112158000010|4055RUPLUS|UT2J|PICO RIVERA|CA|4000067308|BUENA PARK|CA|90660|90620|906|906|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|90660|90620|22|||349|1
1|3019614835000010||4055RUPLUS|UT2J|PICO RIVERA|CA|4000067308|BUENA PARK|CA|90660|90620|906|906|2016-03-01||2016-03-01||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|90660|90620|22|ISS2MAXDISTSRC-5ZIP_UT2J->4000067308-202|0.0727|349|1
1|3019614835000020||4055RUPLUS|UT2J|PICO RIVERA|CA|4000067308|BUENA PARK|CA|90660|90620|906|906|2016-03-03||2016-03-03||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|90660|90620|22|ISS2MAXDISTSRC-5ZIP_UT2J->4000067308-202|0.0727|349|1
2|3019569217000030|3657097518000010|4055RUPLUS|USG8|HAMILTON|OH|4000067319|AUSTIN|IN|45011|47102|450|471|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|45011|47102|111|||443|1
2|3019569217000040|3657112199000010|4055RUPLUS|USG8|HAMILTON|OH|4000067319|AUSTIN|IN|45011|47102|450|471|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|45011|47102|111|||443|1
2|3019620163000001|3657119847000010|4055RUPLUS|USG8|HAMILTON|OH|4000067319|AUSTIN|IN|45011|47102|450|471|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|45011|47102|111|||443|1
1|3019613911000050||4055RUPLUS|US1P|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46222|47102|462|471|2016-03-04||2016-03-04||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46222|47102|87|ISS2MAXDISTSRC-3ZIP_US1P->4000067319-202|1.383|664|0
1|3019620163000002||4055RUPLUS|UT3C|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46241|47102|462|471|2016-02-26||2016-02-26||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46241|47102|100|ISS2MAXDISTSRC-3ZIP_UT3C->4000067319-202|10|100|0
1|3019613911000020||4055RUPLUS|UT3C|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46241|47102|462|471|2016-03-01||2016-03-01||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46241|47102|100|ISS2MAXDISTSRC-3ZIP_UT3C->4000067319-202|10|100|0
1|3019613911000040||4055RUPLUS|UT3C|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46241|47102|462|471|2016-03-03||2016-03-03||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46241|47102|100|ISS2MAXDISTSRC-3ZIP_UT3C->4000067319-202|10|100|0
1|3019620163000003||4055RUPLUS|UT3C|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46241|47102|462|471|2016-03-01||2016-03-01||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46241|47102|100|ISS2MAXDISTSRC-3ZIP_UT3C->4000067319-202|10|100|0
1|3019569217000050||4055RUPLUS|UT3C|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46241|47102|462|471|2016-02-26||2016-02-26||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46241|47102|100|ISS2MAXDISTSRC-3ZIP_UT3C->4000067319-202|10|100|0
1|3019613911000030||4055RUPLUS|UT3C|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46241|47102|462|471|2016-03-02||2016-03-02||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46241|47102|100|ISS2MAXDISTSRC-3ZIP_UT3C->4000067319-202|10|100|0
1|3019613911000010||4055RUPLUS|UT3C|INDIANAPOLIS|IN|4000067319|AUSTIN|IN|46241|47102|462|471|2016-02-29||2016-02-29||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|46241|47102|100|ISS2MAXDISTSRC-3ZIP_UT3C->4000067319-202|10|100|0
2|3019568901000030|3657073863000010|4055RUPLUS|UT52|BOLINGBROOK|IL|4000067345|BOLINGBROOK|IL|60440|60440|604|604|2016-02-26|2016-02-26|2016-02-26|2016-02-26|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|60440|60440|5|||725|1
1|3019613578000020||4055RUPLUS|UT52|BOLINGBROOK|IL|4000067345|BOLINGBROOK|IL|60440|60440|604|604|2016-02-29||2016-02-29||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|60440|60440|5|ISS2MAXDISTSRC-3ZIP_UT52->4000067345-202|0.151|725|1
1|3019613578000040||4055RUPLUS|UT52|BOLINGBROOK|IL|4000067345|BOLINGBROOK|IL|60440|60440|604|604|2016-03-01||2016-03-01||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|60440|60440|5|ISS2MAXDISTSRC-3ZIP_UT52->4000067345-202|0.151|725|1
1|3019613578000050||4055RUPLUS|UT52|BOLINGBROOK|IL|4000067345|BOLINGBROOK|IL|60440|60440|604|604|2016-03-03||2016-03-03||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|60440|60440|5|ISS2MAXDISTSRC-3ZIP_UT52->4000067345-202|0.151|725|1
1|3019613578000030||4055RUPLUS|UT52|BOLINGBROOK|IL|4000067345|BOLINGBROOK|IL|60440|60440|604|604|2016-03-04||2016-03-04||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|60440|60440|5|ISS2MAXDISTSRC-3ZIP_UT52->4000067345-202|0.151|725|1
1|3019583704000010||4055RUPLUS|USZY|JACKSON|MS|4000067518|PARAGOULD|AR|39209|72450|392|724|2016-03-03||2016-03-03||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|39209|72450|291|ISS2MAXDISTSRC-5ZIP_USZY->4000067518-202|0.802|385|0
2|3019575209000010|3657102117000010|4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|30567|30501|15|||349|1
2|3019575210000010|3657112528000010|4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|30567|30501|15|||349|1
2|3019575212000010|3657112440000010|4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|30567|30501|15|||349|1
1|3019619325000010||4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-02-29||2016-02-29||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|30567|30501|15|ISS2MAXDISTSRC-5ZIP_USYX->4000067704-202|0.0727|349|1
1|3019619329000010||4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-03-03||2016-03-03||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|30567|30501|15|ISS2MAXDISTSRC-5ZIP_USYX->4000067704-202|0.0727|349|1
1|3019619328000010||4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-03-02||2016-03-02||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|30567|30501|15|ISS2MAXDISTSRC-5ZIP_USYX->4000067704-202|0.0727|349|1
1|3019619330000010||4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-03-03||2016-03-03||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|30567|30501|15|ISS2MAXDISTSRC-5ZIP_USYX->4000067704-202|0.0727|349|1
1|3019619333000010||4055RUPLUS|USYX|PENDERGRASS|GA|4000067704|GAINESVILLE|GA|30567|30501|305|305|2016-03-04||2016-03-04||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|30567|30501|15|ISS2MAXDISTSRC-5ZIP_USYX->4000067704-202|0.0727|349|1
1|3019619326000010||4055RUPLUS|USZA|JACKSONVILLE|FL|4000067704|GAINESVILLE|GA|32226|30501|322|305|2016-03-01||2016-03-01||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|32226|30501|410|ISS2MAXDISTSRC-5ZIP_USZA->4000067704-202|0.546|262|0
1|3019575214000010||4055RUPLUS|USZA|JACKSONVILLE|FL|4000067704|GAINESVILLE|GA|32226|30501|322|305|2016-02-26||2016-02-26||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|32226|30501|410|ISS2MAXDISTSRC-5ZIP_USZA->4000067704-202|0.546|262|0
1|3019575213000010||4055RUPLUS|USZA|JACKSONVILLE|FL|4000067704|GAINESVILLE|GA|32226|30501|322|305|2016-02-26||2016-02-26||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|32226|30501|410|ISS2MAXDISTSRC-5ZIP_USZA->4000067704-202|0.546|262|0
1|3019619327000010||4055RUPLUS|USZA|JACKSONVILLE|FL|4000067704|GAINESVILLE|GA|32226|30501|322|305|2016-03-01||2016-03-01||570|ISS2MAXDISTSRC-5ZIP|2016-02-24|570|Z1AA|Z2|32226|30501|410|ISS2MAXDISTSRC-5ZIP_USZA->4000067704-202|0.546|262|0
1|3019549924000010||4055RUPLUS|US6P|FRESNO|CA|4000068361|ARVIN|CA|93706|93203|937|932|2016-02-29||2016-02-29||570|ISS2MAXDISTSRC-3ZIP|2016-02-24|570|Z1AA|Z2|93706|93203|130|ISS2MAXDISTSRC-3ZIP_US6P->4000068361-202|1.038|498|0
2|3019569487000040|3657118461000010|4055RUPLUS|UT3V|SIMPSONVILLE|SC|4000068549|FOUNTAIN INN|SC|29680|29644|296|296|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|29680|29644|5|||248|0
0|3019569487000050||4055RUPLUS|US9X|ORLANDO|FL|4000068549|FOUNTAIN INN|SC|32819|29644|328|296|2016-02-26||2016-02-26||570|UNMET|2016-02-24|570|Z1AA|Z2|32819|29644|100|||100|0
0|3019614319000050||4055RUPLUS|US9X|ORLANDO|FL|4000068549|FOUNTAIN INN|SC|32819|29644|328|296|2016-03-04||2016-03-04||570|UNMET|2016-02-24|570|Z1AA|Z2|32819|29644|100|||100|0
0|3019614319000040||4055RUPLUS|US9X|ORLANDO|FL|4000068549|FOUNTAIN INN|SC|32819|29644|328|296|2016-03-03||2016-03-03||570|UNMET|2016-02-24|570|Z1AA|Z2|32819|29644|100|||100|0
0|3019614319000010||4055RUPLUS|US9X|ORLANDO|FL|4000068549|FOUNTAIN INN|SC|32819|29644|328|296|2016-02-29||2016-02-29||570|UNMET|2016-02-24|570|Z1AA|Z2|32819|29644|100|||100|0
0|3019614319000020||4055RUPLUS|US9X|ORLANDO|FL|4000068549|FOUNTAIN INN|SC|32819|29644|328|296|2016-03-01||2016-03-01||570|UNMET|2016-02-24|570|Z1AA|Z2|32819|29644|100|||100|0
2|3019569451000200|3657119542000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000260|3657105532000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000090|3657119541000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000250|3657105531000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000070|3657105535000010|4055RUPLUS|UT69|LA VERGNE|TN|4000068758|MURFREESBORO|TN|37086|37127|370|371|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37086|37127|16|||502|0
2|3019569451000080|3657105536000010|4055RUPLUS|UT69|LA VERGNE|TN|4000068758|MURFREESBORO|TN|37086|37127|370|371|2016-02-24|2016-02-24|2016-02-24|2016-02-24|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37086|37127|16|||502|0
2|3019569451000280|3657117501000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000210|3657117499000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000110|3657117496000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000270|3657117500000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000100|3657117495000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
2|3019569451000120|3657117497000010|4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-25|2016-02-25|2016-02-25|2016-02-25|570|ISS9DEL|2016-02-24|570|Z1AA|Z2|37207|37127|37|||375|1
1|3019614239000240||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-01||2016-03-01||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000260||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-02||2016-03-02||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000050||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-01||2016-03-01||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000300||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-04||2016-03-04||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000140||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-04||2016-03-04||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000160||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-29||2016-02-29||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000130||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-04||2016-03-04||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000020||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-29||2016-02-29||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000150||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-04||2016-03-04||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000290||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-04||2016-03-04||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000180||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-29||2016-02-29||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000250||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-02||2016-03-02||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000070||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-02||2016-03-02||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000190||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-01||2016-03-01||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000080||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-02||2016-03-02||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000220||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-04||2016-03-04||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000200||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-02||2016-03-02||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000030||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-29||2016-02-29||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000270||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-03||2016-03-03||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000230||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-02-29||2016-02-29||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000110||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-03||2016-03-03||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000100||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-03||2016-03-03||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000090||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-02||2016-03-02||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000060||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-01||2016-03-01||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
1|3019614239000040||4055RUPLUS|USNZ|NASHVILLE|TN|4000068758|MURFREESBORO|TN|37207|37127|372|371|2016-03-01||2016-03-01||570|ISS1EXCL|2016-02-24|570|Z1AA|Z2|37207|37127|37|ISS1EXCL_USNZ->4000068758-202|0.781|375|1
