A1|B1|PS_RES|PRODRATE|YIELD_QTY|ITEM|OUTPUTITEM|PRODMETH|LOC|LOC_TYPE|DESCR|STATE|MAXCAP|NUMBER_PERIODS|HOURS_AVAIL_TOTAL|HOURS_USED_TOTAL|MIN_HOURS_USED|MAX_HOURS_USED|AVG_HOURS|SIGMA_HOURS|AVG_PERCENT_UTIL|PERCENT_TOTAL_USED|HRS_DY1|HRS_DY2|HRS_DY3|HRS_DY4|HRS_DY5|HRS_DY6|HRS_DY7|HRS_DY8|HRS_DY9|HRS_DY10|HRS_DY11|HRS_DY12|HRS_DY13|HRS_DY14|MIN_QTY_PRODUCED|MAX_QTY_PRODUCED|AVG_QTY_PRODUCED|SIGMA_QTY_PRODUCED|QTYMADE_DY1|QTYMADE_DY2|QTYMADE_DY3|QTYMADE_DY4|QTYMADE_DY5|QTYMADE_DY6|QTYMADE_DY7|QTYMADE_DY8|QTYMADE_DY9|QTYMADE_DY10|QTYMADE_DY11|QTYMADE_DY12|QTYMADE_DY13|QTYMADE_DY14|AVG_PERCENT_CAPACITY_USED|STDEV_PERCENT_CAPACITY_USED|PERCENT_CAPACITY_USED|PERCENTUTIL_DY1|PERCENTUTIL_DY2|PERCENTUTIL_DY3|PERCENTUTIL_DY4|PERCENTUTIL_DY5|PERCENTUTIL_DY6|PERCENTUTIL_DY7|PERCENTUTIL_DY8|PERCENTUTIL_DY9|PERCENTUTIL_DY10|PERCENTUTIL_DY11|PERCENTUTIL_DY12|PERCENTUTIL_DY13|PERCENTUTIL_DY14|RANK
INS_4055AR@US01|INS_4055AR@US01|INSCAP@US01|198|1|4055AR|4055AR|INS|US01|4|CHEP Service Center Red Bluff|CA|15856|14|160|68|0|16|4.82|4.54|42.2|42.2|5.92|5.92|5.92|0|0|16|8.71|6.26|6.26|6.26|0|0|6.26|0|0|3168|954.84|899.38|1171.4|1171.4|1171.4|0|0|3168|1724.3|1240.3|1240.3|1240.3|0|0|1240.3|0|67.51|0|42.2|36.98|36.98|36.98|||100|54.43|39.15|39.15|39.15|||39.15|0|1
INS_4055RUPLUS@US06|INS_4055RUPLUS@US06|INSCAP@US06|14|1|4055RUPLUS|4055RUPLUS|INS|US06|4|CHEP Service Center B'ville-5t|AR|1140|14|160|17|0|4.16|1.19|1.94|10.39|10.39|4.14|4.14|4.14|0|0|4.16|0.01|0.01|0.01|0.01|0|0|0.01|0|0|58.2|16.62|27.19|58|58|58|0|0|58.2|0.1|0.1|0.1|0.1|0|0|0.1|0|16.62|0|10.39|25.89|25.89|25.89|||25.98|0.04|0.04|0.04|0.04|||0.04|0|1
INS_4055AR@US07|INS_4055AR@US07|INSCAP@US07|78|1|4055AR|4055AR|INS|US07|4|CHEP Service Center Clarksvill|AR|6248|14|160|41|0|11.34|2.95|3.04|25.81|25.81|3.22|3.22|3.22|0|0|11.34|4.06|4.06|4.06|4.06|0|0|4.06|0|0|884.4|230.06|237.24|251|251|251|0|0|884.4|316.7|316.7|316.7|316.7|0|0|316.7|0|41.29|0|25.81|20.11|20.11|20.11|||70.87|25.38|25.38|25.38|25.38|||25.38|0|1
INS_4055AR@US08|INS_4055AR@US08|INSCAP@US08|34|1|4055AR|4055AR|INS|US08|4|CHEP Service Center Los Lunas|NM|2700|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@US17|INS_4055AR@US17|INSCAP@US17|141|1|4055AR|4055AR|INS|US17|4|CHEP Service Center Hermiston|OR|11310|14|160|38|0|10.57|2.73|2.88|23.88|23.88|2.41|2.41|2.41|0|0|10.57|4.08|4.08|4.08|4.08|0|0|4.08|0|0|1490.5|384.78|406.67|340.3|340.3|340.3|0|0|1490.5|575.1|575.1|575.1|575.1|0|0|575.1|0|38.2|0|23.88|15.08|15.08|15.08|||66.07|25.49|25.49|25.49|25.49|||25.49|0|1
INS_4055AR@US18|INS_4055AR@US18|INSCAP@US18|114|0.7|4055AR|4055AR|INS|US18|4|CHEP Service Center Loveland|CO|9120|14|160|56|0|15.27|4|4.08|35|35|5.15|5.15|5.15|0|0|15.27|5.06|5.06|5.06|5.06|0|0|5.06|0|0|1218.21|319.23|325.64|411.11|411.11|411.11|0|0|1218.21|403.55|403.55|403.55|403.55|0|0|403.55|0|56.01|0|35|32.2|32.2|32.2|||95.41|31.61|31.61|31.61|31.61|||31.61|0|1
INS_4055AR@US18|INS_4055RUPLUS@US18|INSCAP@US18|114|0.3|4055AR|4055RUPLUS|INS|US18|4|CHEP Service Center Loveland|CO|9120|14|160|56|0|15.27|4|4.08|35|35|5.15|5.15|5.15|0|0|15.27|5.06|5.06|5.06|5.06|0|0|5.06|0|0|522.09|136.81|139.56|176.19|176.19|176.19|0|0|522.09|172.95|172.95|172.95|172.95|0|0|172.95|0|56.01|0|35|32.2|32.2|32.2|||95.41|31.61|31.61|31.61|31.61|||31.61|0|1
INS_4055AR@US1L|INS_4055AR@US1L|INSCAP@US1L|101|0.519|4055AR|4055AR|INS|US1L|4|CHEP(P) - Scottsville|KY|8040|14|160|37|0|9.95|2.62|2.67|22.9|22.9|3.61|3.61|3.61|0|0|9.95|3.17|3.17|3.17|3.17|0|0|3.17|0|0|521.65|137.18|139.86|189.38|189.38|189.38|0|0|521.65|166.13|166.13|166.13|166.13|0|0|166.13|0|36.64|0|22.9|22.58|22.58|22.58|||62.2|19.81|19.81|19.81|19.81|||19.81|0|1
INS_4055AR@US1L|INS_4055RUPLUS@US1L|INSCAP@US1L|101|0.481|4055AR|4055RUPLUS|INS|US1L|4|CHEP(P) - Scottsville|KY|8040|14|160|37|0|9.95|2.62|2.67|22.9|22.9|3.61|3.61|3.61|0|0|9.95|3.17|3.17|3.17|3.17|0|0|3.17|0|0|483.45|127.13|129.62|175.52|175.52|175.52|0|0|483.45|153.97|153.97|153.97|153.97|0|0|153.97|0|36.64|0|22.9|22.58|22.58|22.58|||62.2|19.81|19.81|19.81|19.81|||19.81|0|1
INS_4055AR@US1M|INS_4055AR@US1M|INSCAP@US1M|500|0.636|4055AR|4055AR|INS|US1M|2|IFCO - Wilmington|MA|40000|14|160|92|0|16|6.55|6.29|57.35|57.35|16|9.31|9|0|0|16|12.69|10.69|7.99|9.79|0|0|0.27|0|0|5088|2084.13|1998.81|5088|2961.22|2862|0|0|5088|4036.08|3400.08|2541.48|3113.88|0|0|87.12|0|91.75|0|57.35|100|58.2|56.25|||100|79.33|66.83|49.95|61.2|||1.71|0|1
INS_4055AR@US1M|INS_4055RUPLUS@US1M|INSCAP@US1M|500|0.364|4055AR|4055RUPLUS|INS|US1M|2|IFCO - Wilmington|MA|40000|14|160|92|0|16|6.55|6.29|57.35|57.35|16|9.31|9|0|0|16|12.69|10.69|7.99|9.79|0|0|0.27|0|0|2912|1192.81|1143.97|2912|1694.78|1638|0|0|2912|2309.96|1945.96|1454.56|1782.16|0|0|49.86|0|91.75|0|57.35|100|58.2|56.25|||100|79.33|66.83|49.95|61.2|||1.71|0|1
REP_4055RUPLUS@US1M|REP_4055RUPLUS@US1M|REPCAP@US1M|250|1|4055RUPLUS|4055RUPLUS|REP|US1M|2|IFCO - Wilmington|MA|20000|14|160|140|0|16|10.03|7.81|87.74|87.74|16|16|16|0|0|16|16|16|16|16|0|0|12.38|0|0|4000|2506.78|1953.36|4000|4000|4000|0|0|4000|4000|4000|4000|4000|0|0|3094.87|0|140.38|0|87.74|100|100|100|||100|100|100|100|100|||77.37|0|1
INS_4055AR@US1O|INS_4055AR@US1O|INSCAP@US1O|485|0.512|4055AR|4055AR|INS|US1O|4|RLC Sort Operation-Kansas City|KS|38780|14|224|44|0|4.15|3.15|1.71|19.7|19.7|4.15|4.15|4.15|4.15|3.93|3.93|3.93|3.93|3.93|3.93|3.93|0|0|0|0|1030.35|782.53|424.76|1030.35|1030.35|1030.35|1030.35|976.28|976.28|976.28|976.28|976.28|976.28|976.28|0|0|0|44.12|16|19.7|25.93|25.93|25.93|25.93|24.57|24.57|24.57|24.57|24.57|24.57|24.57|0|0|0|1
INS_4055AR@US1O|INS_4055RUPLUS@US1O|INSCAP@US1O|485|0.488|4055AR|4055RUPLUS|INS|US1O|4|RLC Sort Operation-Kansas City|KS|38780|14|224|44|0|4.15|3.15|1.71|19.7|19.7|4.15|4.15|4.15|4.15|3.93|3.93|3.93|3.93|3.93|3.93|3.93|0|0|0|0|982.05|745.85|404.85|982.05|982.05|982.05|982.05|930.52|930.52|930.52|930.52|930.52|930.52|930.52|0|0|0|44.12|16|19.7|25.93|25.93|25.93|25.93|24.57|24.57|24.57|24.57|24.57|24.57|24.57|0|0|0|1
INS_4055AR@US1Q|INS_4055AR@US1Q|INSCAP@US1Q|375|0.676|4055AR|4055AR|INS|US1Q|4|HEB - San Antonio|TX|30000|14|160|129|0|16|9.24|7.32|80.89|80.89|12|12|12|0|0|16|16|16|16|16|0|0|13.43|0|0|4056|2343.57|1854.56|3041.66|3041.66|3041.66|0|0|4056|4056|4056|4056|4056|0|0|3405.01|0|129.43|0|80.89|74.99|74.99|74.99|||100|100|100|100|100|||83.95|0|1
INS_4055AR@US1Q|INS_4055RUPLUS@US1Q|INSCAP@US1Q|375|0.324|4055AR|4055RUPLUS|INS|US1Q|4|HEB - San Antonio|TX|30000|14|160|129|0|16|9.24|7.32|80.89|80.89|12|12|12|0|0|16|16|16|16|16|0|0|13.43|0|0|1944|1123.25|888.87|1457.84|1457.84|1457.84|0|0|1944|1944|1944|1944|1944|0|0|1631.99|0|129.43|0|80.89|74.99|74.99|74.99|||100|100|100|100|100|||83.95|0|1
REP_4055RUPLUS@US1Q|REP_4055RUPLUS@US1Q|REPCAP@US1Q|65|1|4055RUPLUS|4055RUPLUS|REP|US1Q|4|HEB - San Antonio|TX|5200|14|160|155|0|26.84|11.06|9.01|96.77|96.77|16|26.84|16|0|0|16|16|16|16|16|0|0|16|0|0|1744.32|718.88|585.76|1040|1744.32|1040|0|0|1040|1040|1040|1040|1040|0|0|1040|0|154.84|0|96.77|100|167.72|100|||100|100|100|100|100|||100|0|1
INS_4055AR@US1R|INS_4055AR@US1R|INSCAP@US1R|459|0.639|4055AR|4055AR|INS|US1R|4|HEB - Houston|TX|36720|14|160|74|0|16|5.27|4.79|46.08|46.08|6.73|6.73|6.73|0|0|16|10.76|6.68|6.68|6.68|0|0|6.71|0.02|0|4692.82|1544.48|1405.19|1975.28|1975.28|1975.28|0|0|4692.82|3156.15|1957.9|1957.9|1957.9|0|0|1968.76|5.43|73.72|0|46.08|42.09|42.09|42.09|||100|67.25|41.72|41.72|41.72|||41.95|0.12|1
INS_4055AR@US1R|INS_4055RUPLUS@US1R|INSCAP@US1R|459|0.361|4055AR|4055RUPLUS|INS|US1R|4|HEB - Houston|TX|36720|14|160|74|0|16|5.27|4.79|46.08|46.08|6.73|6.73|6.73|0|0|16|10.76|6.68|6.68|6.68|0|0|6.71|0.02|0|2651.18|872.54|793.86|1115.92|1115.92|1115.92|0|0|2651.18|1783.05|1106.1|1106.1|1106.1|0|0|1112.24|3.07|73.72|0|46.08|42.09|42.09|42.09|||100|67.25|41.72|41.72|41.72|||41.95|0.12|1
INS_4055AR@US20|INS_4055AR@US20|INSCAP@US20|20|1|4055AR|4055AR|INS|US20|4|reLogistics - Wnter Haven|FL|1620|14|160|45|0|12.34|3.23|3.3|28.28|28.28|4.12|4.12|4.12|0|0|12.34|4.11|4.11|4.11|4.11|0|0|4.11|0|0|246.8|64.64|65.96|82.4|82.4|82.4|0|0|246.8|82.2|82.2|82.2|82.2|0|0|82.2|0|45.25|0|28.28|25.75|25.75|25.75|||77.13|25.69|25.69|25.69|25.69|||25.69|0|1
INS_4055AR@US24|INS_4055AR@US24|INSCAP@US24|398|0.73|4055AR|4055AR|INS|US24|4|reLogistics - Douglas|GA|31831|14|160|87|0|16|6.21|5.56|54.37|54.37|7.56|7.56|7.56|0|0|16|15.86|8.1|8.1|8.1|0|0|8.13|0.02|0|4648.64|1805.38|1614.46|2197.88|2197.88|2197.88|0|0|4648.64|4607.18|2352.64|2352.64|2352.64|0|0|2362.86|5.11|86.99|0|54.37|47.28|47.28|47.28|||100|99.11|50.61|50.61|50.61|||50.83|0.11|1
INS_4055AR@US24|INS_4055RUPLUS@US24|INSCAP@US24|398|0.27|4055AR|4055RUPLUS|INS|US24|4|reLogistics - Douglas|GA|31831|14|160|87|0|16|6.21|5.56|54.37|54.37|7.56|7.56|7.56|0|0|16|15.86|8.1|8.1|8.1|0|0|8.13|0.02|0|1719.36|667.74|597.13|812.92|812.92|812.92|0|0|1719.36|1704.02|870.16|870.16|870.16|0|0|873.94|1.89|86.99|0|54.37|47.28|47.28|47.28|||100|99.11|50.61|50.61|50.61|||50.83|0.11|1
INS_4055AR@US25|INS_4055AR@US25|INSCAP@US25|311|0.889|4055AR|4055AR|INS|US25|4|reLogistics - Brookhaven|MS|24840|14|160|52|0|14.21|3.7|3.8|32.39|32.39|4.21|4.21|4.21|0|0|14.21|5|5|5|5|0|0|5|0|0|3927.42|1023.41|1051.44|1163.52|1163.52|1163.52|0|0|3927.42|1381.95|1381.95|1381.95|1381.95|0|0|1381.95|0|51.82|0|32.39|26.3|26.3|26.3|||88.78|31.24|31.24|31.24|31.24|||31.24|0|1
INS_4055AR@US25|INS_4055RUPLUS@US25|INSCAP@US25|311|0.111|4055AR|4055RUPLUS|INS|US25|4|reLogistics - Brookhaven|MS|24840|14|160|52|0|14.21|3.7|3.8|32.39|32.39|4.21|4.21|4.21|0|0|14.21|5|5|5|5|0|0|5|0|0|490.38|127.78|131.28|145.28|145.28|145.28|0|0|490.38|172.55|172.55|172.55|172.55|0|0|172.55|0|51.82|0|32.39|26.3|26.3|26.3|||88.78|31.24|31.24|31.24|31.24|||31.24|0|1
INS_4055AR@US26|INS_4055AR@US26|INSCAP@US26|533|0.802|4055AR|4055AR|INS|US26|4|reLogistics - Cullman|AL|42660|14|160|50|0|13.66|3.58|3.65|31.3|31.3|4.55|4.55|4.55|0|0|13.66|4.55|4.55|4.55|4.55|0|0|4.55|0|0|5838.4|1529.1|1560.38|1945.97|1945.97|1945.97|0|0|5838.4|1946.21|1946.21|1946.21|1946.21|0|0|1946.21|0|50.08|0|31.3|28.45|28.45|28.45|||85.36|28.46|28.46|28.46|28.46|||28.46|0|1
INS_4055AR@US26|INS_4055RUPLUS@US26|INSCAP@US26|533|0.198|4055AR|4055RUPLUS|INS|US26|4|reLogistics - Cullman|AL|42660|14|160|50|0|13.66|3.58|3.65|31.3|31.3|4.55|4.55|4.55|0|0|13.66|4.55|4.55|4.55|4.55|0|0|4.55|0|0|1441.4|377.51|385.23|480.43|480.43|480.43|0|0|1441.4|480.49|480.49|480.49|480.49|0|0|480.49|0|50.08|0|31.3|28.45|28.45|28.45|||85.36|28.46|28.46|28.46|28.46|||28.46|0|1
INS_4055AR@US2N|INS_4055AR@US2N|INSCAP@US2N|125|0.458|4055AR|4055AR|INS|US2N|6|Compton T & S - Boise|ID|10000|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@US2N|INS_4055RUPLUS@US2N|INSCAP@US2N|125|0.542|4055AR|4055RUPLUS|INS|US2N|6|Compton T & S - Boise|ID|10000|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
REP_4055RUPLUS@US2N|REP_4055RUPLUS@US2N|REPCAP@US2N|39|1|4055RUPLUS|4055RUPLUS|REP|US2N|6|Compton T & S - Boise|ID|3150|14|160|64|0|16|4.56|7.1|39.87|39.87|2.56|16|0|0|0|14.62|0|14.62|0|0|0|0|16|0|0|624|177.71|276.85|100|624|0|0|0|570|0|570|0|0|0|0|624|0|63.79|0|39.87|16.03|100|0|||91.35|0|91.35|0|0|||100|0|1
INS_4055AR@US2U|INS_4055AR@US2U|INSCAP@US2U|94|0.244|4055AR|4055AR|INS|US2U|2|Union Storage & Trnsfr - Fargo|ND|7500|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|366.98|262.13|172.04|366.98|366.98|366.98|0|0|366.98|366.98|366.98|366.98|366.98|0|0|366.98|366.98|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US2U|INS_4055RUPLUS@US2U|INSCAP@US2U|94|0.756|4055AR|4055RUPLUS|INS|US2U|2|Union Storage & Trnsfr - Fargo|ND|7500|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1137.02|812.16|533.05|1137.02|1137.02|1137.02|0|0|1137.02|1137.02|1137.02|1137.02|1137.02|0|0|1137.02|1137.02|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
REP_4055RUPLUS@US2U|REP_4055RUPLUS@US2U|REPCAP@US2U|2|1|4055RUPLUS|4055RUPLUS|REP|US2U|2|Union Storage & Trnsfr - Fargo|ND|121|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|32|22.86|15|32|32|32|0|0|32|32|32|32|32|0|0|32|32|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US2Z|INS_4055AR@US2Z|INSCAP@US2Z|100|0.1|4055AR|4055AR|INS|US2Z|2|J&D Trucking - Norfolk|NE|8000|14|160|33|0|10.33|2.38|3.01|20.82|20.82|0|5.28|0|0|0|0|3.58|3.59|3.59|3.59|0|0|10.33|3.37|0|103.25|23.8|30.13|0|52.8|0|0|0|0|35.82|35.87|35.87|35.87|0|0|103.25|33.69|33.32|0|20.82|0|33|0|||0|22.39|22.42|22.42|22.42|||64.53|21.06|1
INS_4055AR@US2Z|INS_4055RUPLUS@US2Z|INSCAP@US2Z|100|0.9|4055AR|4055RUPLUS|INS|US2Z|2|J&D Trucking - Norfolk|NE|8000|14|160|33|0|10.33|2.38|3.01|20.82|20.82|0|5.28|0|0|0|0|3.58|3.59|3.59|3.59|0|0|10.33|3.37|0|929.25|214.18|271.13|0|475.2|0|0|0|0|322.38|322.83|322.83|322.83|0|0|929.25|303.21|33.32|0|20.82|0|33|0|||0|22.39|22.42|22.42|22.42|||64.53|21.06|1
INS_4055AR@US33|INS_4055AR@US33|INSCAP@US33|162|0.808|4055AR|4055AR|INS|US33|4|reLogistics - Brooksville|FL|12960|14|160|109|0|16|7.77|6.74|68.01|68.01|7.58|7.58|7.58|0|0|16|16|16|15.61|11.21|0|0|11.25|0.02|0|2094.34|1017.35|881.99|991.66|991.66|991.66|0|0|2094.34|2094.34|2094.34|2043.27|1466.92|0|0|1472.1|2.59|108.81|0|68.01|47.35|47.35|47.35|||100|100|100|97.56|70.04|||70.29|0.12|1
INS_4055AR@US33|INS_4055RUPLUS@US33|INSCAP@US33|162|0.192|4055AR|4055RUPLUS|INS|US33|4|reLogistics - Brooksville|FL|12960|14|160|109|0|16|7.77|6.74|68.01|68.01|7.58|7.58|7.58|0|0|16|16|16|15.61|11.21|0|0|11.25|0.02|0|497.66|241.75|209.58|235.64|235.64|235.64|0|0|497.66|497.66|497.66|485.53|348.58|0|0|349.8|0.61|108.81|0|68.01|47.35|47.35|47.35|||100|100|100|97.56|70.04|||70.29|0.12|1
INS_4055AR@US35|INS_4055AR@US35|INSCAP@US35|41|1|4055AR|4055AR|INS|US35|4|reLogistics - New Albany|MS|3270|14|160|16|0|4.44|1.17|1.19|10.2|10.2|1.57|1.57|1.57|0|0|4.44|1.44|1.44|1.44|1.44|0|0|1.44|0|0|182|47.79|48.72|64.2|64.2|64.2|0|0|182|58.9|58.9|58.9|58.9|0|0|58.9|0|16.32|0|10.2|9.79|9.79|9.79|||27.74|8.98|8.98|8.98|8.98|||8.98|0|1
INS_4055AR@US36|INS_4055AR@US36|INSCAP@US36|134|0.944|4055AR|4055AR|INS|US36|4|CHEP Service Center Hurricane|UT|10704|14|160|7|0|1.93|0.48|0.61|4.23|4.23|0.05|0.05|0.05|0|0|1.93|0.94|0.94|0.94|0.94|0|0|0.94|0|0|243.74|61.16|77.3|6.23|6.23|6.23|0|0|243.74|118.76|118.76|118.76|118.76|0|0|118.76|0|6.77|0|4.23|0.31|0.31|0.31|||12.04|5.87|5.87|5.87|5.87|||5.87|0|1
INS_4055AR@US36|INS_4055RUPLUS@US36|INSCAP@US36|134|0.056|4055AR|4055RUPLUS|INS|US36|4|CHEP Service Center Hurricane|UT|10704|14|160|7|0|1.93|0.48|0.61|4.23|4.23|0.05|0.05|0.05|0|0|1.93|0.94|0.94|0.94|0.94|0|0|0.94|0|0|14.46|3.63|4.59|0.37|0.37|0.37|0|0|14.46|7.04|7.04|7.04|7.04|0|0|7.04|0|6.77|0|4.23|0.31|0.31|0.31|||12.04|5.87|5.87|5.87|5.87|||5.87|0|1
INS_4055AR@US41|INS_4055AR@US41|INSCAP@US41|337|0.937|4055AR|4055AR|INS|US41|4|reLogistics - Porterville|CA|26940|14|160|60|0|16|4.26|4.31|37.25|37.25|5.99|5.99|5.99|0|0|16|5.27|5.09|5.09|5.09|0|0|5.09|0|0|5052.3|1344.4|1360.45|1890.12|1890.12|1890.12|0|0|5052.3|1664.02|1608.74|1608.74|1608.74|0|0|1608.74|0|59.61|0|37.25|37.41|37.41|37.41|||100|32.94|31.84|31.84|31.84|||31.84|0|1
INS_4055AR@US41|INS_4055RUPLUS@US41|INSCAP@US41|337|0.063|4055AR|4055RUPLUS|INS|US41|4|reLogistics - Porterville|CA|26940|14|160|60|0|16|4.26|4.31|37.25|37.25|5.99|5.99|5.99|0|0|16|5.27|5.09|5.09|5.09|0|0|5.09|0|0|339.7|90.39|91.47|127.08|127.08|127.08|0|0|339.7|111.88|108.16|108.16|108.16|0|0|108.16|0|59.61|0|37.25|37.41|37.41|37.41|||100|32.94|31.84|31.84|31.84|||31.84|0|1
INS_4055AR@US42|INS_4055AR@US42|INSCAP@US42|268|0.868|4055AR|4055AR|INS|US42|4|CHEP SC - La Grange|GA|21462|14|160|14|0|3.73|0.99|1.02|8.64|8.64|1.56|1.56|1.56|0|0|3.73|1.08|1.08|1.08|1.08|0|0|1.08|0|0|867.05|229.72|236.26|362.74|362.74|362.74|0|0|867.05|252.15|252.15|252.15|252.15|0|0|252.15|0|13.82|0|8.64|9.75|9.75|9.75|||23.3|6.77|6.77|6.77|6.77|||6.77|0|1
INS_4055AR@US42|INS_4055RUPLUS@US42|INSCAP@US42|268|0.132|4055AR|4055RUPLUS|INS|US42|4|CHEP SC - La Grange|GA|21462|14|160|14|0|3.73|0.99|1.02|8.64|8.64|1.56|1.56|1.56|0|0|3.73|1.08|1.08|1.08|1.08|0|0|1.08|0|0|131.85|34.93|35.93|55.16|55.16|55.16|0|0|131.85|38.35|38.35|38.35|38.35|0|0|38.35|0|13.82|0|8.64|9.75|9.75|9.75|||23.3|6.77|6.77|6.77|6.77|||6.77|0|1
INS_4055AR@US44|INS_4055AR@US44|INSCAP@US44|69|0.635|4055AR|4055AR|INS|US44|4|CHEP Service Center B'ville-Ai|AR|5490|14|160|8|0|2.05|0.57|0.76|4.98|4.98|1.6|1.6|1.6|0|0|2.05|0.22|0.22|0.22|0.22|0|0|0.22|0|0|89.66|24.91|33.42|69.98|69.98|69.98|0|0|89.66|9.84|9.84|9.84|9.84|0|0|9.84|0|7.96|0|4.98|9.98|9.98|9.98|||12.79|1.4|1.4|1.4|1.4|||1.4|0|1
INS_4055AR@US44|INS_4055RUPLUS@US44|INSCAP@US44|69|0.365|4055AR|4055RUPLUS|INS|US44|4|CHEP Service Center B'ville-Ai|AR|5490|14|160|8|0|2.05|0.57|0.76|4.98|4.98|1.6|1.6|1.6|0|0|2.05|0.22|0.22|0.22|0.22|0|0|0.22|0|0|51.54|14.32|19.21|40.22|40.22|40.22|0|0|51.54|5.66|5.66|5.66|5.66|0|0|5.66|0|7.96|0|4.98|9.98|9.98|9.98|||12.79|1.4|1.4|1.4|1.4|||1.4|0|1
INS_4055AR@US45|INS_4055AR@US45|INSCAP@US45|114|1|4055AR|4055AR|INS|US45|4|reLogistics - Opelika|AL|9120|14|160|20|0|5.48|1.43|1.62|12.54|12.54|0|3.54|1.77|0|0|5.48|1.85|1.85|1.85|1.85|0|0|1.85|0|0|624.5|163.34|184.72|0|403.8|201.9|0|0|624.5|211.3|211.3|211.3|211.3|0|0|211.3|0|20.06|0|12.54|0|22.14|11.07|||34.24|11.58|11.58|11.58|11.58|||11.58|0|1
INS_4055AR@US47|INS_4055AR@US47|INSCAP@US47|107|1|4055AR|4055AR|INS|US47|4|CHEP Service Center Corinne|UT|8550|14|160|10|0|2.75|0.73|0.74|6.35|6.35|1.05|1.05|1.05|0|0|2.75|0.85|0.85|0.85|0.85|0|0|0.85|0|0|294.7|77.68|79.3|112.1|112.1|112.1|0|0|294.7|91.3|91.3|91.3|91.3|0|0|91.3|0|10.16|0|6.35|6.55|6.55|6.55|||17.21|5.33|5.33|5.33|5.33|||5.33|0|1
INS_4055AR@US48|INS_4055AR@US48|INSCAP@US48|305|0.83|4055AR|4055AR|INS|US48|4|CHEP Service Center Buckeye|AZ|24360|14|160|4|0|1|0.26|0.27|2.31|2.31|0.39|0.39|0.39|0|0|1|0.3|0.3|0.3|0.3|0|0|0.3|0|0|252.73|66.71|68.21|98.85|98.85|98.85|0|0|252.73|76.94|76.94|76.94|76.94|0|0|76.94|0|3.69|0|2.31|2.44|2.44|2.44|||6.24|1.9|1.9|1.9|1.9|||1.9|0|1
INS_4055AR@US48|INS_4055RUPLUS@US48|INSCAP@US48|305|0.17|4055AR|4055RUPLUS|INS|US48|4|CHEP Service Center Buckeye|AZ|24360|14|160|4|0|1|0.26|0.27|2.31|2.31|0.39|0.39|0.39|0|0|1|0.3|0.3|0.3|0.3|0|0|0.3|0|0|51.76|13.66|13.97|20.25|20.25|20.25|0|0|51.76|15.76|15.76|15.76|15.76|0|0|15.76|0|3.69|0|2.31|2.44|2.44|2.44|||6.24|1.9|1.9|1.9|1.9|||1.9|0|1
INS_4055AR@US49|INS_4055AR@US49|INSCAP@US49|14|1|4055AR|4055AR|INS|US49|4|reLogistics - Monroe|GA|1140|14|160|55|0|15.01|3.9|4.03|34.13|34.13|4.16|4.16|4.16|0|0|15.01|5.42|5.42|5.42|5.42|0|0|5.42|0|0|210.1|54.61|56.43|58.3|58.3|58.3|0|0|210.1|75.9|75.9|75.9|75.9|0|0|75.9|0|54.61|0|34.13|26.03|26.03|26.03|||93.79|33.88|33.88|33.88|33.88|||33.88|0|1
INS_4055AR@US4J|INS_4055AR@US4J|INSCAP@US4J|563|0.522|4055AR|4055AR|INS|US4J|4|CHEP/Costco - Tracy|CA|45000|14|160|76|0|16|5.41|4.94|47.3|47.3|6.19|6.19|6.19|0|0|16|12.01|7.27|7.27|7.27|0|0|7.27|0|0|4702.18|1588.5|1452.86|1820.06|1820.06|1820.06|0|0|4702.18|3528.77|2136.96|2136.96|2136.96|0|0|2136.96|0|75.67|0|47.3|38.71|38.71|38.71|||100|75.05|45.45|45.45|45.45|||45.45|0|1
