A1|B1|PS_RES|PRODRATE|YIELD_QTY|ITEM|OUTPUTITEM|PRODMETH|LOC|LOC_TYPE|DESCR|STATE|MAXCAP|NUMBER_PERIODS|HOURS_AVAIL_TOTAL|HOURS_USED_TOTAL|MIN_HOURS_USED|MAX_HOURS_USED|AVG_HOURS|SIGMA_HOURS|AVG_PERCENT_UTIL|PERCENT_TOTAL_USED|HRS_DY1|HRS_DY2|HRS_DY3|HRS_DY4|HRS_DY5|HRS_DY6|HRS_DY7|HRS_DY8|HRS_DY9|HRS_DY10|HRS_DY11|HRS_DY12|HRS_DY13|HRS_DY14|MIN_QTY_PRODUCED|MAX_QTY_PRODUCED|AVG_QTY_PRODUCED|SIGMA_QTY_PRODUCED|QTYMADE_DY1|QTYMADE_DY2|QTYMADE_DY3|QTYMADE_DY4|QTYMADE_DY5|QTYMADE_DY6|QTYMADE_DY7|QTYMADE_DY8|QTYMADE_DY9|QTYMADE_DY10|QTYMADE_DY11|QTYMADE_DY12|QTYMADE_DY13|QTYMADE_DY14|AVG_PERCENT_CAPACITY_USED|STDEV_PERCENT_CAPACITY_USED|PERCENT_CAPACITY_USED|PERCENTUTIL_DY1|PERCENTUTIL_DY2|PERCENTUTIL_DY3|PERCENTUTIL_DY4|PERCENTUTIL_DY5|PERCENTUTIL_DY6|PERCENTUTIL_DY7|PERCENTUTIL_DY8|PERCENTUTIL_DY9|PERCENTUTIL_DY10|PERCENTUTIL_DY11|PERCENTUTIL_DY12|PERCENTUTIL_DY13|PERCENTUTIL_DY14|RANK
INS_4055AR@USYJ|INS_4055AR@USYJ|INSCAP@USYJ|125|0.306|4055AR|4055AR|INS|USYJ|4|CHEP(P) - Matthews|NC|10000|14|160|46|0|12.69|3.32|3.39|29.02|29.02|3.94|3.94|3.94|0|0|12.69|4.37|4.37|4.37|4.37|0|0|4.41|0.02|0|485.35|126.86|129.74|150.83|150.83|150.83|0|0|485.35|167.26|167.26|167.26|167.26|0|0|168.54|0.64|46.43|0|29.02|24.64|24.65|24.65|||79.3|27.33|27.33|27.33|27.33|||27.54|0.11|1
INS_4055AR@USYJ|INS_4055RUPLUS@USYJ|INSCAP@USYJ|125|0.694|4055AR|4055RUPLUS|INS|USYJ|4|CHEP(P) - Matthews|NC|10000|14|160|46|0|12.69|3.32|3.39|29.02|29.02|3.94|3.94|3.94|0|0|12.69|4.37|4.37|4.37|4.37|0|0|4.41|0.02|0|1100.75|287.72|294.24|342.07|342.07|342.07|0|0|1100.75|379.34|379.34|379.34|379.34|0|0|382.26|1.46|46.43|0|29.02|24.64|24.65|24.65|||79.3|27.33|27.33|27.33|27.33|||27.54|0.11|1
INS_4055AR@USYL|INS_4055AR@USYL|INSCAP@USYL|692|0.281|4055AR|4055AR|INS|USYL|4|CHEP(P) - Disputanta|VA|55394|14|224|24|0|2.45|1.71|0.95|10.7|10.7|2.45|2.45|2.45|2.45|2.02|2.02|2.02|2.02|2.02|2.02|2.02|0|0|0|0|477.25|332.89|184.21|477.25|477.25|477.25|477.25|393.06|393.06|393.06|393.06|393.06|393.06|393.06|0|0|0|23.97|16|10.7|15.34|15.34|15.34|15.34|12.63|12.63|12.63|12.63|12.63|12.63|12.63|0|0|0|1
INS_4055AR@USYL|INS_4055RUPLUS@USYL|INSCAP@USYL|692|0.719|4055AR|4055RUPLUS|INS|USYL|4|CHEP(P) - Disputanta|VA|55394|14|224|24|0|2.45|1.71|0.95|10.7|10.7|2.45|2.45|2.45|2.45|2.02|2.02|2.02|2.02|2.02|2.02|2.02|0|0|0|0|1221.15|851.77|471.35|1221.15|1221.15|1221.15|1221.15|1005.74|1005.74|1005.74|1005.74|1005.74|1005.74|1005.74|0|0|0|23.97|16|10.7|15.34|15.34|15.34|15.34|12.63|12.63|12.63|12.63|12.63|12.63|12.63|0|0|0|1
INS_4055AR@USYM|INS_4055AR@USYM|INSCAP@USYM|101|0.349|4055AR|4055AR|INS|USYM|4|CHEP(P) - Morehead|KY|8110|14|160|69|0|16|4.96|4.6|43.43|43.43|6.84|6.84|6.84|0|0|16|8.9|6.02|6.02|6.02|0|0|6.02|0|0|563.98|174.97|162.27|241.19|241.19|241.19|0|0|563.98|313.58|212.12|212.12|212.12|0|0|212.12|0|69.5|0|43.43|42.77|42.77|42.77|||100|55.6|37.61|37.61|37.61|||37.61|0|1
INS_4055AR@USYM|INS_4055RUPLUS@USYM|INSCAP@USYM|101|0.651|4055AR|4055RUPLUS|INS|USYM|4|CHEP(P) - Morehead|KY|8110|14|160|69|0|16|4.96|4.6|43.43|43.43|6.84|6.84|6.84|0|0|16|8.9|6.02|6.02|6.02|0|0|6.02|0|0|1052.02|326.38|302.68|449.91|449.91|449.91|0|0|1052.02|584.92|395.68|395.68|395.68|0|0|395.68|0|69.5|0|43.43|42.77|42.77|42.77|||100|55.6|37.61|37.61|37.61|||37.61|0|1
REP_4055RUPLUS@USYM|REP_4055RUPLUS@USYM|REPCAP@USYM|20|1|4055RUPLUS|4055RUPLUS|REP|USYM|4|CHEP(P) - Morehead|KY|1612|14|160|111|0|16|7.91|7.48|69.24|69.24|12.06|8.12|16|0|0|16|16|16|16|10.61|0|0|0|0|0|320|158.26|149.58|241.19|162.39|320|0|0|320|320|320|320|212.12|0|0|0|0|110.79|0|69.24|75.37|50.75|100|||100|100|100|100|66.29|||0|0|1
INS_4055AR@USYN|INS_4055AR@USYN|INSCAP@USYN|51|0.01|4055AR|4055AR|INS|USYN|4|RLC Repair Oper - San Antonio|TX|4068|14|160|84|0|16|5.97|5.34|52.24|52.24|7.37|7.37|7.37|0|0|16|14.56|7.73|7.73|7.73|0|0|7.73|0|0|8.16|3.04|2.72|3.76|3.76|3.76|0|0|8.16|7.42|3.94|3.94|3.94|0|0|3.94|0|83.58|0|52.24|46.05|46.05|46.05|||100|90.98|48.31|48.31|48.31|||48.31|0|1
INS_4055AR@USYN|INS_4055RUPLUS@USYN|INSCAP@USYN|51|0.99|4055AR|4055RUPLUS|INS|USYN|4|RLC Repair Oper - San Antonio|TX|4068|14|160|84|0|16|5.97|5.34|52.24|52.24|7.37|7.37|7.37|0|0|16|14.56|7.73|7.73|7.73|0|0|7.73|0|0|807.84|301.43|269.65|372.04|372.04|372.04|0|0|807.84|734.98|390.26|390.26|390.26|0|0|390.26|0|83.58|0|52.24|46.05|46.05|46.05|||100|90.98|48.31|48.31|48.31|||48.31|0|1
REP_4055RUPLUS@USYN|REP_4055RUPLUS@USYN|REPCAP@USYN|67|1|4055RUPLUS|4055RUPLUS|REP|USYN|4|RLC Repair Oper - San Antonio|TX|5383|14|160|144|0|16|10.29|7.96|90|90|16|16|16|0|0|16|16|16|16|16|0|0|16|0|0|1072|689.14|533.05|1072|1072|1072|0|0|1072|1072|1072|1072|1072|0|0|1072|0|144|0|90|100|100|100|||100|100|100|100|100|||100|0|1
INS_4055AR@USYO|INS_4055AR@USYO|INSCAP@USYO|486|0.922|4055AR|4055AR|INS|USYO|4|RLC Sort Operation - Lakeland|FL|38880|14|160|73|0|16|5.25|5.41|45.93|45.93|16|8.64|5.65|0|0|16|5.74|5.36|5.36|5.36|0|0|5.36|0|0|7169.47|2352.12|2425.51|7169.47|3872.77|2533.84|0|0|7169.47|2572.84|2402.82|2402.82|2402.82|0|0|2402.82|0|73.49|0|45.93|100|54.02|35.34|||100|35.89|33.51|33.51|33.51|||33.51|0|1
INS_4055AR@USYO|INS_4055RUPLUS@USYO|INSCAP@USYO|486|0.078|4055AR|4055RUPLUS|INS|USYO|4|RLC Sort Operation - Lakeland|FL|38880|14|160|73|0|16|5.25|5.41|45.93|45.93|16|8.64|5.65|0|0|16|5.74|5.36|5.36|5.36|0|0|5.36|0|0|606.53|198.99|205.2|606.53|327.63|214.36|0|0|606.53|217.66|203.28|203.28|203.28|0|0|203.28|0|73.49|0|45.93|100|54.02|35.34|||100|35.89|33.51|33.51|33.51|||33.51|0|1
INS_4055AR@USYP|INS_4055AR@USYP|INSCAP@USYP|938|0.514|4055AR|4055AR|INS|USYP|2|Millwood - Tunkhannock|PA|75000|14|160|133|0|16|9.49|7.39|83.04|83.04|16|16|16|0|0|16|16|16|8.9|14.34|0|0|12.12|1.5|0|7714.11|4575.43|3561.15|7714.11|7714.11|7714.11|0|0|7714.11|7714.11|7714.11|4292.88|6915.84|0|0|5841.58|721.04|132.86|0|83.04|100|100|100|||100|100|100|55.65|89.65|||75.73|9.35|1
INS_4055AR@USYP|INS_4055RUPLUS@USYP|INSCAP@USYP|938|0.486|4055AR|4055RUPLUS|INS|USYP|2|Millwood - Tunkhannock|PA|75000|14|160|133|0|16|9.49|7.39|83.04|83.04|16|16|16|0|0|16|16|16|8.9|14.34|0|0|12.12|1.5|0|7293.89|4326.18|3367.15|7293.89|7293.89|7293.89|0|0|7293.89|7293.89|7293.89|4059.03|6539.1|0|0|5523.36|681.76|132.86|0|83.04|100|100|100|||100|100|100|55.65|89.65|||75.73|9.35|1
REP_4055RUPLUS@USYP|REP_4055RUPLUS@USYP|REPCAP@USYP|919|1|4055RUPLUS|4055RUPLUS|REP|USYP|2|Millwood - Tunkhannock|PA|73500|14|160|118|0|16|8.42|7.22|73.64|73.64|16|16|16|0|0|16|16|14.76|5.74|8.81|0|0|7.7|0.81|0|14704|7733.84|6630.68|14704|14704|14704|0|0|14704|14704|13562.23|5271.41|8095.56|0|0|7076.11|748.44|117.82|0|73.64|100|100|100|||100|100|92.23|35.85|55.06|||48.12|5.09|1
INS_4055AR@USYR|INS_4055AR@USYR|INSCAP@USYR|275|0.68|4055AR|4055AR|INS|USYR|4|CHEP(P) - Vacaville|CA|22000|14|224|46|0|5.2|3.31|1.92|20.71|20.71|5.2|5.2|5.2|5.2|3.65|3.65|3.65|3.65|3.65|3.65|3.65|0|0|0|0|972.94|619.51|359.41|972.94|972.94|972.94|972.94|683.06|683.06|683.06|683.06|683.06|683.06|683.06|0|0|0|46.38|16|20.71|32.52|32.52|32.52|32.52|22.83|22.83|22.83|22.83|22.83|22.83|22.83|0|0|0|1
INS_4055AR@USYR|INS_4055RUPLUS@USYR|INSCAP@USYR|275|0.32|4055AR|4055RUPLUS|INS|USYR|4|CHEP(P) - Vacaville|CA|22000|14|224|46|0|5.2|3.31|1.92|20.71|20.71|5.2|5.2|5.2|5.2|3.65|3.65|3.65|3.65|3.65|3.65|3.65|0|0|0|0|457.86|291.54|169.14|457.86|457.86|457.86|457.86|321.44|321.44|321.44|321.44|321.44|321.44|321.44|0|0|0|46.38|16|20.71|32.52|32.52|32.52|32.52|22.83|22.83|22.83|22.83|22.83|22.83|22.83|0|0|0|1
INS_4055AR@USYU|INS_4055AR@USYU|INSCAP@USYU|81|0.67|4055AR|4055AR|INS|USYU|4|CHEP(P) - West Memphis|AR|6480|14|160|60|0|16|4.29|4.31|37.52|37.52|5.84|5.84|5.84|0|0|16|5.56|5.24|5.24|5.24|0|0|5.24|0|0|868.32|232.68|233.92|316.78|316.78|316.78|0|0|868.32|301.5|284.35|284.35|284.35|0|0|284.35|0|60.02|0|37.52|36.48|36.48|36.48|||100|34.72|32.75|32.75|32.75|||32.75|0|1
INS_4055AR@USYU|INS_4055RUPLUS@USYU|INSCAP@USYU|81|0.33|4055AR|4055RUPLUS|INS|USYU|4|CHEP(P) - West Memphis|AR|6480|14|160|60|0|16|4.29|4.31|37.52|37.52|5.84|5.84|5.84|0|0|16|5.56|5.24|5.24|5.24|0|0|5.24|0|0|427.68|114.6|115.22|156.02|156.02|156.02|0|0|427.68|148.5|140.05|140.05|140.05|0|0|140.05|0|60.02|0|37.52|36.48|36.48|36.48|||100|34.72|32.75|32.75|32.75|||32.75|0|1
INS_4055AR@USYX|INS_4055AR@USYX|INSCAP@USYX|193|0.494|4055AR|4055AR|INS|USYX|2|IFCO - Pendergrass|GA|15415|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1525.47|1089.62|715.15|1525.47|1525.47|1525.47|0|0|1525.47|1525.47|1525.47|1525.47|1525.47|0|0|1525.47|1525.47|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@USYX|INS_4055RUPLUS@USYX|INSCAP@USYX|193|0.506|4055AR|4055RUPLUS|INS|USYX|2|IFCO - Pendergrass|GA|15415|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1562.53|1116.09|732.52|1562.53|1562.53|1562.53|0|0|1562.53|1562.53|1562.53|1562.53|1562.53|0|0|1562.53|1562.53|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
REP_4055RUCUST@USYX|REP_4055RUCUST@USYX|REPCAP@USYX|34|1|4055RUCUST|4055RUCUST|REP|USYX|2|IFCO - Pendergrass|GA|2750|14|160|184|0|35.42|13.13|10.02|114.89|114.89|35.42|20.4|16|0|0|16|16|16|16|16|0|0|16|16|0|1204.19|446.41|340.66|1204.19|693.61|544|0|0|544|544|544|544|544|0|0|544|544|183.82|0|114.89|221.36|127.5|100|||100|100|100|100|100|||100|100|1
REP_4055RUPLUS@USYX|REP_4055RUPLUS@USYX|REPCAP@USYX|269|1|4055RUPLUS|4055RUPLUS|REP|USYX|2|IFCO - Pendergrass|GA|21525|14|160|184|0|35.42|13.13|10.02|114.89|114.89|35.42|20.4|16|0|0|16|16|16|16|16|0|0|16|16|0|9527.28|3531.92|2695.24|9527.28|5487.67|4304|0|0|4304|4304|4304|4304|4304|0|0|4304|4304|183.82|0|114.89|221.36|127.5|100|||100|100|100|100|100|||100|100|1
INS_4055AR@USYZ|INS_4055AR@USYZ|INSCAP@USYZ|232|0.786|4055AR|4055AR|INS|USYZ|2|Buckeye Diamond - Columbus 3|OH|18588|14|160|29|0|16|2.07|4.95|18.13|18.13|0|0|10.93|0|0|0|0|0|0|16|0|0|1.56|0.52|0|2917.63|377.87|901.84|0|0|1992.29|0|0|0|0|0|0|2917.63|0|0|285.15|95.05|29.01|0|18.13|0|0|68.28|||0|0|0|0|100|||9.77|3.26|1
INS_4055AR@USYZ|INS_4055RUPLUS@USYZ|INSCAP@USYZ|232|0.214|4055AR|4055RUPLUS|INS|USYZ|2|Buckeye Diamond - Columbus 3|OH|18588|14|160|29|0|16|2.07|4.95|18.13|18.13|0|0|10.93|0|0|0|0|0|0|16|0|0|1.56|0.52|0|794.37|102.88|245.54|0|0|542.43|0|0|0|0|0|0|794.37|0|0|77.64|25.88|29.01|0|18.13|0|0|68.28|||0|0|0|0|100|||9.77|3.26|1
INS_4055AR@USZA|INS_4055AR@USZA|INSCAP@USZA|652|0.671|4055AR|4055AR|INS|USZA|2|IFCO - Jacksonville 2|FL|52121|14|160|112|0|16|7.98|7.25|69.81|69.81|16|16|16|0|0|16|16|14.01|5.17|5.17|0|0|6.62|0.72|0|6999.87|3490.44|3171.12|6999.87|6999.87|6999.87|0|0|6999.87|6999.87|6130.69|2261.71|2261.71|0|0|2895.74|317.01|111.7|0|69.81|100|100|100|||100|100|87.58|32.31|32.31|||41.37|4.53|1
INS_4055AR@USZA|INS_4055RUPLUS@USZA|INSCAP@USZA|652|0.329|4055AR|4055RUPLUS|INS|USZA|2|IFCO - Jacksonville 2|FL|52121|14|160|112|0|16|7.98|7.25|69.81|69.81|16|16|16|0|0|16|16|14.01|5.17|5.17|0|0|6.62|0.72|0|3432.13|1711.41|1554.84|3432.13|3432.13|3432.13|0|0|3432.13|3432.13|3005.96|1108.94|1108.94|0|0|1419.82|155.44|111.7|0|69.81|100|100|100|||100|100|87.58|32.31|32.31|||41.37|4.53|1
REP_4055RUPLUS@USZA|REP_4055RUPLUS@USZA|REPCAP@USZA|558|1|4055RUPLUS|4055RUPLUS|REP|USZA|2|IFCO - Jacksonville 2|FL|44625|14|160|140|0|16|10.01|7.74|87.59|87.59|16|16|16|0|0|16|16|16|16|16|0|0|11.57|0.57|0|8928|5585.69|4320.41|8928|8928|8928|0|0|8928|8928|8928|8928|8928|0|0|6456.11|319.6|140.14|0|87.59|100|100|100|||100|100|100|100|100|||72.31|3.58|1
REP_4055RUPLUS@USZD|REP_4055RUPLUS@USZD|REPCAP@USZD|35|1|4055RUPLUS|4055RUPLUS|REP|USZD|6|SD Pallets - San Diego|CA|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@USZM|INS_4055AR@USZM|INSCAP@USZM|290|0.485|4055AR|4055AR|INS|USZM|4|CHEP(P) - Jacksonville 3|FL|23184|14|160|87|0|16|6.21|5.58|54.32|54.32|7.32|7.32|7.32|0|0|16|16|8.24|8.23|8.23|0|0|8.23|0|0|2250.4|873.09|784.67|1030.09|1030.09|1030.09|0|0|2250.4|2250.4|1159.49|1157.55|1157.55|0|0|1157.55|0|86.91|0|54.32|45.77|45.77|45.77|||100|100|51.52|51.44|51.44|||51.44|0|1
INS_4055AR@USZM|INS_4055RUPLUS@USZM|INSCAP@USZM|290|0.515|4055AR|4055RUPLUS|INS|USZM|4|CHEP(P) - Jacksonville 3|FL|23184|14|160|87|0|16|6.21|5.58|54.32|54.32|7.32|7.32|7.32|0|0|16|16|8.24|8.23|8.23|0|0|8.23|0|0|2389.6|927.09|833.2|1093.81|1093.81|1093.81|0|0|2389.6|2389.6|1231.21|1229.15|1229.15|0|0|1229.15|0|86.91|0|54.32|45.77|45.77|45.77|||100|100|51.52|51.44|51.44|||51.44|0|1
INS_4055AR@USZN|INS_4055AR@USZN|INSCAP@USZN|291|0.5|4055AR|4055AR|INS|USZN|4|CHEP(P) - Alachua|FL|23272|14|160|50|0|12.05|3.58|3.37|31.33|31.33|3.8|3.8|3.8|0|0|12.05|4.12|4.12|4.12|4.12|0|0|8.17|2.02|0|1752.65|521.02|490.57|552.45|552.45|552.45|0|0|1752.65|600.1|600.1|600.1|600.1|0|0|1189.3|294.6|50.13|0|31.33|23.73|23.73|23.73|||75.29|25.78|25.78|25.78|25.78|||51.09|12.65|1
INS_4055AR@USZN|INS_4055RUPLUS@USZN|INSCAP@USZN|291|0.5|4055AR|4055RUPLUS|INS|USZN|4|CHEP(P) - Alachua|FL|23272|14|160|50|0|12.05|3.58|3.37|31.33|31.33|3.8|3.8|3.8|0|0|12.05|4.12|4.12|4.12|4.12|0|0|8.17|2.02|0|1752.65|521.02|490.57|552.45|552.45|552.45|0|0|1752.65|600.1|600.1|600.1|600.1|0|0|1189.3|294.6|50.13|0|31.33|23.73|23.73|23.73|||75.29|25.78|25.78|25.78|25.78|||51.09|12.65|1
INS_4055AR@USZO|INS_4055AR@USZO|INSCAP@USZO|131|0.483|4055AR|4055AR|INS|USZO|4|CHEP(P) - Alachua 2|FL|10470|14|160|80|0|16|5.74|5.13|50.24|50.24|7.43|7.43|7.43|0|0|16|13.14|7.24|7.24|7.24|0|0|7.24|0|0|1012.37|363.28|324.67|470.35|470.35|470.35|0|0|1012.37|831.34|457.79|457.79|457.79|0|0|457.79|0|80.38|0|50.24|46.46|46.46|46.46|||100|82.12|45.22|45.22|45.22|||45.22|0|1
INS_4055AR@USZO|INS_4055RUPLUS@USZO|INSCAP@USZO|131|0.517|4055AR|4055RUPLUS|INS|USZO|4|CHEP(P) - Alachua 2|FL|10470|14|160|80|0|16|5.74|5.13|50.24|50.24|7.43|7.43|7.43|0|0|16|13.14|7.24|7.24|7.24|0|0|7.24|0|0|1083.63|388.85|347.53|503.45|503.45|503.45|0|0|1083.63|889.86|490.01|490.01|490.01|0|0|490.01|0|80.38|0|50.24|46.46|46.46|46.46|||100|82.12|45.22|45.22|45.22|||45.22|0|1
INS_4055AR@USZP|INS_4055AR@USZP|INSCAP@USZP|2|1|4055AR|4055AR|INS|USZP|2|CHEP(P) - Douglas|GA|190|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
REP_4055RUPLUS@USZP|REP_4055RUPLUS@USZP|REPCAP@USZP|72|1|4055RUPLUS|4055RUPLUS|REP|USZP|2|CHEP(P) - Douglas|GA|5733|14|160|60|0|16|4.28|7.09|37.46|37.46|16|16|0|0|0|16|0|0|11.93|0|0|0|0|0|0|1152|308.21|510.6|1152|1152|0|0|0|1152|0|0|859|0|0|0|0|0|59.93|0|37.46|100|100|0|||100|0|0|74.57|0|||0|0|1
INS_4055AR@USZQ|INS_4055AR@USZQ|INSCAP@USZQ|115|0.415|4055AR|4055AR|INS|USZQ|2|CHEP(P) - Greeneville|TN|9176|14|160|112|0|16|8|8.3|70|70|0|0|0|0|0|16|16|16|16|16|0|0|16|16|0|763.6|381.8|396.21|0|0|0|0|0|763.6|763.6|763.6|763.6|763.6|0|0|763.6|763.6|112|0|70|0|0|0|||100|100|100|100|100|||100|100|1
INS_4055AR@USZQ|INS_4055RUPLUS@USZQ|INSCAP@USZQ|115|0.585|4055AR|4055RUPLUS|INS|USZQ|2|CHEP(P) - Greeneville|TN|9176|14|160|112|0|16|8|8.3|70|70|0|0|0|0|0|16|16|16|16|16|0|0|16|16|0|1076.4|538.2|558.52|0|0|0|0|0|1076.4|1076.4|1076.4|1076.4|1076.4|0|0|1076.4|1076.4|112|0|70|0|0|0|||100|100|100|100|100|||100|100|1
REP_4055RUPLUS@USZQ|REP_4055RUPLUS@USZQ|REPCAP@USZQ|28|1|4055RUPLUS|4055RUPLUS|REP|USZQ|2|CHEP(P) - Greeneville|TN|2207|14|160|127|0|16|9.08|8.16|79.46|79.46|0|0|15.14|0|0|16|16|16|16|16|0|0|16|16|0|448|254.29|228.62|0|0|424|0|0|448|448|448|448|448|0|0|448|448|127.14|0|79.46|0|0|94.64|||100|100|100|100|100|||100|100|1
INS_4055AR@USZR|INS_4055AR@USZR|INSCAP@USZR|472|0.494|4055AR|4055AR|INS|USZR|2|CHEP(P) - Beech Island|SC|37739|14|160|99|0|16|7.08|6.92|61.95|61.95|16|16|15.07|0|0|16|14.65|5.63|5.63|4.68|0|0|0.03|5.43|0|3730.69|1650.83|1613.88|3730.69|3730.69|3514.81|0|0|3730.69|3415.07|1313.62|1313.62|1091.32|0|0|6.11|1264.95|99.12|0|61.95|100|100|94.21|||100|91.54|35.21|35.21|29.25|||0.16|33.91|1
INS_4055AR@USZR|INS_4055RUPLUS@USZR|INSCAP@USZR|472|0.506|4055AR|4055RUPLUS|INS|USZR|2|CHEP(P) - Beech Island|SC|37739|14|160|99|0|16|7.08|6.92|61.95|61.95|16|16|15.07|0|0|16|14.65|5.63|5.63|4.68|0|0|0.03|5.43|0|3821.31|1690.93|1653.08|3821.31|3821.31|3600.19|0|0|3821.31|3498.03|1345.53|1345.53|1117.83|0|0|6.25|1295.68|99.12|0|61.95|100|100|94.21|||100|91.54|35.21|35.21|29.25|||0.16|33.91|1
INS_4055AR@USZS|INS_4055AR@USZS|INSCAP@USZS|437|0.302|4055AR|4055AR|INS|USZS|4|CHEP(P) - Amarillo|TX|34980|14|160|25|0|6.89|1.81|1.84|15.84|15.84|2.33|2.33|2.33|0|0|6.89|2.28|2.28|2.28|2.28|0|0|2.33|0.02|0|908.96|238.84|242.88|307.01|307.01|307.01|0|0|908.96|300.97|300.97|300.97|300.97|0|0|306.89|2.96|25.34|0|15.84|14.54|14.54|14.54|||43.05|14.25|14.25|14.25|14.25|||14.53|0.14|1
INS_4055AR@USZS|INS_4055RUPLUS@USZS|INSCAP@USZS|437|0.698|4055AR|4055RUPLUS|INS|USZS|4|CHEP(P) - Amarillo|TX|34980|14|160|25|0|6.89|1.81|1.84|15.84|15.84|2.33|2.33|2.33|0|0|6.89|2.28|2.28|2.28|2.28|0|0|2.33|0.02|0|2100.84|552.02|561.36|709.59|709.59|709.59|0|0|2100.84|695.63|695.63|695.63|695.63|0|0|709.31|6.84|25.34|0|15.84|14.54|14.54|14.54|||43.05|14.25|14.25|14.25|14.25|||14.53|0.14|1
REP_4055RUPLUS@USZS|REP_4055RUPLUS@USZS|REPCAP@USZS|39|1|4055RUPLUS|4055RUPLUS|REP|USZS|4|CHEP(P) - Amarillo|TX|3108|14|160|23|0|7.87|1.67|3.3|14.61|14.61|0|0|0|0|0|0|0|0|7.72|7.72|0|0|7.87|0.08|0|306.89|65.13|128.89|0|0|0|0|0|0|0|0|300.97|300.97|0|0|306.89|2.96|23.38|0|14.61|0|0|0|||0|0|0|48.23|48.23|||49.18|0.47|1
INS_4055AR@USZT|INS_4055AR@USZT|INSCAP@USZT|650|0.626|4055AR|4055AR|INS|USZT|6|Propak - Kansas City|MO|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@USZT|INS_4055RUPLUS@USZT|INSCAP@USZT|650|0.374|4055AR|4055RUPLUS|INS|USZT|6|Propak - Kansas City|MO|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
REP_4055RUPLUS@USZT|REP_4055RUPLUS@USZT|REPCAP@USZT|879|1|4055RUPLUS|4055RUPLUS|REP|USZT|6|Propak - Kansas City|MO|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@USZU|INS_4055AR@USZU|INSCAP@USZU|305|0.195|4055AR|4055AR|INS|USZU|6|CHEP(P) - Breinigsville|PA|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@USZU|INS_4055RUPLUS@USZU|INSCAP@USZU|305|0.805|4055AR|4055RUPLUS|INS|USZU|6|CHEP(P) - Breinigsville|PA|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@USZV|INS_4055AR@USZV|INSCAP@USZV|159|0.123|4055AR|4055AR|INS|USZV|6|CHEP(P) - West Jefferson|OH|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@USZV|INS_4055RUPLUS@USZV|INSCAP@USZV|159|0.877|4055AR|4055RUPLUS|INS|USZV|6|CHEP(P) - West Jefferson|OH|0|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
